Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Uppercase,,Pricelandratio,
Surrey Hills,t,1110000,3/09/2016,11.2,2,2,1,3878,,2012,Melbourne City Council,-37.8255,144.9665,Southern Metropolitan,8400,9,146.725116, ,284500,474166.6667,123333.3333,SURREY HILLS,,,
Surrey Hills,h,2128000,3/09/2016,11.2,2,1,1,677,88,2012,Glen Eira City Council,-37.9173,145.0359,Southern Metropolitan,6795,9,1070.901034,8238.636364,362500,55769.23077,236444.4444,SURREY HILLS,,,
Surrey Hills,h,2200000,3/09/2016,11.2,3,2,2,0,160,2012,Glen Eira City Council,-37.9289,145.0478,Southern Metropolitan,6795,9, ,7718.75,411666.6667,95000,244444.4444,SURREY HILLS,,,
Surrey Hills,t,1330500,3/12/2016,11.2,2,1,1,15100,66,2012,Maribyrnong City Council,-37.7795,144.8729,Western Metropolitan,3873,9,23.34437086,5340.909091,176250,38315.21739,147833.3333,SURREY HILLS,,,
Surrey Hills,u,930000,4/02/2016,11.2,1,1,1,0,52,2012,Port Phillip City Council,-37.8676,144.9901,Southern Metropolitan,13240,9, ,7692.307692,400000,65573.77049,103333.3333,SURREY HILLS,,,
Surrey Hills,u,640000,4/03/2017,11.2,2,2,1,0,,2012,Glen Eira City Council,-37.9329,145.0393,Southern Metropolitan,6795,9, , ,310000,47692.30769,71111.11111,SURREY HILLS,,,
Surrey Hills,h,1700000,4/06/2016,11.2,3,2,2,267,150,2012,Monash City Council,-37.8463,145.1071,Southern Metropolitan,5678,9,3651.685393,6500,325000,83333.33333,188888.8889,SURREY HILLS,,,
Surrey Hills,h,2500000,6/08/2016,11.2,2,1,1,2166,54,2012,Melbourne City Council,-37.8415,144.9412,Southern Metropolitan,8648,9,240.0738689,9629.62963,260000,136842.1053,277777.7778,SURREY HILLS,,,
Surrey Hills,h,2200000,7/05/2016,11.2,2,2,1,0,90,2012,Melbourne City Council,-37.84,144.939,Southern Metropolitan,8648,9, ,8900,400500,210789.4737,244444.4444,SURREY HILLS,,,
Surrey Hills,u,770000,7/11/2016,11.2,3,2,2,213,1,2012,Darebin City Council,-37.7085,145.018,Northern Metropolitan,21650,9,3826.29108,815000,271666.6667,72767.85714,85555.55556,SURREY HILLS,,,
Surrey Hills,h,2860000,7/11/2016,11.2,2,1,1,0,,2012,Yarra City Council,-37.8175,144.9974,Northern Metropolitan,14949,9, , ,250000,192307.6923,317777.7778,SURREY HILLS,,,
Surrey Hills,h,1530000,8/10/2016,11.2,2,2,1,2592,70,2012,Melbourne City Council,-37.7961,144.9261,Northern Metropolitan,5263,9,206.404321,7642.857143,267500,127380.9524,170000,SURREY HILLS,,,
Surrey Hills,h,1930000,8/10/2016,11.2,2,1,1,0,75,2012,Moonee Valley City Council,-37.7504,144.8957,Western Metropolitan,9264,9, ,8133.333333,305000,76250,214444.4444,SURREY HILLS,,,
Surrey Hills,h,1812500,8/10/2016,11.2,3,2,0,152,170,2012,Maribyrnong City Council,-37.811,144.8889,Western Metropolitan,6543,9,7368.421053,6588.235294,373333.3333,160000,201388.8889,SURREY HILLS,,,
Surrey Hills,u,760000,8/10/2016,11.2,3,1,1,1218,94,2012,Moonee Valley City Council,-37.736,144.8886,Western Metropolitan,2291,9,410.5090312,5319.148936,166666.6667,44642.85714,84444.44444,SURREY HILLS,,,
Surrey Hills,h,1300000,10/09/2016,11.2,2,1,1,113,118,2012,Yarra City Council,-37.8119,144.9947,Northern Metropolitan,14949,9,8407.079646,8050.847458,475000,365384.6154,144444.4444,SURREY HILLS,,,
Surrey Hills,h,1960000,10/12/2016,11.2,3,2,1,122,140,2012,Moreland City Council,-37.7698,144.9661,Northern Metropolitan,11918,9,8040.983607,7007.142857,327000,188653.8462,217777.7778,SURREY HILLS,,,
Surrey Hills,h,2630000,10/12/2016,11.2,3,2,2,257,,2012,Maribyrnong City Council,-37.813,144.8703,Western Metropolitan,6543,9,4163.424125, ,356666.6667,152857.1429,292222.2222,SURREY HILLS,,,
Surrey Hills,u,880000,11/02/2017,11.2,3,3,2,338,194,2012,Glen Eira City Council,-37.9166,145.0418,Southern Metropolitan,6795,9,4068.047337,7087.628866,458333.3333,105769.2308,97777.77778,SURREY HILLS,,,
Surrey Hills,h,1650000,12/06/2016,11.2,4,3,2,0,212,2012,Moreland City Council,-37.775,144.9513,Northern Metropolitan,11918,9, ,8962.264151,475000,365384.6154,183333.3333,SURREY HILLS,,,
Surrey Hills,h,1755000,12/11/2016,11.2,3,2,2,213,115,2012,Monash City Council,-37.8827,145.0942,Southern Metropolitan,3582,9,3849.765258,7130.434783,273333.3333,60294.11765,195000,SURREY HILLS,,,
Surrey Hills,h,1700000,12/11/2016,11.2,3,3,2,2787,,2012,Maribyrnong City Council,-37.7794,144.872,Western Metropolitan,3873,9,243.9899534, ,226666.6667,73913.04348,188888.8889,SURREY HILLS,,,
Surrey Hills,h,1975000,13/08/2016,11.2,2,2,1,2135,,2012,Melbourne City Council,-37.7956,144.935,Northern Metropolitan,5263,9,341.9203747, ,365000,173809.5238,219444.4444,SURREY HILLS,,,
Surrey Hills,u,610000,15/10/2016,11.2,3,4,2,424,201,2012,Bayside City Council,-37.92988,145.01085,Southern Metropolitan,6938,9,4129.245283,8710.447761,583600,169980.5825,67777.77778,SURREY HILLS,,,
Surrey Hills,h,2003000,15/10/2016,11.2,3,2,1,0,,2012,Darebin City Council,-37.74762,145.00261,Northern Metropolitan,14577,9, , ,183333.3333,65476.19048,222555.5556,SURREY HILLS,,,
Surrey Hills,h,1350000,16/04/2016,11.2,4,2,2,293,226,2012,Glen Eira City Council,-37.92594,145.03184,Southern Metropolitan,6795,9,4095.56314,5309.734513,300000,105263.1579,150000,SURREY HILLS,,,
Surrey Hills,h,1850000,16/04/2016,11.2,2,1,1,0,72,2012,Glen Eira City Council,-37.90335,145.03718,Southern Metropolitan,3578,9, ,6736.111111,242500,42543.85965,205555.5556,SURREY HILLS,,,
Surrey Hills,h,2050000,16/04/2016,11.2,2,1,1,1646,52,2012,Port Phillip City Council,-37.83406,144.97131,Southern Metropolitan,5943,9,321.9927096,10192.30769,265000,278947.3684,227777.7778,SURREY HILLS,,,
Surrey Hills,h,2100000,16/07/2016,11.2,3,2,1,207,144,2012,Monash City Council,-37.85682,145.10873,Southern Metropolitan,5678,9,4434.782609,6375,306000,88269.23077,233333.3333,SURREY HILLS,,,
Surrey Hills,h,1150000,17/09/2016,11.2,3,2,1,161,149,2012,Moonee Valley City Council,-37.73566,144.89368,Western Metropolitan,1308,9,4968.944099,5369.127517,266666.6667,97560.97561,127777.7778,SURREY HILLS,,,
Surrey Hills,u,823000,17/09/2016,11.2,1,1,0,0,29,2012,Moonee Valley City Council,-37.77154,144.91597,Western Metropolitan,6232,9, ,7655.172414,222000,35806.45161,91444.44444,SURREY HILLS,,,
Surrey Hills,t,770500,17/09/2016,11.2,1,1,1,3878,,2012,Melbourne City Council,-37.82548,144.96648,Southern Metropolitan,8400,9,108.9479113, ,422500,603571.4286,85611.11111,SURREY HILLS,,,
Surrey Hills,h,1250000,17/09/2016,11.2,3,2,2,143,,2012,Moonee Valley City Council,-37.72967,144.88835,Western Metropolitan,3464,9,5157.342657, ,245833.3333,70913.46154,138888.8889,SURREY HILLS,,,
Surrey Hills,u,600000,17/09/2016,11.2,2,1,2,159,140,2012,Brimbank City Council,-37.82073,144.8447,Western Metropolitan,962,9,3238.993711,3678.571429,257500,80468.75,66666.66667,SURREY HILLS,,,
Surrey Hills,u,562500,19/11/2016,11.2,1,1,0,197,41,2012,Moreland City Council,-37.77165,144.97187,Northern Metropolitan,5533,9,1472.081218,7073.170732,290000,72500,62500,SURREY HILLS,,,
Surrey Hills,h,2125000,22/05/2016,11.2,2,1,1,102,70,2012,Moreland City Council,-37.71122,144.91863,Northern Metropolitan,8870,9,3921.568627,5714.285714,200000,35714.28571,236111.1111,SURREY HILLS,,,
Surrey Hills,u,656000,22/05/2016,11.2,1,2,1,486,,2012,Bayside City Council,-37.93953,145.00096,Southern Metropolitan,5454,9,1193.415638, ,580000,42028.98551,72888.88889,SURREY HILLS,,,
Surrey Hills,h,1650000,22/05/2016,11.2,3,2,1,330,226,2012,Moreland City Council,-37.72623,144.94521,Northern Metropolitan,7485,9,3666.666667,5353.982301,403333.3333,142352.9412,183333.3333,SURREY HILLS,,,
Surrey Hills,h,1518000,23/04/2016,11.2,3,2,2,306,,2012,Knox City Council,-37.85605,145.24496,Eastern Metropolitan,7082,9,2542.48366, ,259333.3333,52925.17007,168666.6667,SURREY HILLS,,,
Surrey Hills,h,1560000,24/09/2016,11.2,2,1,1,0,81,2012,Darebin City Council,-37.72919,145.00533,Northern Metropolitan,21650,9, ,5777.777778,234000,39000,173333.3333,SURREY HILLS,,,
Surrey Hills,h,1185000,25/02/2017,11.2,2,1,1,16000,68.5,2012,Moonee Valley City Council,-37.78466,144.93829,Western Metropolitan,1052,9,21.34375,4985.40146,170750,79418.60465,131666.6667,SURREY HILLS,,,
Surrey Hills,t,865000,25/02/2017,11.2,3,1,1,137,71,2012,Knox City Council,-37.87615,145.23192,Eastern Metropolitan,7082,9,4540.145985,8760.56338,207333.3333,42312.92517,96111.11111,SURREY HILLS,,,
Surrey Hills,h,2160000,25/02/2017,11.2,3,3,3,209,,2012,Monash City Council,-37.88923,145.0964,Southern Metropolitan,3582,9,4677.033493, ,325833.3333,83547.00855,240000,SURREY HILLS,,,
Surrey Hills,u,899000,25/02/2017,11.2,2,1,1,345,120,2012,Monash City Council,-37.89919,145.14856,Eastern Metropolitan,15321,9,1901.449275,5466.666667,328000,39281.43713,99888.88889,SURREY HILLS,,,
Surrey Hills,h,2000000,26/07/2016,11.2,2,1,1,129,88.3,2012,Moreland City Council,-37.71865,144.95018,Northern Metropolitan,7485,9,3953.488372,5775.764439,255000,60000,222222.2222,SURREY HILLS,,,
Surrey Hills,h,2300000,27/06/2016,11.2,2,1,1,963,86,2012,Hobsons Bay City Council,-37.84212,144.88211,Western Metropolitan,5498,9,604.3613707,6767.44186,291000,93870.96774,255555.5556,SURREY HILLS,,,
Surrey Hills,u,600000,27/11/2016,11.2,2,2,1,1111,,2012,Stonnington City Council,-37.84968,144.99389,Southern Metropolitan,7717,9,468.0468047, ,260000,113043.4783,66666.66667,SURREY HILLS,,,
Surrey Hills,h,2180000,27/11/2016,11.2,2,1,1,243,120,2012,Darebin City Council,-37.71045,145.0018,Northern Metropolitan,21650,9,2765.432099,5600,336000,56000,242222.2222,SURREY HILLS,,,
Surrey Hills,h,2760000,27/11/2016,11.2,2,1,1,0,61.6,2012,Port Phillip City Council,-37.85581,144.99025,Southern Metropolitan,4380,9, ,9090.909091,280000,121739.1304,306666.6667,SURREY HILLS,,,
Surrey Hills,h,1251000,28/05/2016,11.2,2,2,1,126,,2012,Whitehorse City Council,-37.819,145.13537,Eastern Metropolitan,4605,9,5793.650794, ,365000,66972.47706,139000,SURREY HILLS,,,
Surrey Hills,h,1650000,28/05/2016,11.2,3,2,2,366,183.84,2012,Maribyrnong City Council,-37.7816,144.88999,Western Metropolitan,4918,9,2568.306011,5113.141862,313333.3333,218604.6512,183333.3333,SURREY HILLS,,,
Surrey Hills,h,1835000,28/05/2016,11.2,5,3,2,556,,2012,Bayside City Council,-37.95017,145.02054,Southern Metropolitan,4497,9,4055.755396, ,451000,148355.2632,203888.8889,SURREY HILLS,,,
Surrey Hills,u,778500,28/05/2016,11.2,4,3,2,234,176,2012,Maribyrnong City Council,-37.81961,144.88132,Western Metropolitan,6543,9,4880.34188,6488.636364,285500,181269.8413,86500,SURREY HILLS,,,
Hawthorn East,u,420000,4/03/2017,7.5,3,2,2,243,150,2012,Manningham City Council,-37.78298,145.17682,Eastern Metropolitan,4790,9,4065.843621,6586.666667,329333.3333,61366.45963,46666.66667,HAWTHORN EAST,,,
Hawthorn East,t,1220000,4/03/2017,7.5,3,3,2,326,271,2012,Brimbank City Council,-37.74009,144.87787,Western Metropolitan,5629,9,3972.392638,4778.597786,431666.6667,110683.7607,135555.5556,HAWTHORN EAST,,,
Hawthorn East,h,1865000,4/03/2017,7.5,3,2,1,317,210,2012,Moonee Valley City Council,-37.74103,144.8851,Western Metropolitan,2291,9,3627.760252,5476.190476,383333.3333,110576.9231,207222.2222,HAWTHORN EAST,,,
Hawthorn East,h,1700000,6/08/2016,7.5,2,1,1,100,105,2012,Moreland City Council,-37.7249,144.9474,Northern Metropolitan,7485,9,5855,5576.190476,292750,68882.35294,188888.8889,HAWTHORN EAST,,,
Hawthorn East,h,1450000,7/05/2016,7.5,4,2,2,290,178,2012,Moonee Valley City Council,-37.77708,144.90914,Western Metropolitan,6567,9,3968.965517,6466.292135,287750,267674.4186,161111.1111,HAWTHORN EAST,,,
Hawthorn East,t,1110000,8/10/2016,7.5,4,2,2,270,183,2012,Glen Eira City Council,-37.90866,145.07533,Southern Metropolitan,10969,9,4185.185185,6174.863388,282500,81884.05797,123333.3333,HAWTHORN EAST,,,
Hawthorn East,t,1425000,8/10/2016,7.5,1,1,1,,60,2012,Glen Eira City Council,-37.88422,145.05299,Southern Metropolitan,7822,9, ,7600,456000,45148.51485,158333.3333,HAWTHORN EAST,,,
Hawthorn East,h,3100000,10/09/2016,7.5,3,2,1,,149,2012,Moonee Valley City Council,-37.73566,144.89368,Western Metropolitan,1308,9, ,5503.355705,273333.3333,100000,344444.4444,HAWTHORN EAST,,,
Hawthorn East,u,555000,10/09/2016,7.5,2,1,2,,97,2012,Moreland City Council,-37.71874,144.95016,Northern Metropolitan,7485,9, ,6561.85567,318250,74882.35294,61666.66667,HAWTHORN EAST,,,
Hawthorn East,u,887000,10/09/2016,7.5,4,2,2,689,,2012,Manningham City Council,-37.76673,145.16555,Eastern Metropolitan,6202,9,2544.267054, ,438250,113096.7742,98555.55556,HAWTHORN EAST,,,
Hawthorn East,h,1700000,10/09/2016,7.5,2,2,1,,135,2012,Maribyrnong City Council,-37.80968,144.86819,Western Metropolitan,5058,9, ,4851.851852,327500,102343.75,188888.8889,HAWTHORN EAST,,,
Hawthorn East,h,1585000,10/12/2016,7.5,2,1,2,,73,2012,Darebin City Council,-37.77703,145.01593,Northern Metropolitan,2970,9, ,10226.0274,373250,130964.9123,176111.1111,HAWTHORN EAST,,,
Hawthorn East,u,935000,10/12/2016,7.5,3,2,2,122,108,2012,Moreland City Council,-37.72304,144.92864,Northern Metropolitan,7485,9,5540.983607,6259.259259,225333.3333,79529.41176,103888.8889,HAWTHORN EAST,,,
Hawthorn East,u,460000,10/12/2016,7.5,2,1,1,,67,2012,Yarra City Council,-37.813,144.99303,Northern Metropolitan,14949,9, ,8582.089552,287500,239583.3333,51111.11111,HAWTHORN EAST,,,
Hawthorn East,h,2800000,12/11/2016,7.5,4,2,2,,189,2012,Hobsons Bay City Council,-37.8399,144.86908,Western Metropolitan,5498,9, ,4576.719577,216250,139516.129,311111.1111,HAWTHORN EAST,,,
Hawthorn East,u,320000,12/11/2016,7.5,2,1,1,,82,2012,Darebin City Council,-37.71083,145.00528,Northern Metropolitan,21650,9, ,6707.317073,275000,45833.33333,35555.55556,HAWTHORN EAST,,,
Hawthorn East,u,573000,13/08/2016,7.5,4,2,2,628,287,2012,Whitehorse City Council,-37.82942,145.16714,Eastern Metropolitan,5713,9,2945.859873,6445.993031,462500,138059.7015,63666.66667,HAWTHORN EAST,,,
Hawthorn East,u,680000,13/08/2016,7.5,2,1,1,,62,2012,Yarra City Council,-37.79708,144.98042,Northern Metropolitan,5825,9, ,10451.6129,324000,308571.4286,75555.55556,HAWTHORN EAST,,,
Hawthorn East,h,2250000,14/05/2016,7.5,2,1,1,676,61,2012,Darebin City Council,-37.71176,145.02142,Northern Metropolitan,21650,9,687.8698225,7622.95082,232500,38750,250000,HAWTHORN EAST,,,
Hawthorn East,h,2381000,15/10/2016,7.5,1,1,1,,40,2012,Darebin City Council,-37.70856,145.01794,Northern Metropolitan,21650,9, ,10575,423000,35250,264555.5556,HAWTHORN EAST,,,
Hawthorn East,t,1738000,15/10/2016,7.5,2,1,1,,62,2012,Darebin City Council,-37.71313,145.01798,Northern Metropolitan,21650,9, ,8370.967742,259500,43250,193111.1111,HAWTHORN EAST,,,
Hawthorn East,u,735000,16/04/2016,7.5,5,3,3,857,285,2012,Maroondah City Council,-37.79773,145.26956,Eastern Metropolitan,11925,9,1376.896149,4140.350877,236000,51304.34783,81666.66667,HAWTHORN EAST,,,
Hawthorn East,h,1420000,17/09/2016,7.5,3,1,1,,83,2012,Moreland City Council,-37.70017,144.93292,Northern Metropolitan,8870,9, ,6786.144578,187750,50290.17857,157777.7778,HAWTHORN EAST,,,
Hawthorn East,u,400000,17/09/2016,7.5,2,2,,,88,2012,Melbourne City Council,-37.84079,144.94002,Southern Metropolitan,8648,9, ,8181.818182,360000,205714.2857,44444.44444,HAWTHORN EAST,,,
Hawthorn East,h,2100000,17/09/2016,7.5,1,1,1,4425,51,2012,Yarra City Council,-37.82009,145.0038,Northern Metropolitan,14949,9,90.39548023,7843.137255,400000,166666.6667,233333.3333,HAWTHORN EAST,,,
Hawthorn East,h,1335000,17/09/2016,7.5,4,2,2,,276,2012,Hobsons Bay City Council,-37.87045,144.81649,Western Metropolitan,5301,9, ,5670.289855,391250,142272.7273,148333.3333,HAWTHORN EAST,,,
Hawthorn East,h,1825000,17/09/2016,7.5,3,2,2,254,,2012,Glen Eira City Council,-37.92746,145.05859,Southern Metropolitan,10969,9,4574.80315, ,387333.3333,84202.89855,202777.7778,HAWTHORN EAST,,,
Hawthorn East,h,3210000,18/03/2017,7.5,3,2,2,864,208,2012,Maroondah City Council,-37.76402,145.27346,Eastern Metropolitan,2985,9,1359.953704,5649.038462,391666.6667,51086.95652,356666.6667,HAWTHORN EAST,,,
Hawthorn East,u,840000,18/03/2017,7.5,5,3,2,587,350,2012,Whitehorse City Council,-37.84489,145.1454,Eastern Metropolitan,4387,9,3330.494037,5585.714286,391000,145895.5224,93333.33333,HAWTHORN EAST,,,
Hawthorn East,u,705000,18/03/2017,7.5,5,3,2,,412,2012,Moreland City Council,-37.77432,144.94191,Northern Metropolitan,7082,9, ,6310.679612,520000,500000,78333.33333,HAWTHORN EAST,,,
Hawthorn East,h,3500000,18/06/2016,7.5,2,2,2,286,116,2012,Moreland City Council,-37.71173,144.94035,Northern Metropolitan,2606,9,2325.174825,5732.758621,332500,59375,388888.8889,HAWTHORN EAST,,,
Hawthorn East,u,444000,18/06/2016,7.5,4,2,2,,233,2012,Brimbank City Council,-37.7824,144.7638,Western Metropolitan,2276,9, ,3210.300429,187000,50884.35374,49333.33333,HAWTHORN EAST,,,
Hawthorn East,h,1320000,18/06/2016,7.5,4,3,3,,269,2012,Glen Eira City Council,-37.929,145.0495,Southern Metropolitan,6795,9, ,5092.936803,342500,120175.4386,146666.6667,HAWTHORN EAST,,,
Hawthorn East,h,1890000,18/06/2016,7.5,4,3,2,692,335,2012,Bayside City Council,-37.9178,145.0139,Southern Metropolitan,6938,9,4046.242775,8358.208955,700000,271844.6602,210000,HAWTHORN EAST,,,
Hawthorn East,h,2450000,19/11/2016,7.5,3,2,2,,138,2012,Melbourne City Council,-37.7955,144.9243,Northern Metropolitan,5263,9, ,8478.26087,390000,344117.6471,272222.2222,HAWTHORN EAST,,,
Hawthorn East,t,1590000,19/11/2016,7.5,4,2,2,378,,2012,Manningham City Council,-37.7743,145.1633,Eastern Metropolitan,6202,9,3968.253968, ,375000,96774.19355,176666.6667,HAWTHORN EAST,,,
Hawthorn East,h,2450000,22/05/2016,7.5,3,2,2,190,134,2012,Moonee Valley City Council,-37.73026,144.88652,Western Metropolitan,3464,9,4084.210526,5791.044776,258666.6667,74615.38462,272222.2222,HAWTHORN EAST,,,
Hawthorn East,u,568000,22/08/2016,7.5,4,3,2,,150,2012,Hobsons Bay City Council,-37.83295,144.85746,Western Metropolitan,5132,9, ,6000,225000,95744.68085,63111.11111,HAWTHORN EAST,,,
Hawthorn East,u,706000,22/08/2016,7.5,2,2,0,148,,2012,Stonnington City Council,-37.85053,145.00516,Southern Metropolitan,7717,9,10472.97297, ,775000,336956.5217,78444.44444,HAWTHORN EAST,,,
Hawthorn East,h,2500000,22/08/2016,7.5,4,3,2,295,218,2012,Glen Eira City Council,-37.8971,145.03477,Southern Metropolitan,5051,9,5677.966102,7683.486239,418750,192528.7356,277777.7778,HAWTHORN EAST,,,
Hawthorn East,h,2350000,22/08/2016,7.5,3,2,2,,340,2012,Moreland City Council,-37.69578,144.92386,Northern Metropolitan,8870,9, ,1897.058824,215000,57589.28571,261111.1111,HAWTHORN EAST,,,
Hawthorn East,h,1385000,22/08/2016,7.5,3,2,2,344,206,2012,Bayside City Council,-37.93001,145.01368,Southern Metropolitan,6938,9,4127.906977,6893.203883,473333.3333,137864.0777,153888.8889,HAWTHORN EAST,,,
Hawthorn East,u,655250,23/04/2016,7.5,4,4,2,713,361,2012,Bayside City Council,-37.92824,145.02237,Southern Metropolitan,6938,9,4628.330996,9141.274238,825000,320388.3495,72805.55556,HAWTHORN EAST,,,
Hawthorn East,h,1666000,24/09/2016,7.5,3,2,2,154,132,2012,Moonee Valley City Council,-37.73346,144.91778,Western Metropolitan,3284,9,5714.285714,6666.666667,293333.3333,107317.0732,185111.1111,HAWTHORN EAST,,,
Hawthorn East,u,430000,25/02/2017,7.5,3,2,2,275,,2012,Glen Eira City Council,-37.92662,145.04846,Southern Metropolitan,6795,9,4727.272727, ,433333.3333,114035.0877,47777.77778,HAWTHORN EAST,,,
Hawthorn East,u,505000,27/06/2016,7.5,2,2,2,152,,2012,Hobsons Bay City Council,-37.84792,144.89288,Western Metropolitan,5498,9,5888.157895, ,447500,144354.8387,56111.11111,HAWTHORN EAST,,,
Hawthorn East,u,622000,27/11/2016,7.5,3,1,1,226,136,2012,Manningham City Council,-37.82865,145.18624,Eastern Metropolitan,4973,9,3982.300885,6617.647059,300000,58441.55844,69111.11111,HAWTHORN EAST,,,
Hawthorn East,h,1650000,27/11/2016,7.5,4,2,3,866,199,2012,Maroondah City Council,-37.83628,145.24784,Eastern Metropolitan,3794,9,1778.290993,7738.693467,385000,72300.46948,183333.3333,HAWTHORN EAST,,,
Hawthorn East,u,371000,28/05/2016,7.5,3,2,2,246,215,2012,Moonee Valley City Council,-37.76393,144.90839,Western Metropolitan,6232,9,5081.300813,5813.953488,416666.6667,201612.9032,41222.22222,HAWTHORN EAST,,,
Hawthorn East,h,1625000,28/05/2016,7.5,5,3,2,392,324,2012,Knox City Council,-37.88011,145.23567,Eastern Metropolitan,7082,9,3011.482143,3643.521605,236100.2,80306.19048,180555.5556,HAWTHORN EAST,,,
Hawthorn East,u,701000,28/05/2016,7.5,4,2,2,365,146,2012,Brimbank City Council,-37.72971,144.82654,Western Metropolitan,1202,9,1831.506849,4578.767123,167125,47750,77888.88889,HAWTHORN EAST,,,
Hawthorn East,h,975000,30/07/2016,7.5,3,3,1,310,188,2012,Boroondara City Council,-37.7949,145.1014,Southern Metropolitan,7809,9,,,410000,,108333.3333,HAWTHORN EAST,,,
Balwyn North,h,1900000,8/04/2017,9.2,4,2,2,796,276,2012,Boroondara City Council,-37.8266,145.072,Southern Metropolitan,3265,9,,,786250,,211111.1111,BALWYN NORTH,,,
Balwyn North,u,700000,13/05/2017,9.2,3,2,2,248,167,2012,Boroondara City Council,-37.7923,145.0595,Southern Metropolitan,2671,9,,,540000,,77777.77778,BALWYN NORTH,,,
Balwyn North,h,1890000,13/05/2017,9.2,5,4,2,800,490,2012,Boroondara City Council,-37.8147,145.0571,Southern Metropolitan,10331,9,,,903000,,210000,BALWYN NORTH,,,
Balwyn North,u,800000,20/05/2017,9.2,4,3,2,267,190,2012,Boroondara City Council,-37.87036,145.08471,Southern Metropolitan,3052,9,,,380000,,88888.88889,BALWYN NORTH,,,
Balwyn North,h,1725000,29/04/2017,9.2,5,4,2,729,1,2012,Boroondara City Council,-37.806,145.09511,Southern Metropolitan,5682,9,,,762400,,191666.6667,BALWYN NORTH,,,
Camberwell,h,1930000,6/05/2017,7.8,1,1,1,,68,2012,Boroondara City Council,-37.8584,145.05608,Southern Metropolitan,10412,9,,,450000,,214444.4444,CAMBERWELL,,,
Camberwell,h,2216000,8/04/2017,7.8,5,4,4,660,461,2012,Boroondara City Council,-37.789,145.0791,Southern Metropolitan,7809,9,,,810000,,246222.2222,CAMBERWELL,,,
Camberwell,h,2110000,8/04/2017,7.8,5,2,2,833,370,2012,Boroondara City Council,-37.81454,145.06008,Southern Metropolitan,892,9,,,616000,,234444.4444,CAMBERWELL,,,
Camberwell,h,1900000,13/05/2017,7.8,2,1,2,292,125,2013,Hobsons Bay City Council,-37.8687,144.8197,Western Metropolitan,5301,8,2465.753425,5760,360000,52173.91304,237500,CAMBERWELL,,,
Camberwell,h,1620000,13/05/2017,7.8,4,3,1,595,174,2013,Darebin City Council,-37.7283,145.0072,Northern Metropolitan,21650,8,1321.008403,4517.241379,196500,70178.57143,202500,CAMBERWELL,,,
Camberwell,h,3550000,13/05/2017,7.8,2,1,1,734,65,2013,Melbourne City Council,-37.8433,144.9962,Southern Metropolitan,14887,8,701.6348774,7923.076923,257500,156060.6061,443750,CAMBERWELL,,,
Camberwell,h,1905000,20/05/2017,7.8,1,1,1,0,42,2013,Stonnington City Council,-37.8764,145.0463,Southern Metropolitan,8801,8, ,7142.857143,300000,26785.71429,238125,CAMBERWELL,,,
Camberwell,h,2990000,20/05/2017,7.8,2,3,1,0,,2013,Melbourne City Council,-37.8295,144.9692,Southern Metropolitan,8400,8, , ,345000,575000,373750,CAMBERWELL,,,
Camberwell,u,835000,29/04/2017,7.8,3,2,2,3977,113,2013,Brimbank City Council,-37.747,144.8663,Western Metropolitan,5629,8,163.4397787,5752.212389,216666.6667,50781.25,104375,CAMBERWELL,,,
Canterbury,h,3115000,8/04/2017,9,2,2,2,55,100,2013,Darebin City Council,-37.7627,144.9898,Northern Metropolitan,11364,8,11818.18182,6500,325000,118181.8182,389375,CANTERBURY,,,
Canterbury,h,8000000,13/05/2017,9,4,2,2,420,255,2013,Manningham City Council,-37.767,145.119,Eastern Metropolitan,5420,8,3571.428571,5882.352941,375000,108695.6522,1000000,CANTERBURY,,,
Glen Iris,h,1452000,6/05/2017,9.2,3,2,1,291,224,2013,Moonee Valley City Council,-37.7499,144.8927,Western Metropolitan,9264,8,3436.426117,4464.285714,333333.3333,125000,181500,GLEN IRIS,,,
Glen Iris,u,721000,8/04/2017,9.2,4,3,2,381,176,2013,Monash City Council,-37.8459,145.1041,Southern Metropolitan,5678,8,2362.204724,5113.636364,225000,76923.07692,90125,GLEN IRIS,,,
Glen Iris,h,1800000,8/04/2017,9.2,2,2,1,0,104,2013,Stonnington City Council,-37.8823,145.0729,Southern Metropolitan,8801,8, ,7884.615385,410000,73214.28571,225000,GLEN IRIS,,,
Glen Iris,t,1253000,8/04/2017,9.2,3,1,1,126,91,2013,Darebin City Council,-37.7186,145.0166,Northern Metropolitan,21650,8,3888.888889,5384.615385,163333.3333,43750,156625,GLEN IRIS,,,
Glen Iris,h,1950000,13/05/2017,9.2,2,2,1,2955,67,2013,Melbourne City Council,-37.8299,144.9679,Southern Metropolitan,8400,8,210.6598985,9291.044776,311250,518750,243750,GLEN IRIS,,,
Glen Iris,h,1760000,13/05/2017,9.2,2,2,1,0,67,2013,Melbourne City Council,-37.7969,144.9742,Northern Metropolitan,6786,8, ,8955.223881,300000,333333.3333,220000,GLEN IRIS,,,
