Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Propertycount,Buildingage2,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Uppercase,,Buildingage,,#REF!
Kew,h,3175000,17/06/2017,5.4,2,1,1,134,,2013,Darebin City Council,-37.7216,145.0178,21650,8,3694.029851, ,247500,41250,396875,KEW,,8,,
Surrey Hills,u,807000,17/06/2017,10.2,2,1,1,0,80,2013,Moreland City Council,-37.71652,144.92268,2651,8, ,6812.5,272500,48660.71429,100875,SURREY HILLS,,8,,
Balwyn North,h,3200000,24/06/2017,9.7,4,3,2,429,262,2013,Glen Eira City Council,-37.91582,145.048,6795,8,4079.254079,6679.389313,437500,153508.7719,400000,BALWYN NORTH,,8,,
Balwyn North,u,682000,24/06/2017,9.7,2,2,1,0,77,2013,Melbourne City Council,-37.84158,144.93809,8648,8, ,9870.12987,380000,217142.8571,85250,BALWYN NORTH,,8,,
Hawthorn,t,1236000,24/06/2017,5.3,2,1,1,178,84,2013,Maribyrnong City Council,-37.81481,144.88013,6543,8,4382.022472,9285.714286,390000,123809.5238,154500,HAWTHORN,,8,,
Hawthorn,h,2010000,24/06/2017,5.3,3,2,2,335,239,2013,Glen Eira City Council,-37.91783,145.0816,10969,8,3820.895522,5355.648536,426666.6667,92753.62319,251250,HAWTHORN,,8,,
Hawthorn,h,2370000,24/06/2017,5.3,3,2,2,,222,2013,Bayside City Council,-37.90217,144.99337,10579,8, ,9099.099099,673333.3333,192380.9524,296250,HAWTHORN,,8,,
Hawthorn,h,1682000,24/06/2017,5.3,3,2,1,292,113,2013,Brimbank City Council,-37.74695,144.86625,5629,8,2123.287671,5486.725664,206666.6667,52991.45299,210250,HAWTHORN,,8,,
Kew,u,797000,24/06/2017,5.4,3,2,2,,142,2013,Darebin City Council,-37.77043,145.01277,11364,8, ,8309.859155,393333.3333,222641.5094,99625,KEW,,8,,
Surrey Hills,h,2000000,24/06/2017,10.2,3,2,2,,127,2013,Hobsons Bay City Council,-37.83442,144.85789,5132,8, ,5748.031496,243333.3333,77659.57447,250000,SURREY HILLS,,8,,
Balwyn,u,725000,27/05/2017,7.9,3,2,2,,215,2013,Moonee Valley City Council,-37.73618,144.89709,1308,8, ,5860.465116,420000,153658.5366,90625,BALWYN,,8,,
Balwyn,u,602000,27/05/2017,7.9,2,1,1,,,2013,Bayside City Council,-37.9512,145.04171,4794,8, , ,302000,37750,75250,BALWYN,,8,,
Balwyn,u,830000,27/05/2017,7.9,2,1,1,,65,2013,Moreland City Council,-37.707,144.92165,8870,8, ,7384.615385,240000,42857.14286,103750,BALWYN,,8,,
Balwyn North,h,1300000,27/05/2017,9.7,2,1,1,652,,2013,Port Phillip City Council,-37.85556,144.99063,4380,8,1242.331288, ,405000,176086.9565,162500,BALWYN NORTH,,8,,
Balwyn North,t,1330000,27/05/2017,9.7,2,2,1,,,2013,Brimbank City Council,-37.69826,144.80091,570,8, , ,260000,33548.3871,166250,BALWYN NORTH,,8,,
Balwyn North,h,2050000,27/05/2017,9.7,1,1,1,,50,2013,Yarra City Council,-37.81177,145.01414,4019,8, ,8300,415000,138333.3333,256250,BALWYN NORTH,,8,,
Balwyn North,h,1940000,27/05/2017,9.7,2,2,1,,,2013,Yarra City Council,-37.79793,144.99818,4019,8, , ,341500,227666.6667,242500,BALWYN NORTH,,8,,
Balwyn North,h,1590000,27/05/2017,9.7,3,2,2,138,137,2013,Bayside City Council,-37.95656,145.06926,9758,8,5760.869565,5802.919708,265000,44413.40782,198750,BALWYN NORTH,,8,,
Balwyn North,u,725000,27/05/2017,9.7,3,2,2,,139,2013,Manningham City Council,-37.80335,145.1851,4973,8, ,6258.992806,290000,56493.50649,90625,BALWYN NORTH,,8,,
Camberwell,h,1290000,27/05/2017,7.7,3,3,2,797,154,2013,Moreland City Council,-37.73009,144.93068,7485,8,978.6700125,5064.935065,260000,91764.70588,161250,CAMBERWELL,,8,,
Canterbury,h,1930000,27/05/2017,8.4,5,3,2,460,253,2013,Darebin City Council,-37.73108,144.98351,3445,8,2586.956522,4703.557312,238000,177611.9403,241250,CANTERBURY,,8,,
Canterbury,h,2408000,27/05/2017,8.4,3,2,1,224,193,2013,Moonee Valley City Council,-37.7556,144.899,1543,8,5133.928571,5958.549223,383333.3333,153333.3333,301000,CANTERBURY,,8,,
Canterbury,h,4750000,27/05/2017,8.4,4,2,2,,220,2013,Glen Eira City Council,-37.925,145.0723,10969,8, ,5909.090909,325000,94202.89855,593750,CANTERBURY,,8,,
Glen Iris,u,762000,27/05/2017,7.3,4,2,2,581,206,2013,Glen Eira City Council,-37.9261,145.0506,10969,8,2822.719449,7961.165049,410000,118840.5797,95250,GLEN IRIS,,8,,
Glen Iris,t,1501000,27/05/2017,7.3,3,2,3,,132,2013,Hobsons Bay City Council,-37.83611,144.8544,5132,8, ,6477.272727,285000,90957.44681,187625,GLEN IRIS,,8,,
Hawthorn,h,2800000,27/05/2017,5.3,3,3,1,,214,2013,Glen Eira City Council,-37.92832,145.04244,6795,8, ,5420.560748,386666.6667,101754.386,350000,HAWTHORN,,8,,
Hawthorn,h,2402500,27/05/2017,5.3,2,2,2,,110,2013,Glen Eira City Council,-37.92384,145.06103,10969,8, ,7727.272727,425000,61594.2029,300312.5,HAWTHORN,,8,,
Hawthorn,h,1955000,27/05/2017,5.3,3,2,2,,185,2013,Bayside City Council,-37.956,145.06696,9758,8, ,6245.945946,385166.6667,64553.07263,244375,HAWTHORN,,8,,
Hawthorn,h,1702000,27/05/2017,5.3,4,2,2,424,232,2013,Darebin City Council,-37.74587,144.99245,14577,8,3537.735849,6465.517241,375000,178571.4286,212750,HAWTHORN,,8,,
Hawthorn,h,3399000,27/05/2017,5.3,4,3,4,711,226,2013,Moonee Valley City Council,-37.73644,144.87941,2291,8,1476.793249,4646.017699,262500,100961.5385,424875,HAWTHORN,,8,,
Hawthorn East,u,802500,27/05/2017,6.2,3,1,1,,140,2013,Brimbank City Council,-37.74515,144.8165,14042,8, ,3607.142857,168333.3333,36071.42857,100312.5,HAWTHORN EAST,,8,,
Hawthorn East,u,441000,27/05/2017,6.2,4,2,2,,147,2013,Glen Eira City Council,-37.88605,145.06634,7822,8, ,5306.122449,195000,77227.72277,55125,HAWTHORN EAST,,8,,
Hawthorn East,u,500000,27/05/2017,6.2,5,3,2,400,260,2013,Glen Eira City Council,-37.91653,145.05705,10969,8,4172.5,6419.230769,333800,120942.029,62500,HAWTHORN EAST,,8,,
Kew,h,1300000,27/05/2017,5.4,4,2,2,338,,2013,Glen Eira City Council,-37.91366,145.07151,10969,8,3952.662722, ,334000,96811.5942,162500,KEW,,8,,
Kew,t,825000,27/05/2017,5.4,5,3,2,579,327,2013,Glen Eira City Council,-37.90121,145.02462,5051,8,3540.587219,6269.11315,410000,235632.1839,103125,KEW,,8,,
Kew East,h,2258000,27/05/2017,7.3,3,2,2,345,173,2013,Manningham City Council,-37.80047,145.21536,4790,8,2318.84058,4624.277457,266666.6667,49689.44099,282250,KEW EAST,,8,,
Mont Albert,h,1462000,27/05/2017,10.2,4,3,2,212,192,2013,Hobsons Bay City Council,-37.83187,144.87164,984,8,4858.490566,5364.583333,257500,166129.0323,182750,MONT ALBERT,,8,,
Surrey Hills,h,2505000,27/05/2017,10.2,3,2,2,166,134,2013,Brimbank City Council,-37.79498,144.79227,6763,8,3222.891566,3992.537313,178333.3333,50952.38095,313125,SURREY HILLS,,8,,
Surrey Hills,h,1785000,27/05/2017,10.2,3,1,1,152,105,2013,Brimbank City Council,-37.79057,144.82188,6763,8,3355.263158,4857.142857,170000,48571.42857,223125,SURREY HILLS,,8,,
Balwyn North,t,1575000,8/07/2017,9.7,3,4,2,886,520,2013,Boroondara City Council,-37.804,145.0951,7809,8,,,1083333.333,,196875,BALWYN NORTH,,8,,
Camberwell,u,755000,8/07/2017,7.7,5,3,2,705,365,2013,Boroondara City Council,-37.7851,145.0775,7809,8,,,350000,,94375,CAMBERWELL,,8,,
Glen Iris,u,260000,8/07/2017,7.3,5,5,4,1364,518,2013,Boroondara City Council,-37.7961,145.0859,7809,8,,,800000,,32500,GLEN IRIS,,8,,
Glen Iris,u,330000,8/07/2017,7.3,5,4,4,684,427,2013,Boroondara City Council,-37.832,145.0853,3265,8,,,710000,,41250,GLEN IRIS,,8,,
Glen Iris,u,501000,8/07/2017,7.3,5,4,4,802,206,2013,Boroondara City Council,-37.8627,145.0719,10412,8,,,565000,,62625,GLEN IRIS,,8,,
Hawthorn,u,455000,8/07/2017,5.3,2,1,1,0,70,2013,Boroondara City Council,-37.8268,145.0344,11308,8,,,280000,,56875,HAWTHORN,,8,,
Hawthorn East,u,615888,8/07/2017,6.2,0,2,1,335,209,2013,Boroondara City Council,-37.8165,145.0981,5457,8,,,#DIV/0!,,76986,HAWTHORN EAST,,8,,
Kew,h,1410000,8/07/2017,5.4,3,2,2,347,195,2013,Boroondara City Council,-37.8323,145.105,5457,8,,,508333.3333,,176250,KEW,,8,,
Ashburton,t,1520000,12/08/2017,10.2,4,3,2,510,240,2013,Boroondara City Council,-37.87159,145.0795,3052,8,,,413750,,190000,ASHBURTON,,8,,
Ashburton,h,2299500,12/08/2017,10.2,2,2,1,,74,2013,Boroondara City Council,-37.82471,145.02786,11308,8,,,315000,,287437.5,ASHBURTON,,8,,
Balwyn,h,2360000,12/08/2017,7.9,5,4,2,673,448,2013,Boroondara City Council,-37.80198,145.06523,5682,8,,,664000,,295000,BALWYN,,8,,
Balwyn North,h,1460000,12/08/2017,9.7,5,3,2,570,325,2013,Boroondara City Council,-37.79341,145.04075,2671,8,,,475000,,182500,BALWYN NORTH,,8,,
Canterbury,h,2725000,12/08/2017,8.4,5,2,2,697,317,2013,Boroondara City Council,-37.87132,145.07267,3052,8,,,570100,,340625,CANTERBURY,,8,,
Deepdene,t,1680000,12/08/2017,7.9,4,2,2,576,331,2013,Boroondara City Council,-37.7864,145.09216,7809,8,,,563750,,210000,DEEPDENE,,8,,
Glen Iris,h,3400000,12/08/2017,7.3,3,3,2,219,189,2013,Boroondara City Council,-37.84406,145.09005,8920,8,,,476666.6667,,425000,GLEN IRIS,,8,,
Glen Iris,u,320000,12/08/2017,7.3,5,3,2,613,160,2013,Boroondara City Council,-37.81457,145.02455,11308,8,,,926000,,40000,GLEN IRIS,,8,,
Glen Iris,h,2165000,12/08/2017,7.3,4,3,2,288,158,2014,Monash City Council,-37.8801,145.1051,3582,7,3090.277778,5632.911392,222500,65441.17647,309285.7143,GLEN IRIS,,7,,
Glen Iris,u,851000,12/08/2017,7.3,3,3,1,0,141,2014,Maribyrnong City Council,-37.8194,144.8826,6543,7, ,4397.163121,206666.6667,88571.42857,121571.4286,GLEN IRIS,,7,,
Hawthorn,u,420000,12/08/2017,5.3,2,1,1,105,88,2014,Moreland City Council,-37.7233,144.9507,7485,7,3904.761905,4659.090909,205000,41414.14141,60000,HAWTHORN,,7,,
Hawthorn,h,1857000,12/08/2017,5.3,3,1,2,284,,2014,Darebin City Council,-37.705,145.0152,21650,7,1848.591549, ,175000,46875,265285.7143,HAWTHORN,,7,,
Hawthorn,h,1500000,12/08/2017,5.3,3,2,1,0,133,2014,Moreland City Council,-37.774,144.9731,5533,7, ,7593.984962,336666.6667,224444.4444,214285.7143,HAWTHORN,,7,,
Hawthorn,h,1425000,12/08/2017,5.3,4,2,3,361,237,2014,Glen Eira City Council,-37.8694,145.0296,6923,7,5554.01662,8459.915612,501250,247530.8642,203571.4286,HAWTHORN,,7,,
Hawthorn,h,1910000,12/08/2017,5.3,2,1,1,0,39,2014,Moonee Valley City Council,-37.7715,144.916,6232,7, ,8461.538462,165000,47826.08696,272857.1429,HAWTHORN,,7,,
Hawthorn,h,1485000,12/08/2017,5.3,3,2,1,70,3,2014,Hobsons Bay City Council,-37.868,144.8285,5301,7,10428.57143,243333.3333,243333.3333,52898.55072,212142.8571,HAWTHORN,,7,,
Hawthorn East,u,505000,12/08/2017,6.2,2,1,1,0,,2014,Port Phillip City Council,-37.8574,145.0006,4380,7, , ,325000,127450.9804,72142.85714,HAWTHORN EAST,,7,,
Kew,h,1510000,12/08/2017,5.4,3,1,2,120,142,2014,Yarra City Council,-37.8072,144.9941,4019,7,13333.33333,11267.60563,533333.3333,640000,215714.2857,KEW,,7,,
Kew,t,1007000,12/08/2017,5.4,2,1,1,234,92,2014,Darebin City Council,-37.7182,145.0161,21650,7,2286.324786,5815.217391,267500,47767.85714,143857.1429,KEW,,7,,
Kew,u,860000,12/08/2017,5.4,3,1,2,187,99,2014,Moreland City Council,-37.7098,144.9163,8870,7,2513.368984,4747.474747,156666.6667,36153.84615,122857.1429,KEW,,7,,
Surrey Hills,h,2400000,12/08/2017,10.2,2,1,1,0,68,2014,Darebin City Council,-37.7845,145.0105,2970,7, ,8058.823529,274000,94482.75862,342857.1429,SURREY HILLS,,7,,
Balwyn,h,2330000,15/07/2017,7.9,3,3,2,291,222,2014,Glen Eira City Council,-37.9347,145.0546,10969,7,4158.075601,5450.45045,403333.3333,87050.35971,332857.1429,BALWYN,,7,,
Balwyn North,t,1721000,15/07/2017,9.7,3,2,1,69,141,2014,Hobsons Bay City Council,-37.868,144.8286,5301,7,10579.71014,5177.304965,243333.3333,52898.55072,245857.1429,BALWYN NORTH,,7,,
Glen Iris,u,540000,15/07/2017,7.3,2,2,1,0,,2014,Glen Eira City Council,-37.8873,145.0572,7822,7, , ,286000,50175.4386,77142.85714,GLEN IRIS,,7,,
Hawthorn,u,670000,15/07/2017,5.3,2,1,2,118,91,2014,Maribyrnong City Council,-37.787,144.8748,3873,7,4322.033898,5604.395604,255000,55434.78261,95714.28571,HAWTHORN,,7,,
Hawthorn,u,600000,15/07/2017,5.3,2,1,1,0,55,2014,Darebin City Council,-37.7112,144.9989,21650,7, ,5454.545455,150000,26785.71429,85714.28571,HAWTHORN,,7,,
Hawthorn,u,1150000,15/07/2017,5.3,3,2,1,188,137,2014,Monash City Council,-37.8781,145.0955,3582,7,4686.170213,6430.656934,293666.6667,64779.41176,164285.7143,HAWTHORN,,7,,
Hawthorn,h,1100000,15/07/2017,5.3,3,1,2,104,138,2014,Darebin City Council,-37.7307,144.9826,3445,7,6009.615385,4528.985507,208333.3333,67934.78261,157142.8571,HAWTHORN,,7,,
Kew,h,1080000,15/07/2017,5.4,3,2,1,136,130,2014,Moreland City Council,-37.7112,144.9142,8870,7,4007.352941,4192.307692,181666.6667,41923.07692,154285.7143,KEW,,7,,
Balwyn,u,800000,22/07/2017,7.9,4,3,2,398,220,2014,Bayside City Council,-37.9381,145.0161,5454,7,3140.703518,5681.818182,312500,91240.87591,114285.7143,BALWYN,,7,,
Balwyn North,h,2400000,22/07/2017,9.7,5,4,2,643,380,2014,Monash City Council,-37.8454,145.0974,5678,7,3343.7014,5657.894737,430000,183760.6838,342857.1429,BALWYN NORTH,,7,,
Balwyn North,h,1850000,22/07/2017,9.7,3,2,1,252,150,2014,Moreland City Council,-37.7006,144.9299,8870,7,2412.698413,4053.333333,202666.6667,46769.23077,264285.7143,BALWYN NORTH,,7,,
Glen Iris,u,580000,22/07/2017,7.3,2,2,1,0,71,2014,Moreland City Council,-37.7753,144.9725,5533,7, ,8309.859155,295000,131111.1111,82857.14286,GLEN IRIS,,7,,
Glen Iris,u,519500,22/07/2017,7.3,4,3,2,693,192,2014,Moreland City Council,-37.7111,144.9275,8870,7,1756.854257,6341.145833,304375,93653.84615,74214.28571,GLEN IRIS,,7,,
Kew,u,591000,22/07/2017,5.4,2,2,1,0,,2014,Melbourne City Council,-37.8161,144.9712,17496,7, , ,337500,241071.4286,84428.57143,KEW,,7,,
Balwyn,h,3812000,29/07/2017,7.9,2,2,2,0,73,2014,Melbourne City Council,-37.8229,144.9612,8400,7, ,10958.90411,400000,666666.6667,544571.4286,BALWYN,,7,,
Balwyn North,u,950000,29/07/2017,9.7,3,2,1,255,164,2014,Darebin City Council,-37.7546,144.9713,11204,7,2901.960784,4512.195122,246666.6667,94871.79487,135714.2857,BALWYN NORTH,,7,,
Balwyn North,h,1755000,29/07/2017,9.7,3,2,3,477,258,2014,Moonee Valley City Council,-37.7661,144.9076,6232,7,3249.475891,6007.751938,516666.6667,224637.6812,250714.2857,BALWYN NORTH,,7,,
Camberwell,t,1280000,29/07/2017,7.7,2,2,1,65,80,2014,Maribyrnong City Council,-37.7881,144.8838,7570,7,6307.692308,5125,205000,64062.5,182857.1429,CAMBERWELL,,7,,
Camberwell,h,2400000,29/07/2017,7.7,1,1,0,1414,47,2014,Melbourne City Council,-37.8161,144.9712,17496,7,265.2050919,7978.723404,375000,133928.5714,342857.1429,CAMBERWELL,,7,,
Camberwell,u,682000,29/07/2017,7.7,4,2,2,0,185,2014,Stonnington City Council,-37.8512,145.0282,7217,7, ,11918.91892,551250,479347.8261,97428.57143,CAMBERWELL,,7,,
Camberwell,h,2500000,29/07/2017,7.7,2,1,1,0,55,2014,Melbourne City Council,-37.8091,144.9609,17496,7, ,8181.818182,225000,160714.2857,357142.8571,CAMBERWELL,,7,,
Camberwell,u,600800,29/07/2017,7.7,2,2,0,2295,,2014,Melbourne City Council,-37.8256,144.9622,8400,7,187.3638344, ,215000,358333.3333,85828.57143,CAMBERWELL,,7,,
Glen Iris,t,955000,29/07/2017,7.3,5,3,2,425,37,2014,Darebin City Council,-37.7302,144.9816,3445,7,2757.647059,31675.67568,234400,127391.3043,136428.5714,GLEN IRIS,,7,,
Hawthorn,u,840000,29/07/2017,5.3,2,1,1,0,65,2014,Moonee Valley City Council,-37.7677,144.92,6232,7, ,7230.769231,235000,68115.94203,120000,HAWTHORN,,7,,
Hawthorn East,u,400000,29/07/2017,6.2,1,1,1,0,43,2014,Darebin City Council,-37.7831,145.0124,11364,7, ,9302.325581,400000,72727.27273,57142.85714,HAWTHORN EAST,,7,,
Kew,t,1405000,29/07/2017,5.4,3,2,2,214,241,2014,Melbourne City Council,-37.8341,144.9458,8648,7,17313.08411,15373.44398,1235000,975000,200714.2857,KEW,,7,,
Kew,h,3015000,29/07/2017,5.4,2,2,2,0,86,2014,Melbourne City Council,-37.8411,144.9944,14887,7, ,9883.72093,425000,257575.7576,430714.2857,KEW,,7,,
Mont Albert,t,943000,29/07/2017,10.2,1,1,1,94,50,2014,Darebin City Council,-37.7186,145.011,21650,7,4202.12766,7900,395000,35267.85714,134714.2857,MONT ALBERT,,7,,
Balwyn,h,870000,3/09/2017,7.9,2,1,2,191,87,2014,Brimbank City Council,-37.8226,144.8392,962,7,2654.450262,5827.586207,253500,46513.76147,124285.7143,BALWYN,,7,,
Balwyn North,h,1951000,3/09/2017,9.7,2,1,1,91,84,2014,Darebin City Council,-37.713,145.0108,21650,7,5384.615385,5833.333333,245000,43750,278714.2857,BALWYN NORTH,,7,,
Balwyn North,h,1950000,3/09/2017,9.7,2,1,1,1092,63,2014,Glen Eira City Council,-37.8647,145.0232,6923,7,412.0879121,7142.857143,225000,55555.55556,278571.4286,BALWYN NORTH,,7,,
Camberwell,t,1850000,3/09/2017,7.7,2,1,1,97,95,2014,Darebin City Council,-37.7516,144.9623,11204,7,6546.391753,6684.210526,317500,81410.25641,264285.7143,CAMBERWELL,,7,,
Camberwell,t,1600000,3/09/2017,7.7,4,3,2,0,131,2014,Moreland City Council,-37.7102,144.9112,8870,7, ,4633.587786,151750,46692.30769,228571.4286,CAMBERWELL,,7,,
Camberwell,u,692500,3/09/2017,7.7,2,1,1,0,112.9,2014,Darebin City Council,-37.7422,144.9604,11204,7, ,6917.626218,390500,100128.2051,98928.57143,CAMBERWELL,,7,,
Glen Iris,h,1300000,3/09/2017,7.3,3,2,2,371,183,2014,Moonee Valley City Council,-37.7229,144.9055,3284,7,2752.021563,5579.234973,340333.3333,105257.732,185714.2857,GLEN IRIS,,7,,
Glen Iris,u,782500,3/09/2017,7.3,3,2,2,243,133,2014,Moreland City Council,-37.7116,144.9357,8870,7,2798.353909,5112.781955,226666.6667,52307.69231,111785.7143,GLEN IRIS,,7,,
Glen Iris,h,2152500,3/09/2017,7.3,2,1,1,171,80,2014,Whitehorse City Council,-37.8158,145.1384,4605,7,4561.403509,9750,390000,59541.98473,307500,GLEN IRIS,,7,,
Hawthorn,t,1250000,3/09/2017,5.3,1,1,1,0,,2014,Moonee Valley City Council,-37.7478,144.912,9264,7, , ,330000,41250,178571.4286,HAWTHORN,,7,,
Kew,h,1690000,3/09/2017,5.4,4,3,2,704,318,2014,Bayside City Council,-37.99035,145.03839,5366,7,3125,6918.238994,550000,127167.6301,241428.5714,KEW,,7,,
Kew East,h,1600000,3/09/2017,7.3,3,2,1,93,164,2014,Yarra City Council,-37.82921,145.00826,438,7,19758.06452,11204.26829,612500,765625,228571.4286,KEW EAST,,7,,
Kew East,t,1020000,3/09/2017,7.3,3,2,2,239,113,2014,Manningham City Council,-37.81359,145.17574,4973,7,3251.046025,6876.106195,259000,50454.54545,145714.2857,KEW EAST,,7,,
Mont Albert,u,620000,3/09/2017,10.2,4,2,2,426,255,2014,Glen Eira City Council,-37.91657,145.05534,10969,7,3802.816901,6352.941176,405000,117391.3043,88571.42857,MONT ALBERT,,7,,
Surrey Hills,h,800000,3/09/2017,10.2,2,2,1,0,73,2014,Melbourne City Council,-37.84712,144.99967,14887,7, ,10958.90411,400000,296296.2963,114285.7143,SURREY HILLS,,7,,
Balwyn,u,1005000,9/09/2017,7.9,2,1,1,59,,2014,Maribyrnong City Council,-37.77824,144.87427,3873,7,8567.79661, ,252750,78984.375,143571.4286,BALWYN,,7,,
Balwyn,h,2250000,9/09/2017,7.9,2,1,1,132,73,2014,Moreland City Council,-37.72048,144.91323,2651,7,4242.424242,7671.232877,280000,50000,321428.5714,BALWYN,,7,,
Balwyn,u,1455000,9/09/2017,7.9,5,3,4,525,266.76,2014,Darebin City Council,-37.75017,145.01204,14577,7,2571.428571,5060.728745,270000,160714.2857,207857.1429,BALWYN,,7,,
Balwyn,h,2750000,9/09/2017,7.9,2,2,2,62,62,2014,Brimbank City Council,-37.73893,144.87661,5629,7,8387.096774,8387.096774,260000,44444.44444,392857.1429,BALWYN,,7,,
Balwyn North,h,2000000,9/09/2017,9.7,2,2,1,138,104.63,2014,Darebin City Council,-37.72487,145.00705,21650,7,4844.202899,6389.180923,334250,55708.33333,285714.2857,BALWYN NORTH,,7,,
Canterbury,h,2650000,9/09/2017,8.4,3,3,1,668,190,2014,Moonee Valley City Council,-37.75962,144.86675,4502,7,1657.934132,5828.947368,369166.6667,116578.9474,378571.4286,CANTERBURY,,7,,
Canterbury,h,1500000,9/09/2017,8.4,2,2,1,134,100,2014,Darebin City Council,-37.74914,144.96826,11204,7,6537.313433,8760,438000,130746.2687,214285.7143,CANTERBURY,,7,,
Glen Iris,h,2200000,9/09/2017,7.3,3,2,2,159,130,2014,Hobsons Bay City Council,-37.86472,144.82929,5301,7,5125.786164,6269.230769,271666.6667,74090.90909,314285.7143,GLEN IRIS,,7,,
Glen Iris,h,3200000,9/09/2017,7.3,3,2,1,232,103,2014,Whitehorse City Council,-37.83574,145.14866,4387,7,3767.241379,8485.436893,291333.3333,65223.8806,457142.8571,GLEN IRIS,,7,,
Hawthorn,u,630000,9/09/2017,5.3,3,2,2,220,139,2014,Bayside City Council,-37.93487,145.00093,5454,7,6386.363636,10107.91367,468333.3333,101811.5942,90000,HAWTHORN,,7,,
Kew,u,920000,9/09/2017,5.4,2,2,0,0,63,2014,Melbourne City Council,-37.83863,144.99379,14887,7, ,7301.587302,230000,170370.3704,131428.5714,KEW,,7,,
Kew,h,1405000,9/09/2017,5.4,3,2,2,175,110,2014,Brimbank City Council,-37.77856,144.82443,2185,7,3314.285714,5272.727273,193333.3333,55238.09524,200714.2857,KEW,,7,,
Surrey Hills,h,3625000,9/09/2017,10.2,3,3,2,307,177,2014,Glen Eira City Council,-37.91648,145.04927,6795,7,4674.267101,8107.344633,478333.3333,125877.193,517857.1429,SURREY HILLS,,7,,
Ashburton,h,1555000,16/09/2017,10.2,4,3,2,294,151,2014,Maribyrnong City Council,-37.78133,144.86768,3873,7,2792.517007,5437.086093,205250,128281.25,222142.8571,ASHBURTON,,7,,
Balwyn,t,1325000,16/09/2017,7.9,4,2,2,673,,2014,Glen Eira City Council,-37.92837,145.03821,6795,7,2526.002972, ,425000,149122.807,189285.7143,BALWYN,,7,,
Balwyn,h,2730000,16/09/2017,7.9,4,3,2,306,200,2014,Glen Eira City Council,-37.92893,145.04581,6795,7,4183.006536,6400,320000,112280.7018,390000,BALWYN,,7,,
Balwyn North,u,905000,16/09/2017,9.7,3,2,1,0,149,2014,Moreland City Council,-37.72882,144.93301,7485,7, ,6040.268456,300000,105882.3529,129285.7143,BALWYN NORTH,,7,,
Camberwell,u,580000,16/09/2017,7.7,4,3,2,,213,2014,Glen Eira City Council,-37.93194,145.06062,10969,7, ,5751.173709,306250,88768.11594,82857.14286,CAMBERWELL,,7,,
Camberwell,h,2835000,16/09/2017,7.7,1,1,0,,43,2014,Moreland City Council,-37.76389,144.97286,5533,7, ,8372.093023,360000,90000,405000,CAMBERWELL,,7,,
Camberwell,t,1220000,16/09/2017,7.7,2,1,1,,92,2014,Moreland City Council,-37.77266,144.94656,7082,7, ,7065.217391,325000,125000,174285.7143,CAMBERWELL,,7,,
Camberwell,h,2650000,16/09/2017,7.7,2,2,2,,90,2014,Darebin City Council,-37.7627,144.99039,11364,7, ,8377.777778,377000,142264.1509,378571.4286,CAMBERWELL,,7,,
Camberwell,h,2770000,16/09/2017,7.7,3,2,2,,138,2014,Manningham City Council,-37.81738,145.1676,4973,7, ,6231.884058,286666.6667,55844.15584,395714.2857,CAMBERWELL,,7,,
Camberwell,h,2450000,16/09/2017,7.7,2,1,1,,78,2014,Monash City Council,-37.90597,145.14505,902,7, ,7314.102564,285250,34161.67665,350000,CAMBERWELL,,7,,
Glen Iris,h,1802000,16/09/2017,7.3,1,1,1,,60,2014,Darebin City Council,-37.70537,145.01355,21650,7, ,6200,372000,31000,257428.5714,GLEN IRIS,,7,,
Glen Iris,u,450000,16/09/2017,7.3,4,3,1,934,199,2014,Maribyrnong City Council,-37.80898,144.88701,2417,7,1608.137045,7547.738693,375500,294509.8039,64285.71429,GLEN IRIS,,7,,
Hawthorn,h,2325000,16/09/2017,5.3,4,3,2,,213,2014,Glen Eira City Council,-37.93194,145.06062,10969,7, ,6244.131455,332500,96376.81159,332142.8571,HAWTHORN,,7,,
Hawthorn,h,2200000,16/09/2017,5.3,3,2,2,,128,2014,Glen Eira City Council,-37.88626,145.0499,7822,7, ,10414.0625,444333.3333,131980.198,314285.7143,HAWTHORN,,7,,
Hawthorn,h,1450000,16/09/2017,5.3,3,2,2,121,,2014,Maribyrnong City Council,-37.79949,144.88487,7570,7,6694.214876, ,270000,158823.5294,207142.8571,HAWTHORN,,7,,
Hawthorn East,u,497000,16/09/2017,6.2,4,2,2,,240,2014,Bayside City Council,-37.94165,145.0157,5454,7, ,10412.5,624750,181086.9565,71000,HAWTHORN EAST,,7,,
Kew,u,625000,16/09/2017,5.4,3,2,2,,134,2014,Brimbank City Council,-37.74874,144.76729,1899,7, ,4029.850746,180000,38571.42857,89285.71429,KEW,,7,,
Kew,h,2070000,16/09/2017,5.4,2,1,1,,65,2014,Moreland City Council,-37.7583,144.94068,7082,7, ,6076.923077,197500,75961.53846,295714.2857,KEW,,7,,
Kew,h,1950000,16/09/2017,5.4,4,3,2,,180,2014,Monash City Council,-37.90859,145.08168,3145,7, ,5094.444444,229250,74552.84553,278571.4286,KEW,,7,,
Kew,h,2050000,16/09/2017,5.4,5,4,4,730,373,2014,Moonee Valley City Council,-37.7595,144.89427,1543,7,2506.849315,4906.16622,366000,244000,292857.1429,KEW,,7,,
