Suburb,Address,Rooms,Type,   Price   ,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,,
Ripponlea,26 Bell St,2,t," $755,000.00 ",S,Chisholm,27/06/2016,7.4,3185,2,2,1,66,111,2005,Port Phillip City Council,-37.8813,144.9964,Southern Metropolitan,821,,
South Kingsville,1/72 Paxton St,2,u," $506,000.00 ",S,Sweeney,27/06/2016,9.1,3015,2,1,1,126,83,1975,Hobsons Bay City Council,-37.8315,144.8693,Western Metropolitan,984,,
Keilor Park,2/125 Fosters Rd,3,u," $455,000.00 ",S,Nelson,27/06/2016,14.5,3042,3,1,1,166,136,1999,Brimbank City Council,-37.7169,144.8582,Western Metropolitan,1119,,
Abbotsford,6/219 Nicholson St,2,u," $500,000.00 ",S,Collins,18/06/2016,2.5,3067,2,1,1,0,60,1970,Yarra City Council,-37.8015,144.9972,Northern Metropolitan,4019,,
Abbotsford,52a William St,2,h," $1,100,000.00 ",PI,Biggin,18/06/2016,2.5,3067,2,2,1,124,135,2013,Yarra City Council,-37.8079,144.9977,Northern Metropolitan,4019,,
Airport West,3/7 South Rd,3,t," $540,000.00 ",SP,Nelson,18/06/2016,13.5,3042,2,2,1,161,101,2010,Moonee Valley City Council,-37.7231,144.8802,Western Metropolitan,3464,,
Albert Park,55 Withers St,4,h," $2,800,000.00 ",VB,Cayzer,18/06/2016,3.3,3206,4,3,1,327,254,1910,Port Phillip City Council,-37.8467,144.9475,Southern Metropolitan,3280,,
Armadale,14 New St,3,h," $1,300,000.00 ",VB,Jellis,18/06/2016,6.3,3143,2,1,2,212,106,1900,Stonnington City Council,-37.8542,145.0149,Southern Metropolitan,4836,,
Ascot Vale,12/9 Milton St,2,u," $442,000.00 ",S,Alexkarbon,18/06/2016,5.9,3032,2,1,1,0,62,1975,Moonee Valley City Council,-37.7733,144.9219,Western Metropolitan,6567,,
Balaclava,6 Blenheim St,3,h," $1,193,000.00 ",S,McGrath,18/06/2016,6.6,3183,3,1,1,178,100,1920,Port Phillip City Council,-37.8663,144.9948,Southern Metropolitan,2952,,
Balaclava,3/20 Orange Gr,2,u," $416,000.00 ",S,Chisholm,18/06/2016,6.6,3183,2,1,1,0,49,1960,Port Phillip City Council,-37.8678,144.9966,Southern Metropolitan,2952,,
Bentleigh,5 Luckins Rd,3,h," $1,165,000.00 ",PI,Buxton,18/06/2016,13,3204,3,1,2,694,125,1950,Glen Eira City Council,-37.9315,145.0445,Southern Metropolitan,6795,,
Bentleigh,13 Wood St,4,h," $1,910,000.00 ",S,hockingstuart,18/06/2016,13,3204,4,2,4,736,284,1950,Glen Eira City Council,-37.9224,145.0462,Southern Metropolitan,6795,,
Bentleigh East,1/38 Kennedy St,4,t," $1,045,000.00 ",S,Buxton,18/06/2016,13.9,3165,4,2,1,316,190,2010,Glen Eira City Council,-37.9198,145.0789,Southern Metropolitan,10969,,
Bentleigh East,2/119 Marlborough St,2,u," $655,000.00 ",S,hockingstuart,18/06/2016,13.9,3165,2,1,1,154,80,2000,Glen Eira City Council,-37.9079,145.0685,Southern Metropolitan,10969,,
Bentleigh East,3 Molden St,5,h," $1,550,000.00 ",S,Hodges,18/06/2016,13.9,3165,5,3,2,623,257,1950,Glen Eira City Council,-37.9066,145.0541,Southern Metropolitan,10969,,
Bentleigh East,2/53 Moylan St,3,h," $835,000.00 ",S,Woodards,18/06/2016,13.9,3165,3,1,1,250,105,1980,Glen Eira City Council,-37.9087,145.0537,Southern Metropolitan,10969,,
Bentleigh East,31b Purtell St,4,t," $1,465,000.00 ",S,Buxton,18/06/2016,13.9,3165,3,2,2,319,256,2015,Glen Eira City Council,-37.9256,145.0533,Southern Metropolitan,10969,,
Bentleigh East,24 Veronica St,3,h," $910,000.00 ",S,Buxton,18/06/2016,13.9,3165,3,1,1,587,96,1950,Glen Eira City Council,-37.9241,145.0763,Southern Metropolitan,10969,,
Bentleigh East,2/14 Wamba Rd,3,u," $920,000.00 ",SP,Buxton,18/06/2016,13.9,3165,3,2,1,388,123,2007,Glen Eira City Council,-37.9329,145.053,Southern Metropolitan,10969,,
Box Hill,6 Archibald St,3,h," $4,000,000.00 ",VB,Lindellas,18/06/2016,13.1,3128,3,1,2,763,120,1945,Whitehorse City Council,-37.8166,145.1215,Eastern Metropolitan,4605,,
Box Hill,19 Kent Rd,3,h," $928,000.00 ",S,Lindellas,18/06/2016,13.1,3128,3,1,1,307,106,1890,Whitehorse City Council,-37.8247,145.1206,Eastern Metropolitan,4605,,
Brighton,82 New St,5,h," $3,700,000.00 ",VB,Kay,18/06/2016,11.2,3186,4,3,4,1572,305,1890,Bayside City Council,-37.9233,144.9944,Southern Metropolitan,10579,,
Brighton East,27 Arnold Rd,4,h," $2,200,000.00 ",PI,Buxton,18/06/2016,10.7,3187,4,2,2,654,286,2000,Bayside City Council,-37.9292,145.0236,Southern Metropolitan,6938,,
Brunswick,3 Ballarat St,1,t," $625,000.00 ",PI,Jellis,18/06/2016,5.2,3056,1,1,1,82,114,1930,Moreland City Council,-37.7661,144.9614,Northern Metropolitan,11918,,
Brunswick,5 Black St,3,h," $1,700,000.00 ",S,Collins,18/06/2016,5.2,3056,3,2,1,0,195,1945,Moreland City Council,-37.7763,144.9597,Northern Metropolitan,11918,,
Brunswick,11/68 De Carle St,2,u," $435,000.00 ",SP,Jellis,18/06/2016,5.2,3056,2,1,1,0,57,1973,Moreland City Council,-37.7597,144.9655,Northern Metropolitan,11918,,
Brunswick West,2/8 Walker St,1,u," $320,000.00 ",S,Jellis,18/06/2016,5.9,3055,1,1,1,0,43,1970,Moreland City Council,-37.7661,144.9422,Northern Metropolitan,7082,,
Burwood,8 Pescott Cl,4,t," $1,270,000.00 ",S,Jellis,18/06/2016,11.7,3125,4,2,2,399,212,2005,Monash City Council,-37.8597,145.1084,Southern Metropolitan,5678,,
Carnegie,1/12 Kokaribb Rd,2,u," $656,000.00 ",S,Property,18/06/2016,11.4,3163,2,1,1,103,82,1970,Glen Eira City Council,-37.8873,145.0559,Southern Metropolitan,7822,,
Carnegie,2 Kokaribb Rd,2,h," $930,000.00 ",S,hockingstuart,18/06/2016,11.4,3163,2,1,1,264,110,1930,Glen Eira City Council,-37.8864,145.0561,Southern Metropolitan,7822,,
Carnegie,2/11 Maroona Rd,2,u," $415,000.00 ",S,hockingstuart,18/06/2016,11.4,3163,2,1,1,0,64,1970,Glen Eira City Council,-37.8889,145.048,Southern Metropolitan,7822,,
Carnegie,5/60 Woornack Rd,2,u," $650,000.00 ",S,hockingstuart,18/06/2016,11.4,3163,2,1,1,174,80,1975,Glen Eira City Council,-37.8978,145.062,Southern Metropolitan,7822,,
Clifton Hill,7/37 Groom St,2,u," $885,500.00 ",S,Collins,18/06/2016,3.4,3068,2,2,2,0,136,2005,Yarra City Council,-37.7937,144.9983,Northern Metropolitan,2954,,
Coburg,203 Munro St,4,h," $1,400,000.00 ",S,RE,18/06/2016,7.8,3058,4,1,1,856,189,1970,Darebin City Council,-37.7432,144.9481,Northern Metropolitan,11204,,
Coburg North,127 Elizabeth St,3,h," $637,000.00 ",S,Brad,18/06/2016,9.2,3058,3,1,4,498,97,1950,Darebin City Council,-37.7323,144.9833,Northern Metropolitan,3445,,
Coburg North,143 Elizabeth St,4,h," $950,000.00 ",S,hockingstuart,18/06/2016,9.2,3058,4,2,2,298,231,2013,Darebin City Council,-37.7308,144.9836,Northern Metropolitan,3445,,
Doncaster,46 Winston Dr,4,h," $1,462,500.00 ",S,Philip,18/06/2016,13.9,3108,4,3,2,654,160,1969,Manningham City Council,-37.7795,145.1294,Eastern Metropolitan,9028,,
Elsternwick,9 Ripon Gr,4,h," $1,650,000.00 ",PI,Biggin,18/06/2016,8.5,3185,1,3,2,386,185,1913,Glen Eira City Council,-37.883,144.999,Southern Metropolitan,4898,,
Elwood,6 Daley St,4,h," $2,400,000.00 ",PI,Marshall,18/06/2016,7.7,3184,4,2,2,560,185,1920,Port Phillip City Council,-37.8822,144.9913,Southern Metropolitan,8989,,
Elwood,7/435 St Kilda St,2,u," $655,000.00 ",PI,Biggin,18/06/2016,7.7,3184,2,1,1,0,70,1965,Port Phillip City Council,-37.8902,144.9907,Southern Metropolitan,8989,,
Essendon,1/247 Keilor Rd,3,t," $750,000.00 ",VB,Brad,18/06/2016,8,3040,3,1,1,253,145,1997,Moonee Valley City Council,-37.7397,144.898,Western Metropolitan,9264,,
Essendon,3/7 Violet St,2,u," $390,000.00 ",VB,Nelson,18/06/2016,8,3040,2,1,1,0,66,1970,Moonee Valley City Council,-37.7554,144.9127,Western Metropolitan,9264,,
Essendon North,1/48 Keilor Rd,2,u," $340,000.00 ",SP,Nelson,18/06/2016,9.4,3041,2,1,1,0,65,1960,Moonee Valley City Council,-37.7433,144.9074,Western Metropolitan,1308,,
Fitzroy,31 Bell St,4,h," $1,950,000.00 ",S,Nelson,18/06/2016,1.6,3065,4,1,0,177,152,1890,Yarra City Council,-37.7999,144.9759,Northern Metropolitan,5825,,
Flemington,5/60 Farnham St,1,u," $345,000.00 ",SP,Nelson,18/06/2016,4.4,3031,1,1,1,0,46,1970,Melbourne City Council,-37.7826,144.9311,Northern Metropolitan,3593,,
Flemington,29 Finsbury St,3,h," $1,100,000.00 ",VB,Nelson,18/06/2016,4.4,3031,3,2,0,179,150,1900,Melbourne City Council,-37.7857,144.9305,Northern Metropolitan,3593,,
Footscray,405/250 Barkly St,2,u," $370,000.00 ",SP,Sweeney,18/06/2016,6.4,3011,2,1,1,0,75,2007,Maribyrnong City Council,-37.7992,144.8961,Western Metropolitan,7570,,
Footscray,167 Gordon St,2,h," $711,000.00 ",SP,Jas,18/06/2016,6.4,3011,2,1,2,253,90,1910,Maribyrnong City Council,-37.7968,144.8887,Western Metropolitan,7570,,
Glenroy,139 John St,3,h," $765,500.00 ",S,Barry,18/06/2016,13,3046,3,2,2,780,180,1970,Moreland City Council,-37.6955,144.9389,Northern Metropolitan,8870,,
Glenroy,2/709 Pascoe Vale Rd,3,u," $470,000.00 ",SP,Barry,18/06/2016,13,3046,3,1,2,187,99,2014,Moreland City Council,-37.7098,144.9163,Northern Metropolitan,8870,,
Hadfield,24 Talbot St,3,h," $631,500.00 ",S,Stockdale,18/06/2016,12.1,3046,4,1,3,593,95,1965,Moreland City Council,-37.7133,144.947,Northern Metropolitan,2606,,
Hampton,70 Highett Rd,5,h," $1,705,000.00 ",PI,Buxton,18/06/2016,13.7,3188,5,2,2,648,364,1950,Bayside City Council,-37.946,145.0181,Southern Metropolitan,5454,,
Hampton East,1/23 Wickham Rd,3,h," $926,000.00 ",S,Buxton,18/06/2016,14.5,3188,2,2,2,393,140,1950,Bayside City Council,-37.9431,145.0267,Southern Metropolitan,2356,,
Keilor East,83 Wyong St,3,h," $785,000.00 ",S,Barry,18/06/2016,12.8,3033,3,1,2,606,141,1965,Brimbank City Council,-37.7311,144.8663,Western Metropolitan,5629,,
Kensington,38 Rourke La,2,h," $732,000.00 ",SP,Nelson,18/06/2016,4.2,3031,3,2,1,94,130,2002,Melbourne City Council,-37.7934,144.9166,Northern Metropolitan,5263,,
Malvern,34 Johnstone St,5,h," $3,400,000.00 ",SP,Jellis,18/06/2016,7.4,3144,4,3,4,807,339,1920,Stonnington City Council,-37.8684,145.035,Southern Metropolitan,4675,,
Malvern,10 Woodmason St,3,h," $2,355,000.00 ",S,Marshall,18/06/2016,7.4,3144,3,2,4,471,235,1985,Stonnington City Council,-37.851,145.0316,Southern Metropolitan,4675,,
Malvern East,3/2 Kardella St,3,u," $707,500.00 ",S,hockingstuart,18/06/2016,11.2,3145,2,1,1,170,83,1975,Stonnington City Council,-37.8689,145.0504,Southern Metropolitan,8801,,
Malvern East,5/417 Wattletree Rd,2,u," $835,000.00 ",S,Jellis,18/06/2016,11.2,3145,2,1,1,0,118,1930,Stonnington City Council,-37.865,145.0506,Southern Metropolitan,8801,,
Maribyrnong,705/60 Edgewater Bvd,2,u," $566,000.00 ",S,Raine,18/06/2016,8.7,3032,2,2,1,3014,80,2012,Maribyrnong City Council,-37.7853,144.8944,Western Metropolitan,4918,,
Maribyrnong,19/9 Fabian Ct,2,t," $408,000.00 ",S,Nelson,18/06/2016,8.7,3032,2,1,1,85,84,1980,Maribyrnong City Council,-37.7732,144.8927,Western Metropolitan,4918,,
Moonee Ponds,54b Salisbury St,3,t," $842,500.00 ",S,Jellis,18/06/2016,6.9,3039,3,2,1,216,156,1995,Moonee Valley City Council,-37.7607,144.9314,Western Metropolitan,6232,,
Moonee Ponds,31 Wordsworth St,4,h," $1,345,000.00 ",SP,Brad,18/06/2016,6.9,3039,4,2,2,313,193,1910,Moonee Valley City Council,-37.7709,144.9288,Western Metropolitan,6232,,
Newport,16 Blenheim Rd,3,h," $1,176,000.00 ",S,hockingstuart,18/06/2016,8.4,3015,3,1,2,767,111,1960,Hobsons Bay City Council,-37.8466,144.8636,Western Metropolitan,5498,,
Newport,106 Johnston St,4,h," $1,265,000.00 ",S,RT,18/06/2016,8.4,3015,5,2,2,774,185,1950,Hobsons Bay City Council,-37.8366,144.8758,Western Metropolitan,5498,,
Newport,94 Mason St,2,h," $801,000.00 ",SP,Williams,18/06/2016,8.4,3015,1,1,1,343,106,1920,Hobsons Bay City Council,-37.8414,144.8752,Western Metropolitan,5498,,
Northcote,79 Christmas St,2,h," $1,170,000.00 ",S,Barry,18/06/2016,5.5,3070,2,1,3,453,93,1920,Darebin City Council,-37.7666,145.0132,Northern Metropolitan,11364,,
Oak Park,40 Devereaux St,4,h," $840,000.00 ",SP,Nelson,18/06/2016,11.5,3046,4,1,2,704,196,1960,Moreland City Council,-37.7143,144.9096,Northern Metropolitan,2651,,
Pascoe Vale,8/16 Pascoe St,3,t," $430,000.00 ",VB,Trimson,18/06/2016,9.9,3044,3,2,1,146,106,2006,Moreland City Council,-37.7152,144.9346,Northern Metropolitan,7485,,
Port Melbourne,230 Nott St,3,h," $1,384,000.00 ",S,Marshall,18/06/2016,3.8,3207,3,1,0,184,100,1905,Melbourne City Council,-37.8348,144.9443,Southern Metropolitan,8648,,
Port Melbourne,309/166 Rouse St,2,u," $655,000.00 ",S,Cayzer,18/06/2016,3.8,3207,2,1,1,0,86,2006,Melbourne City Council,-37.8416,144.939,Southern Metropolitan,8648,,
Preston,4/1 Furzer St,3,t," $714,000.00 ",S,Nelson,18/06/2016,8.8,3072,3,2,2,185,115,2005,Darebin City Council,-37.7287,144.9869,Northern Metropolitan,14577,,
Preston,1c Mary St,2,h," $770,000.00 ",S,Jellis,18/06/2016,8.8,3072,2,2,1,76,129,2013,Darebin City Council,-37.7443,145.0015,Northern Metropolitan,14577,,
Preston,246 Murray Rd,3,h," $810,000.00 ",SP,Barry,18/06/2016,8.8,3072,2,1,1,421,97,1930,Darebin City Council,-37.738,145.0064,Northern Metropolitan,14577,,
Preston,26 Paywit St,3,h," $1,127,000.00 ",S,hockingstuart,18/06/2016,8.8,3072,3,2,2,590,140,1940,Darebin City Council,-37.7336,144.9958,Northern Metropolitan,14577,,
Reservoir,12 Borrie St,3,h," $703,000.00 ",S,Nelson,18/06/2016,11.2,3073,3,2,1,597,120,1960,Darebin City Council,-37.7066,145.0203,Northern Metropolitan,21650,,
Reservoir,1/5 Daventry St,2,u," $424,000.00 ",S,Barry,18/06/2016,11.2,3073,2,1,1,141,81,1980,Darebin City Council,-37.7149,145.0009,Northern Metropolitan,21650,,
Reservoir,25 Florence Cl,3,h," $613,000.00 ",S,Nelson,18/06/2016,11.2,3073,3,1,2,745,149,1985,Darebin City Council,-37.7007,144.9815,Northern Metropolitan,21650,,
Reservoir,3 Sheargold Ct,3,h," $475,000.00 ",S,Nelson,18/06/2016,11.2,3073,3,1,1,535,133,1970,Darebin City Council,-37.692,144.9781,Northern Metropolitan,21650,,
Richmond,134 Coppin St,3,h," $1,456,000.00 ",S,Jellis,18/06/2016,2.6,3121,3,2,1,157,141,1900,Yarra City Council,-37.8225,145.0029,Northern Metropolitan,14949,,
Richmond,5 Koorang La,3,h," $1,100,000.00 ",PI,Biggin,18/06/2016,2.6,3121,3,2,1,66,118,2013,Yarra City Council,-37.8181,145.007,Northern Metropolitan,14949,,
Richmond,45 Westbank Tce,2,h," $1,045,000.00 ",S,Jellis,18/06/2016,2.6,3121,2,1,1,138,81,1890,Yarra City Council,-37.8218,145.0132,Northern Metropolitan,14949,,
South Melbourne,296 Albert Rd,3,h," $1,825,000.00 ",S,Marshall,18/06/2016,2.1,3205,3,2,2,151,153,1900,Port Phillip City Council,-37.8383,144.9632,Southern Metropolitan,5943,,
South Melbourne,48 Glover St,2,h," $1,200,000.00 ",VB,Greg,18/06/2016,2.1,3205,2,2,1,131,79,1890,Port Phillip City Council,-37.839,144.948,Southern Metropolitan,5943,,
South Yarra,14/85 Caroline St,1,u," $400,000.00 ",S,hockingstuart,18/06/2016,3.3,3141,1,1,1,0,45,1960,Melbourne City Council,-37.8355,144.9884,Southern Metropolitan,14887,,
South Yarra,37 Grosvenor St,3,h," $1,810,000.00 ",S,hockingstuart,18/06/2016,3.3,3141,3,1,1,211,18,1906,Melbourne City Council,-37.8442,144.9928,Southern Metropolitan,14887,,
Spotswood,154 Hudsons Rd,4,h," $1,315,000.00 ",S,hockingstuart,18/06/2016,7.7,3015,4,2,3,830,134,1920,Hobsons Bay City Council,-37.829,144.8807,Western Metropolitan,1223,,
St Kilda,7/104 Barkly St,2,u," $785,000.00 ",PI,McGrath,18/06/2016,6.1,3182,2,2,2,0,98,2006,Port Phillip City Council,-37.8647,144.9819,Southern Metropolitan,13240,,
St Kilda,6/285 Barkly St,1,u," $450,000.00 ",SP,Buxton,18/06/2016,6.1,3182,1,1,1,0,61,2009,Port Phillip City Council,-37.8731,144.9799,Southern Metropolitan,13240,,
St Kilda,27 Bath St,2,h," $875,000.00 ",S,hockingstuart,18/06/2016,6.1,3182,2,1,1,123,68,1900,Port Phillip City Council,-37.8641,144.9866,Southern Metropolitan,13240,,
St Kilda,2/16 Charnwood Rd,2,u," $650,000.00 ",PI,Charlton,18/06/2016,6.1,3182,2,1,0,822,70,1930,Port Phillip City Council,-37.8585,144.9854,Southern Metropolitan,13240,,
St Kilda,5/46 Greeves St,2,u," $431,000.00 ",S,McGrath,18/06/2016,6.1,3182,2,1,1,0,71,1940,Port Phillip City Council,-37.8665,144.9833,Southern Metropolitan,13240,,
St Kilda,4/27 Robe St,2,u," $385,000.00 ",VB,Harrington,18/06/2016,6.1,3182,2,1,1,0,46,1970,Port Phillip City Council,-37.8648,144.9783,Southern Metropolitan,13240,,
St Kilda,104/13 Wellington St,2,u," $575,000.00 ",S,Buxton,18/06/2016,6.1,3182,2,2,1,0,78,2013,Port Phillip City Council,-37.8562,144.9844,Southern Metropolitan,13240,,
Strathmore,44 Lind St,5,h," $1,485,000.00 ",S,Rendina,18/06/2016,9.7,3041,5,2,4,502,365,2012,Moonee Valley City Council,-37.7317,144.9177,Western Metropolitan,3284,,
Strathmore,9 Marks St,3,h," $1,080,000.00 ",S,Considine,18/06/2016,9.7,3041,3,2,2,211,46,1980,Moonee Valley City Council,-37.734,144.9145,Western Metropolitan,3284,,
Strathmore,6 Prefect St,4,h," $1,715,000.00 ",S,Paul,18/06/2016,9.7,3041,4,3,2,650,348,2001,Moonee Valley City Council,-37.7363,144.9208,Western Metropolitan,3284,,
Sunshine North,5 Braim St,3,h," $700,000.00 ",S,Barry,18/06/2016,13.3,3020,3,1,2,538,111,1975,Brimbank City Council,-37.7704,144.8384,Western Metropolitan,4217,,
Sunshine West,23 Glengala Rd,3,h," $547,500.00 ",S,Douglas,18/06/2016,13.5,3020,3,1,2,603,131,1950,Brimbank City Council,-37.7891,144.823,Western Metropolitan,6763,,
Templestowe Lower,133 MacEdon Rd,4,h," $945,000.00 ",PI,Jellis,18/06/2016,13.8,3107,4,2,2,675,181,1985,Manningham City Council,-37.764,145.1145,Eastern Metropolitan,5420,,
Templestowe Lower,2/27 Ruffey St,3,u," $725,000.00 ",S,Barry,18/06/2016,13.8,3107,3,1,1,465,105,1975,Manningham City Council,-37.7549,145.1185,Eastern Metropolitan,5420,,
Toorak,17/34 Mathoura Rd,1,u," $366,000.00 ",S,Jellis,18/06/2016,4.6,3142,1,1,1,0,35,1967,Stonnington City Council,-37.8464,145.0074,Southern Metropolitan,7217,,
Toorak,28 Warra St,4,h," $2,620,000.00 ",S,Jellis,18/06/2016,4.6,3142,4,2,2,516,286,1925,Stonnington City Council,-37.8398,145.0305,Southern Metropolitan,7217,,
Williamstown North,12/29 Champion Rd,2,u," $380,000.00 ",PI,Greg,18/06/2016,8.9,3016,2,1,1,0,64,1960,Hobsons Bay City Council,-37.8564,144.8864,Western Metropolitan,802,,
Windsor,10/27 Lewisham Rd,2,u," $600,000.00 ",S,Biggin,18/06/2016,5.1,3181,2,1,1,0,83,1970,Port Phillip City Council,-37.8559,144.999,Southern Metropolitan,4380,,
Yarraville,52 Severn St,3,h," $865,000.00 ",SP,Jas,18/06/2016,7,3013,3,1,1,189,87,1930,Maribyrnong City Council,-37.8159,144.8795,Western Metropolitan,6543,,
Yarraville,347 Williamstown Rd,3,h," $781,500.00 ",S,Jas,18/06/2016,7,3013,2,1,2,341,132,1950,Maribyrnong City Council,-37.8224,144.8818,Western Metropolitan,6543,,
Aberfeldie,29 Beaver St,5,h," $1,740,000.00 ",S,Nelson,18/06/2016,9.1,3040,3,3,2,839,247,1925,Moonee Valley City Council,-37.759,144.9015,Western Metropolitan,1543,,
Carlton,34 Barkly St,2,h," $1,170,000.00 ",S,Nelson,18/06/2016,1.8,3053,2,1,1,144,81,1890,Melbourne City Council,-37.7984,144.9738,Northern Metropolitan,6786,,
Essendon West,4/426 Buckley St,3,t," $730,000.00 ",VB,Nelson,18/06/2016,9.8,3040,3,2,2,0,118,2015,Moonee Valley City Council,-37.7532,144.8848,Western Metropolitan,588,,
Murrumbeena,14/24 Rosella St,1,u," $256,500.00 ",S,Gary,18/06/2016,12.1,3163,1,1,1,0,37,1966,Glen Eira City Council,-37.8944,145.0733,Southern Metropolitan,4442,,
Cremorne,56 Wellington St,3,h," $1,900,000.00 ",VB,Jellis,18/06/2016,2.5,3121,3,2,2,263,166,2016,Yarra City Council,-37.8266,144.9894,Northern Metropolitan,1123,,
Keilor Park,47 Victory St,3,h," $722,000.00 ",SP,Brad,18/06/2016,14.5,3042,3,1,1,695,141,1970,Brimbank City Council,-37.7259,144.8579,Western Metropolitan,1119,,
Albert Park,4a Gatehouse La,3,h," $1,370,000.00 ",S,Greg,12/06/2016,3.3,3206,3,2,2,0,85,2000,Port Phillip City Council,-37.8451,144.9511,Southern Metropolitan,3280,,
Alphington,83 Fulham Rd,5,h," $2,840,000.00 ",S,Nelson,12/06/2016,6.4,3078,5,4,4,809,165,1910,Darebin City Council,-37.775,145.0268,Northern Metropolitan,2211,,
Burwood,1/34 Cumming St,5,h," $1,060,000.00 ",S,Ray,12/06/2016,11.7,3125,4,3,2,326,210,2013,Monash City Council,-37.8528,145.1129,Southern Metropolitan,5678,,
Essendon,62 Mary St,3,h," $855,000.00 ",S,Nelson,12/06/2016,8,3040,3,1,2,396,116,1950,Moonee Valley City Council,-37.7484,144.8907,Western Metropolitan,9264,,
Footscray,120 MacPherson St,3,h," $760,000.00 ",S,Biggin,12/06/2016,6.4,3011,3,1,1,265,115,1910,Maribyrnong City Council,-37.7975,144.8894,Western Metropolitan,7570,,
Footscray,3/53 Whitehall St,2,u," $420,000.00 ",VB,Village,12/06/2016,6.4,3011,2,1,1,0,75,2010,Maribyrnong City Council,-37.8042,144.9049,Western Metropolitan,7570,,
Hadfield,24 South St,3,t," $750,000.00 ",S,Stockdale,12/06/2016,12.1,3046,3,2,2,301,251,2011,Moreland City Council,-37.715,144.9475,Northern Metropolitan,2606,,
Hampton,310 Hampton St,4,h," $2,600,000.00 ",S,Hodges,12/06/2016,13.7,3188,3,1,2,1504,162,1900,Bayside City Council,-37.944,145.0015,Southern Metropolitan,5454,,
Kensington,119/71 Henry St,1,u," $370,000.00 ",VB,Edward,12/06/2016,4.2,3031,1,1,1,0,50,2012,Melbourne City Council,-37.7961,144.9261,Northern Metropolitan,5263,,
Malvern East,50 The Boulevard,3,h," $1,555,000.00 ",S,Fletchers,12/06/2016,11.2,3145,3,2,2,691,150,1950,Stonnington City Council,-37.8734,145.0887,Southern Metropolitan,8801,,
Preston,126 Albert St,3,h," $600,000.00 ",VB,hockingstuart,12/06/2016,8.8,3072,3,1,3,503,101,1950,Darebin City Council,-37.739,145.0238,Northern Metropolitan,14577,,
Reservoir,31 Rathcown Rd,3,h," $682,000.00 ",SP,Barry,12/06/2016,11.2,3073,3,1,1,750,103,1970,Darebin City Council,-37.7107,145.0317,Northern Metropolitan,21650,,
Spotswood,24 Forrest St,3,h," $927,000.00 ",S,Williams,12/06/2016,7.7,3015,3,1,0,274,131,1910,Hobsons Bay City Council,-37.8282,144.8856,Western Metropolitan,1223,,
Strathmore,25 Hayes Rd,5,h," $1,440,000.00 ",S,Barry,12/06/2016,9.7,3041,5,3,2,617,347,1990,Moonee Valley City Council,-37.7386,144.917,Western Metropolitan,3284,,
Thornbury,4 Kelvin Gr,2,h," $944,000.00 ",SP,Barry,12/06/2016,6.5,3071,2,1,1,185,78,1900,Darebin City Council,-37.763,145.0025,Northern Metropolitan,8870,,
Toorak,11 Church St,3,t," $2,700,000.00 ",VB,Kay,12/06/2016,4.6,3142,3,2,2,294,220,2010,Stonnington City Council,-37.8503,145.0292,Southern Metropolitan,7217,,
South Kingsville,69 Watt St,3,h," $985,000.00 ",S,Williams,12/06/2016,9.1,3015,3,1,5,669,124,1950,Hobsons Bay City Council,-37.8321,144.8736,Western Metropolitan,984,,
Abbotsford,55a Park St,4,h," $1,600,000.00 ",VB,Nelson,4/06/2016,2.5,3067,3,1,2,120,142,2014,Yarra City Council,-37.8072,144.9941,Northern Metropolitan,4019,,
Altona,29 Rose St,4,h," $1,780,000.00 ",SP,Greg,4/06/2016,13.8,3018,4,3,6,1057,220,1962,Hobsons Bay City Council,-37.8681,144.819,Western Metropolitan,5301,,
Altona North,33 Carthy St,3,h," $683,000.00 ",S,FN,4/06/2016,11.1,3025,3,1,2,534,167,1967,Hobsons Bay City Council,-37.8284,144.8355,Western Metropolitan,5132,,
Ascot Vale,98 Epsom Rd,3,h," $971,000.00 ",SP,Nelson,4/06/2016,5.9,3032,3,2,2,285,128,1900,Moonee Valley City Council,-37.775,144.9091,Western Metropolitan,6567,,
Ascot Vale,8 Geddes St,2,h," $710,000.00 ",PI,Nelson,4/06/2016,5.9,3032,2,1,1,214,77,1890,Moonee Valley City Council,-37.7776,144.9142,Western Metropolitan,6567,,
Ascot Vale,75 Maribyrnong Rd,6,h," $2,425,000.00 ",PI,Brad,4/06/2016,5.9,3032,6,3,2,1014,435,1887,Moonee Valley City Council,-37.7721,144.9184,Western Metropolitan,6567,,
Ascot Vale,119 Roseberry St,2,h," $750,000.00 ",SP,Maddison,4/06/2016,5.9,3032,2,1,1,226,92,1920,Moonee Valley City Council,-37.7745,144.9093,Western Metropolitan,6567,,
Ashwood,18 Montrose St,2,h," $1,075,000.00 ",VB,Jellis,4/06/2016,12.2,3147,2,1,2,695,114,1950,Monash City Council,-37.8694,145.0944,Southern Metropolitan,2894,,
Avondale Heights,2 Arbor Tce,4,h," $1,155,000.00 ",S,Nelson,4/06/2016,10.5,3034,3,2,2,569,225,2008,Moonee Valley City Council,-37.7654,144.8655,Western Metropolitan,4502,,
Bentleigh,13 Somers St,3,h," $1,317,500.00 ",S,Buxton,4/06/2016,13,3204,3,1,1,576,127,1945,Glen Eira City Council,-37.9149,145.0254,Southern Metropolitan,6795,,
