Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,Lattitude,Longtitude,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,,Pricelandratio,Landbuildingratio
Glen Iris,h,1500000,25/02/2017,9.2,3,2,2,356,223,-37.7493,144.8901,10,2724.719101,4349.775785,323333.3333,98979.59184,150000,,4213.483146,1.596412556
Glen Iris,h,2725000,25/02/2017,9.2,2,1,1,0,75,-37.777,144.9703,10, ,8000,300000,115384.6154,272500,,#DIV/0!,0
Glen Iris,h,2800000,26/07/2016,9.2,1,1,1,1045,55,-37.802,144.9516,10,392.3444976,7454.545455,410000,178260.8696,280000,,2679.425837,19
Glen Iris,u,600000,27/06/2016,9.2,2,2,2,155,137,-37.8887,145.0046,10,7483.870968,8467.153285,580000,136470.5882,60000,,3870.967742,1.131386861
Glen Iris,h,1420000,27/06/2016,9.2,4,2,2,613,250,-37.7453,144.8721,10,2316.476346,5680,355000,110937.5,142000,,2316.476346,2.452
Glen Iris,u,420000,27/11/2016,9.2,1,1,1,0,52,-37.7974,144.9799,10, ,8942.307692,465000,290625,42000,,#DIV/0!,0
Glen Iris,h,2100000,27/11/2016,9.2,5,3,2,694,323,-37.9372,145.0101,10,4293.948127,9226.006192,596000,217518.2482,210000,,3025.936599,2.148606811
Glen Iris,h,2410000,27/11/2016,9.2,2,2,1,0,79,-37.7853,144.8999,10, ,5949.367089,235000,54022.98851,241000,,#DIV/0!,0
Glen Iris,h,2100000,27/11/2016,9.2,2,1,1,0,52,-37.8986,145.042,10, ,9134.615385,237500,40254.23729,210000,,#DIV/0!,0
Glen Iris,h,2950000,27/11/2016,9.2,4,2,2,607,242,-37.9324,145.0235,10,2635.914333,6611.570248,400000,116788.3212,295000,,4859.967051,2.508264463
Glen Iris,h,3365000,28/05/2016,9.2,4,2,1,289,125,-37.7506,144.8689,10,3114.186851,7200,225000,70312.5,336500,,11643.59862,2.312
Glen Iris,h,1802000,28/05/2016,9.2,3,2,2,283,179,-37.8477,144.8753,10,3399.293286,5374.301676,320666.6667,114523.8095,180200,,6367.491166,1.581005587
Glen Iris,h,1250000,28/08/2016,9.2,2,2,1,180,179,-37.8115,144.8763,10,3762.222222,3783.240223,338600,86820.51282,125000,,6944.444444,1.005586592
Hawthorn,h,2670000,3/12/2016,4.6,2,1,1,0,65,-37.8421,144.8821,10, ,7461.538462,242500,57738.09524,267000,,#DIV/0!,0
Hawthorn,u,348000,3/12/2016,4.6,3,2,1,97,139,-37.8014,144.949,10,13659.79381,9532.374101,441666.6667,576086.9565,34800,,3587.628866,0.697841727
Hawthorn,u,1189000,3/12/2016,4.6,3,2,1,240,131,-37.7891,144.8152,10,2270.833333,4160.305344,181666.6667,40370.37037,118900,,4954.166667,1.832061069
Hawthorn,u,610000,4/03/2017,4.6,3,2,2,4668,126,-37.7687,144.9649,10,175.664096,6507.936508,273333.3333,157692.3077,61000,,130.6769494,37.04761905
Hawthorn,u,891000,4/06/2016,4.6,2,1,1,168,86,-37.7215,144.8864,10,2976.190476,5813.953488,250000,37037.03704,89100,,5303.571429,1.953488372
Hawthorn,u,806000,4/06/2016,4.6,3,1,1,220,106,-37.785,144.8561,10,2281.818182,4735.849057,167333.3333,46481.48148,80600,,3663.636364,2.075471698
Hawthorn,u,500000,6/08/2016,4.6,4,2,2,244,206,-37.8139,144.8741,10,5061.47541,5995.145631,308750,176428.5714,50000,,2049.180328,1.184466019
Hawthorn,u,330000,7/05/2016,4.6,2,2,1,0,70,-37.7883,144.884,10, ,6928.571429,242500,75781.25,33000,,#DIV/0!,0
Hawthorn,h,1420000,7/05/2016,4.6,3,1,1,219,3,-37.796,144.8819,10,3470.319635,253333.3333,253333.3333,118750,142000,,6484.018265,73
Hawthorn,u,365000,8/10/2016,4.6,2,1,1,0,82,-37.7324,144.9377,10, ,6341.463415,260000,52525.25253,36500,,#DIV/0!,0
Hawthorn,u,580000,8/10/2016,4.6,2,2,1,0,85,-37.8607,145.0116,10, ,8735.294118,371250,91666.66667,58000,,#DIV/0!,0
Hawthorn,h,1300000,8/10/2016,4.6,1,1,1,896,65,-37.7316,145.0201,10,429.6875,5923.076923,385000,43750,130000,,1450.892857,13.78461538
Hawthorn,u,1000000,10/09/2016,4.6,2,1,1,2701,79,-37.8109,144.8684,10,185.85709,6354.43038,251000,61219.5122,100000,,370.2332469,34.18987342
Hawthorn,h,1741000,10/09/2016,4.6,4,3,2,0,159,-37.7831,144.9209,10, ,5660.377358,225000,152542.3729,174100,,#DIV/0!,0
Hawthorn,u,545000,10/12/2016,4.6,2,1,1,0,70,-37.7755,144.9786,10, ,6214.285714,217500,96666.66667,54500,,#DIV/0!,0
Hawthorn,u,655000,10/12/2016,4.6,2,1,1,0,73,-37.7912,144.9318,10, ,7191.780822,262500,125000,65500,,#DIV/0!,0
Hawthorn,u,488000,10/12/2016,4.6,3,2,7,230,204,-37.8213,144.9948,10,13043.47826,14705.88235,1000000,1153846.154,48800,,2121.73913,1.12745098
Hawthorn,h,1510000,10/12/2016,4.6,3,2,1,300,212,-37.71917,144.87819,10,2853.333333,4037.735849,285333.3333,82307.69231,151000,,5033.333333,1.41509434
Hawthorn,u,350000,12/11/2016,4.6,3,2,1,176,134,-37.74936,144.89669,10,4715.909091,6194.029851,276666.6667,110666.6667,35000,,1988.636364,1.313432836
Hawthorn,t,1400000,12/11/2016,4.6,2,2,1,306,120,-37.87275,145.26325,10,2016.339869,5141.666667,308500,24879.03226,140000,,4575.163399,2.55
Hawthorn,h,1712000,12/11/2016,4.6,2,1,1,300,90,-37.80574,145.18832,10,2316.666667,7722.222222,347500,40406.97674,171200,,5706.666667,3.333333333
Hawthorn,u,480000,13/08/2016,4.6,3,1,1,64,109,-37.75535,144.96481,10,10781.25,6330.275229,230000,102985.0746,48000,,7500,0.587155963
Hawthorn,u,400000,15/10/2016,4.6,2,2,1,1223,81,-37.8006,144.95419,10,466.0670482,7037.037037,285000,316666.6667,40000,,327.0645953,15.09876543
Hawthorn,u,1650000,15/10/2016,4.6,3,1,1,194,133,-37.70168,144.94862,10,2706.185567,3947.368421,175000,46875,165000,,8505.154639,1.458646617
Hawthorn,h,3950000,16/04/2016,4.6,2,1,1,0,70,-37.79122,144.93175,10, ,7642.857143,267500,157352.9412,395000,,#DIV/0!,0
Hawthorn,u,587500,16/07/2016,4.6,2,1,2,120,121,-37.84026,144.86667,10,5916.666667,5867.768595,355000,114516.129,58750,,4895.833333,0.991735537
Hawthorn,u,560000,16/07/2016,4.6,2,1,1,1,62,-37.9332,145.03794,10,380000,6129.032258,190000,33333.33333,56000,,560000,0.016129032
Hawthorn,h,4250000,17/09/2016,4.6,3,2,1,0,127,-37.88289,145.09871,10, ,7322.834646,310000,79487.17949,425000,,#DIV/0!,0
Hawthorn,u,630000,18/03/2017,4.6,2,2,1,4421,84,-37.79721,144.98073,10,187.7403302,9880.952381,415000,395238.0952,63000,,142.5016964,52.63095238
Hawthorn,h,1560000,18/03/2017,4.6,1,1,1,0,51,-37.79636,144.98394,10, ,8941.176471,456000,217142.8571,156000,,#DIV/0!,0
Hawthorn,u,840000,18/03/2017,4.6,2,2,1,248,99,-37.69705,144.94219,10,2721.774194,6818.181818,337500,60267.85714,84000,,3387.096774,2.505050505
Hawthorn,h,1780000,18/03/2017,4.6,4,3,2,289,170,-37.82895,145.17678,10,4065.743945,6911.764706,293750,76298.7013,178000,,6159.16955,1.7
Hawthorn,u,535000,18/06/2016,4.6,4,4,2,500,267,-37.73573,144.87531,10,2200,4119.850187,275000,94017.09402,53500,,1070,1.872659176
Hawthorn,u,815000,18/06/2016,4.6,2,1,0,0,47,-37.81301,144.96924,10, ,8234.042553,193500,#DIV/0!,81500,,#DIV/0!,0
Hawthorn,u,1975000,18/06/2016,4.6,3,1,2,159,129,-37.78329,144.91842,10,5377.358491,6627.906977,285000,198837.2093,197500,,12421.38365,1.23255814
Hawthorn,u,445000,18/06/2016,4.6,1,1,1,0,49,-37.77883,144.9776,10, ,7969.387755,390500,97625,44500,,#DIV/0!,0
Hawthorn,u,657500,19/11/2016,4.6,2,2,1,533,110,-37.79443,144.99944,10,1200.750469,5818.181818,320000,177777.7778,65750,,1233.58349,4.845454545
Hawthorn,h,5050000,19/11/2016,4.6,2,1,1,3512,51,-37.81828,144.99789,10,119.3052392,8215.686275,209500,174583.3333,505000,,1437.927107,68.8627451
Hawthorn,u,445000,19/11/2016,4.6,2,2,1,0,77,-37.813,144.99303,10, ,8896.103896,342500,285416.6667,44500,,#DIV/0!,0
Hawthorn,u,750000,19/11/2016,4.6,5,2,2,276,159,-37.87883,145.09741,10,3804.347826,6603.773585,210000,89743.58974,75000,,2717.391304,1.735849057
Hawthorn,h,1180000,19/11/2016,4.6,3,2,1,238,118,-37.70322,144.88236,10,2586.134454,5216.101695,205166.6667,47713.17829,118000,,4957.983193,2.016949153
Hawthorn,u,470000,22/05/2016,4.6,4,4,4,508,465,-37.90904,144.99868,10,7972.440945,8709.677419,1012500,385714.2857,47000,,925.1968504,1.092473118
Hawthorn,u,485000,22/05/2016,4.6,1,1,1,1730,60,-37.79636,144.98394,10,315.0289017,9083.333333,545000,259523.8095,48500,,280.3468208,28.83333333
Hawthorn,h,1800000,22/08/2016,4.6,3,2,2,186,134.6,-37.78559,144.86483,10,3817.204301,5274.888559,236666.6667,110937.5,180000,,9677.419355,1.381872214
Hawthorn,h,1377000,22/08/2016,4.6,3,2,3,818,193,-37.89877,145.05132,10,1711.491443,7253.88601,466666.6667,138613.8614,137700,,1683.374083,4.238341969
Hawthorn,h,1976000,27/11/2016,4.6,3,2,2,338,147,-37.89235,145.04954,10,4461.538462,10258.5034,502666.6667,149306.9307,197600,,5846.153846,2.299319728
Hawthorn,u,499000,28/05/2016,4.6,3,2,2,72,145,-37.81937,145.00146,10,20833.33333,10344.82759,500000,625000,49900,,6930.555556,0.496551724
Hawthorn,u,495000,28/05/2016,4.6,4,2,2,582,240,-37.80505,145.14919,10,2534.364261,6145.833333,368750,110074.6269,49500,,850.5154639,2.425
Hawthorn,u,370000,28/08/2016,4.6,4,3,2,420,320,-37.94008,145.00809,10,4761.904762,6250,500000,144927.5362,37000,,880.952381,1.3125
Hawthorn,u,450000,30/07/2016,4.6,6,3,2,156,291,-37.8433,144.9457,10,19230.76923,10309.27835,500000,1000000,45000,,2884.615385,0.536082474
Hawthorn,h,2160000,30/07/2016,4.6,2,1,1,5497,0,-37.7582,144.94,10,76.49627069, ,210250,80865.38462,216000,,392.9416045,#DIV/0!
Kew,h,4350000,3/12/2016,5.6,3,3,2,295,227,-37.93227,145.06377,10,3728.813559,4845.814978,366666.6667,79710.14493,435000,,14745.76271,1.299559471
Kew,u,630000,4/03/2017,5.6,4,4,2,327,209,-37.86032,145.11546,10,2874.617737,4497.607656,235000,66197.1831,63000,,1926.605505,1.564593301
Kew,u,610000,4/03/2017,5.6,4,2,2,448,166,-37.78213,144.75637,10,1551.339286,4186.746988,173750,47278.91156,61000,,1361.607143,2.698795181
Kew,h,1490000,4/03/2017,5.6,4,3,3,619,275,-37.69012,144.74385,10,1357.027464,3054.545455,210000,46666.66667,149000,,2407.108239,2.250909091
Kew,u,588000,4/06/2016,5.6,3,1,1,429,180,-37.76872,144.92706,10,3030.30303,7222.222222,433333.3333,209677.4194,58800,,1370.629371,2.383333333
Kew,u,882000,4/06/2016,5.6,3,2,2,404,190,-37.8075,145.1011,10,,,500000,,88200,,2183.168317,2.126315789
Kew,u,831000,6/08/2016,5.6,3,2,1,347,160,-37.7947,145.1035,10,,,421666.6667,,83100,,2394.81268,2.16875
Kew,h,2130000,6/08/2016,5.6,2,1,1,0,56,-37.8493,145.0877,10,,,215000,,213000,,#DIV/0!,0
Kew,h,1326000,7/11/2016,5.6,3,3,2,88,178,-37.824,145.0427,10,,,593333.3333,,132600,,15068.18182,0.494382022
Kew,h,1878000,10/09/2016,5.6,5,4,4,660,430,-37.78899,145.07913,10,,,774000,,187800,,2845.454545,1.534883721
Kew,h,1910000,10/12/2016,5.6,5,4,2,600,401,-37.80984,145.08321,10,,,670000,,191000,,3183.333333,1.496259352
Kew,h,1410000,10/12/2016,5.6,2,1,1,0,57,-37.8408,144.94,9, ,9649.122807,275000,144736.8421,156666.6667,,#DIV/0!,0
Kew,h,2310000,10/12/2016,5.6,3,2,2,234,115,-37.707,144.9411,9,2179.487179,4434.782609,170000,42148.76033,256666.6667,,9871.794872,2.034782609
Kew,h,890000,10/12/2016,5.6,3,2,2,171,109,-37.8337,144.8554,9,3947.368421,6192.66055,225000,60810.81081,98888.88889,,5204.678363,1.568807339
Kew,h,4850000,12/11/2016,5.6,2,1,2,135,100,-37.7242,144.9411,9,4077.777778,5505,275250,55606.06061,538888.8889,,35925.92593,1.35
Kew,h,6500000,13/08/2016,5.6,3,2,1,185,122,-37.9159,145.0787,9,4789.189189,7262.295082,295333.3333,63741.00719,722222.2222,,35135.13514,1.516393443
Kew,u,580000,13/08/2016,5.6,3,2,1,177,111,-37.8824,145.1042,9,4774.011299,7612.612613,281666.6667,62132.35294,64444.44444,,3276.836158,1.594594595
Kew,h,1905000,14/05/2016,5.6,3,2,1,333,141,-37.7912,144.8215,9,1531.531532,3617.021277,170000,37777.77778,211666.6667,,5720.720721,2.361702128
Kew,u,478000,14/05/2016,5.6,2,1,1,0,51,-37.7847,144.9383,9, ,6176.470588,157500,59433.96226,53111.11111,,#DIV/0!,0
Kew,u,672000,15/10/2016,5.6,0,2,2,292,141,-37.9168,145.069,9,2842.465753,5886.524823,#DIV/0!,59712.23022,74666.66667,,2301.369863,2.070921986
Kew,h,2286000,15/10/2016,5.6,1,1,1,0,50,-37.7961,144.9261,9, ,7400,370000,88095.2381,254000,,#DIV/0!,0
Kew,h,1575000,15/10/2016,5.6,2,2,1,3014,80,-37.7853,144.8944,9,187.7903119,7075,283000,65057.47126,175000,,522.5613802,37.675
Kew,u,590000,15/10/2016,5.6,5,2,4,502,365,-37.7317,144.9177,9,2958.167331,4068.493151,297000,153092.7835,65555.55556,,1175.298805,1.375342466
Kew,h,972500,16/04/2016,5.6,2,1,1,55,111,-37.7611,144.9622,9,12818.18182,6351.351351,352500,135576.9231,108055.5556,,17681.81818,0.495495495
Kew,t,672000,17/09/2016,5.6,2,2,1,2136,94,-37.7956,144.935,9,295.4541199,6713.723404,315545,150259.5238,74666.66667,,314.6067416,22.72340426
Kew,h,2350000,17/09/2016,5.6,2,1,1,236,72,-37.6984,144.9997,9,1834.745763,6013.888889,216500,38660.71429,261111.1111,,9957.627119,3.277777778
Kew,u,890000,17/09/2016,5.6,1,1,1,0,60,-37.802,144.9516,9, ,7500,450000,195652.1739,98888.88889,,#DIV/0!,0
Kew,h,1331000,17/09/2016,5.6,3,2,2,608,138,-37.7763,144.9967,9,1480.263158,6521.73913,300000,163636.3636,147888.8889,,2189.144737,4.405797101
Kew,h,1800000,17/09/2016,5.6,2,1,1,137,110,-37.707,144.9413,9,3416.058394,4254.545455,234000,38677.68595,200000,,13138.68613,1.245454545
Kew,h,2590000,18/03/2017,5.6,4,2,4,598,273,-37.7774,144.9104,9,2851.170569,6245.421245,426250,288983.0508,287777.7778,,4331.103679,2.19047619
Kew,h,2265000,18/03/2017,5.6,2,1,1,133,65,-37.6983,144.9998,9,2932.330827,6000,195000,34821.42857,251666.6667,,17030.07519,2.046153846
Kew,h,1975000,18/06/2016,5.6,3,2,1,0,130,-37.8379,144.8583,9, ,5538.461538,240000,64864.86486,219444.4444,,#DIV/0!,0
Kew,h,2550000,18/06/2016,5.6,3,3,2,291,212,-37.9278,145.0337,9,4931.271478,6768.867925,478333.3333,110384.6154,283333.3333,,8762.886598,1.372641509
Kew,t,1330000,19/11/2016,5.6,2,2,1,0,70,-37.8404,144.9391,9, ,8428.571429,295000,155263.1579,147777.7778,,#DIV/0!,0
Kew,h,1450000,22/05/2016,5.6,2,1,1,147,109,-37.7209,144.93,9,3401.360544,4587.155963,250000,50505.05051,161111.1111,,9863.945578,1.348623853
Kew,h,3650000,22/08/2016,5.6,2,1,1,0,54,-37.7112,144.9989,9, ,6203.703704,167500,29910.71429,405555.5556,,#DIV/0!,0
Kew,u,551000,23/04/2016,5.6,3,3,1,166,174,-37.8017,145.0001,9,8719.879518,8318.965517,482500,579000,61222.22222,,3319.277108,0.954022989
Kew,h,2450000,24/09/2016,5.6,4,4,2,579,361,-37.9155,145.0243,9,4352.331606,6980.609418,630000,193846.1538,272222.2222,,4231.433506,1.603878116
Kew,h,2850000,25/02/2017,5.6,2,1,1,0,54,-37.7112,144.9989,9, ,6203.703704,167500,29910.71429,316666.6667,,#DIV/0!,0
Kew,h,2425000,25/02/2017,5.6,2,1,1,0,62,-37.8042,144.892,9, ,8596.774194,266500,80757.57576,269444.4444,,#DIV/0!,0
Kew,u,610000,25/02/2017,5.6,2,1,2,212,130,-37.8723,145.1089,9,3915.09434,6384.615385,415000,68032.78689,67777.77778,,2877.358491,1.630769231
Kew,u,955000,25/02/2017,5.6,4,4,2,579,361,-37.9155,145.0243,9,4525.043178,7257.617729,655000,201538.4615,106111.1111,,1649.395509,1.603878116
Kew,t,707500,26/07/2016,5.6,2,2,1,145,112,-37.7801,144.869,9,4137.931034,5357.142857,300000,65217.3913,78611.11111,,4879.310345,1.294642857
Kew,t,732000,26/07/2016,5.6,4,2,2,308,185,-37.7833,144.8817,9,2681.818182,4464.864865,206500,89782.6087,81333.33333,,2376.623377,1.664864865
Kew,h,2875000,27/06/2016,5.6,2,1,1,189,84,-37.708,145.0181,9,2195.767196,4940.47619,207500,37053.57143,319444.4444,,15211.64021,2.25
Kew,h,1565000,27/06/2016,5.6,2,2,1,0,83,-37.8341,144.9713,9, ,7144.578313,296500,282380.9524,173888.8889,,#DIV/0!,0
Kew,u,480000,27/06/2016,5.6,2,2,1,0,78,-37.8558,144.9903,9, ,7435.897436,290000,113725.4902,53333.33333,,#DIV/0!,0
Kew,h,1500000,27/11/2016,5.6,2,1,1,120,94,-37.7234,144.8792,9,4416.666667,5638.297872,265000,39259.25926,166666.6667,,12500,1.276595745
Kew,h,1750000,27/11/2016,5.6,2,1,1,0,56,-37.861,145.0136,9, ,7500,210000,51851.85185,194444.4444,,#DIV/0!,0
Kew,u,1100000,27/11/2016,5.6,2,1,1,129,107,-37.7422,144.9606,9,5062.015504,6102.803738,326500,83717.94872,122222.2222,,8527.131783,1.205607477
Kew,h,1440000,27/11/2016,5.6,4,2,2,697,277,-37.7141,144.8995,9,1807.747489,4548.736462,315000,100800,160000,,2065.997131,2.516245487
Kew,h,2560000,27/11/2016,5.6,4,3,2,273,182,-37.8742,145.105,9,3534.798535,5302.197802,241250,70955.88235,284444.4444,,9377.289377,1.5
Kew,h,2600000,27/11/2016,5.6,3,1,2,210,121,-37.7869,144.8749,9,2642.857143,4586.77686,185000,60326.08696,288888.8889,,12380.95238,1.73553719
Kew,h,3280000,27/11/2016,5.6,2,1,1,166,60,-37.9159,145.019,9,4102.409639,11350,340500,63644.85981,364444.4444,,19759.03614,2.766666667
Kew,h,4005000,28/05/2016,5.6,3,3,2,481,244,-37.931,145.0198,9,3305.613306,6516.393443,530000,148598.1308,445000,,8326.403326,1.971311475
Kew,u,620000,28/05/2016,5.6,2,1,1,161,91,-37.7204,144.9131,9,3242.236025,5736.263736,261000,45391.30435,68888.88889,,3850.931677,1.769230769
Kew,h,2600000,28/08/2016,5.6,1,1,1,8223,45,-37.8127,145.0094,9,41.9554907,7666.666667,345000,132692.3077,288888.8889,,316.1863067,182.7333333
Kew,h,2800000,28/08/2016,5.6,2,1,1,197,55,-37.7717,144.9719,9,2208.121827,7909.090909,217500,96666.66667,311111.1111,,14213.19797,3.581818182
Kew,h,1420000,28/08/2016,5.6,2,1,1,0,66,-37.8017,144.8957,9, ,6560.606061,216500,67656.25,157777.7778,,#DIV/0!,0
Kew,h,1800000,28/08/2016,5.6,1,1,1,0,44,-37.8127,145.0094,9, ,8636.363636,380000,146153.8462,200000,,#DIV/0!,0
Kew,u,395000,30/07/2016,5.6,2,1,1,0,52,-37.823,144.9982,9, ,13076.92308,340000,261538.4615,43888.88889,,#DIV/0!,0
Kew,h,2250000,30/07/2016,5.6,3,2,1,229,180,-37.7462,144.8873,9,3580.786026,4555.555556,273333.3333,73214.28571,250000,,9825.327511,1.272222222
Kew East,u,620000,3/09/2016,7.5,1,1,1,0,43,-37.8127,145.0094,9, ,7604.651163,327000,125769.2308,68888.88889,,#DIV/0!,0
Kew East,h,1950000,4/06/2016,7.5,3,3,2,168,187,-37.8066,144.887,9,7916.666667,7112.299465,443333.3333,201515.1515,216666.6667,,11607.14286,0.898395722
Kew East,u,605000,7/05/2016,7.5,3,2,2,230,160,-37.9179,145.0592,9,4065.217391,5843.75,311666.6667,67266.18705,67222.22222,,2630.434783,1.4375
Kew East,h,1920000,10/12/2016,7.5,2,1,2,253,91,-37.7117,144.9135,9,2451.581028,6815.934066,310125,47711.53846,213333.3333,,7588.932806,2.78021978
Kew East,h,1615000,13/08/2016,7.5,3,2,2,256,134,-37.8655,145.1096,9,3517.578125,6720.149254,300166.6667,73811.47541,179444.4444,,6308.59375,1.910447761
Kew East,h,1830000,15/10/2016,7.5,4,2,2,230,281,-37.9237,145.0056,9,9782.608696,8007.117438,562500,200892.8571,203333.3333,,7956.521739,0.818505338
Kew East,h,1315000,17/09/2016,7.5,2,2,1,3014,204,-37.7853,144.8944,9,189.1174519,2794.117647,285000,65517.24138,146111.1111,,436.2972794,14.7745098
Kew East,h,1750000,17/09/2016,7.5,2,2,1,0,96,-37.8009,144.9471,9, ,6932.291667,332750,289347.8261,194444.4444,,#DIV/0!,0
Kew East,h,2100000,18/06/2016,7.5,3,2,2,0,134,-37.8317,144.9446,9, ,7089.552239,316666.6667,250000,233333.3333,,#DIV/0!,0
Kew East,h,1350000,22/08/2016,7.5,3,2,2,0,139,-37.841,144.9379,9, ,8633.093525,400000,315789.4737,150000,,#DIV/0!,0
Kew East,t,1963000,24/09/2016,7.5,1,1,1,0,51,-37.8519,144.9948,9, ,10780.39216,549800,122177.7778,218111.1111,,#DIV/0!,0
Kew East,h,1315000,24/09/2016,7.5,2,1,1,117,62,-37.7101,145.0223,9,3008.547009,5677.419355,176000,31428.57143,146111.1111,,11239.31624,1.887096774
Kew East,t,1620000,25/02/2017,7.5,4,2,2,305,207,-37.9245,145.0507,9,3885.245902,5724.637681,296250,85251.79856,180000,,5311.47541,1.473429952
Kew East,t,1260000,27/06/2016,7.5,3,3,2,398,262,-37.899,144.9901,9,5150.753769,7824.427481,683333.3333,183035.7143,140000,,3165.829146,1.519083969
Mont Albert,h,1320000,3/09/2016,11.8,1,1,1,0,47,-37.7961,144.9261,9, ,7765.957447,365000,86904.7619,146666.6667,,#DIV/0!,0
Mont Albert,h,2588000,7/11/2016,11.8,3,2,2,272,138,-37.7182,144.9244,9,2830.882353,5579.710145,256666.6667,66956.52174,287555.5556,,9514.705882,1.971014493
Mont Albert,h,2200000,13/08/2016,11.8,2,1,1,1957,69,-37.7731,144.9074,9,199.2846193,5652.173913,195000,66101.69492,244444.4444,,1124.169647,28.36231884
Mont Albert,t,1310000,15/10/2016,11.8,4,4,2,363,265,-37.9116,145.0686,9,3650.137741,5000,331250,95323.74101,145555.5556,,3608.815427,1.369811321
Mont Albert,u,540000,15/10/2016,11.8,3,2,2,233,175,-37.7881,145.1371,9,4730.472103,6298.285714,367400,79294.96403,60000,,2317.596567,1.331428571
Mont Albert,h,2335000,18/03/2017,11.8,2,2,1,799,110,-37.8818,144.9918,9,1166.458073,8472.727273,466000,121038.961,259444.4444,,2922.403004,7.263636364
Mont Albert,h,2000000,18/06/2016,11.8,2,1,1,176,89,-37.7081,144.912,9,2642.045455,5224.719101,232500,35769.23077,222222.2222,,11363.63636,1.97752809
Mont Albert,h,1815000,19/11/2016,11.8,4,3,2,427,337,-37.8704,145.0503,9,5995.316159,7596.439169,640000,228571.4286,201666.6667,,4250.58548,1.267062315
Mont Albert,t,1200000,27/06/2016,11.8,2,1,1,934,68,-37.8607,145.0116,9,620.9850107,8529.411765,290000,71604.93827,133333.3333,,1284.796574,13.73529412
Mont Albert,h,1564000,27/11/2016,11.8,3,1,1,178,120,-37.7297,144.9645,9,3544.94382,5258.333333,210333.3333,68586.95652,173777.7778,,8786.516854,1.483333333
Mont Albert,u,520000,28/05/2016,11.8,3,2,1,156,124,-37.7898,144.8722,9,4455.128205,5604.83871,231666.6667,75543.47826,57777.77778,,3333.333333,1.258064516
Surrey Hills,h,2440000,3/09/2016,11.2,1,1,1,8223,57,-37.8127,145.0094,9,51.19785966,7385.964912,421000,161923.0769,271111.1111,,296.7286878,144.2631579
Surrey Hills,h,2128000,3/09/2016,11.2,2,1,1,677,88,-37.9173,145.0359,9,1070.901034,8238.636364,362500,55769.23077,236444.4444,,3143.279173,7.693181818
Surrey Hills,h,2200000,3/09/2016,11.2,3,2,2,0,160,-37.9289,145.0478,9, ,7718.75,411666.6667,95000,244444.4444,,#DIV/0!,0
Surrey Hills,t,1330500,3/12/2016,11.2,2,1,1,15100,66,-37.7795,144.8729,9,23.34437086,5340.909091,176250,38315.21739,147833.3333,,88.11258278,228.7878788
Surrey Hills,u,930000,4/02/2016,11.2,1,1,1,0,52,-37.8676,144.9901,9, ,7692.307692,400000,65573.77049,103333.3333,,#DIV/0!,0
Surrey Hills,h,1700000,4/06/2016,11.2,3,2,2,267,150,-37.8463,145.1071,9,3651.685393,6500,325000,83333.33333,188888.8889,,6367.041199,1.78
Surrey Hills,h,2500000,6/08/2016,11.2,2,1,1,2166,54,-37.8415,144.9412,9,240.0738689,9629.62963,260000,136842.1053,277777.7778,,1154.201293,40.11111111
Surrey Hills,h,2200000,7/05/2016,11.2,2,2,1,0,90,-37.84,144.939,9, ,8900,400500,210789.4737,244444.4444,,#DIV/0!,0
Surrey Hills,u,770000,7/11/2016,11.2,3,2,2,213,1,-37.7085,145.018,9,3826.29108,815000,271666.6667,72767.85714,85555.55556,,3615.023474,213
Surrey Hills,h,1530000,8/10/2016,11.2,2,2,1,2592,70,-37.7961,144.9261,9,206.404321,7642.857143,267500,127380.9524,170000,,590.2777778,37.02857143
Surrey Hills,h,1930000,8/10/2016,11.2,2,1,1,0,75,-37.7504,144.8957,9, ,8133.333333,305000,76250,214444.4444,,#DIV/0!,0
Surrey Hills,h,1812500,8/10/2016,11.2,3,2,0,152,170,-37.811,144.8889,9,7368.421053,6588.235294,373333.3333,160000,201388.8889,,11924.34211,0.894117647
Surrey Hills,u,760000,8/10/2016,11.2,3,1,1,1218,94,-37.736,144.8886,9,410.5090312,5319.148936,166666.6667,44642.85714,84444.44444,,623.9737274,12.95744681
Surrey Hills,h,1300000,10/09/2016,11.2,2,1,1,113,118,-37.8119,144.9947,9,8407.079646,8050.847458,475000,365384.6154,144444.4444,,11504.42478,0.957627119
Surrey Hills,h,1960000,10/12/2016,11.2,3,2,1,122,140,-37.7698,144.9661,9,8040.983607,7007.142857,327000,188653.8462,217777.7778,,16065.57377,0.871428571
Surrey Hills,u,880000,11/02/2017,11.2,3,3,2,338,194,-37.9166,145.0418,9,4068.047337,7087.628866,458333.3333,105769.2308,97777.77778,,2603.550296,1.742268041
Surrey Hills,h,1650000,12/06/2016,11.2,4,3,2,0,212,-37.775,144.9513,9, ,8962.264151,475000,365384.6154,183333.3333,,#DIV/0!,0
Surrey Hills,h,1755000,12/11/2016,11.2,3,2,2,213,115,-37.8827,145.0942,9,3849.765258,7130.434783,273333.3333,60294.11765,195000,,8239.43662,1.852173913
Surrey Hills,u,610000,15/10/2016,11.2,3,4,2,424,201,-37.92988,145.01085,9,4129.245283,8710.447761,583600,169980.5825,67777.77778,,1438.679245,2.109452736
