Suburb,Type,Price,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Price/km
Highett,t,1330000,20, , ,287333.3333,410476.1905,66500,410
Hillside,h,610000,20, ,8606.557377,525000,500000,30500,500
Hillside,h,550250,20,2289,3770,282750,145000,27512.5,145
Hillside,h,811000,20,2431,4189.189189,206666.6667,75609.7561,40550,76
Kealba,h,600000,20,3043,6740.740741,303333.3333,65467.6259,30000,65
Keilor Downs,h,780000,20,6897,6265,250600,54086.33094,39000,54
Keilor East,h,925000,20,2326,4195.804196,200000,46153.84615,46250,46
Keilor East,t,820000,20,6358,15526.31579,737500,199324.3243,41000,199
Keilor East,h,850000,20,1801,7785.234899,386666.6667,178461.5385,42500,178
Keilor East,h,740000,20, ,8500,510000,66233.76623,37000,66
Kensington,h,1760000,20, ,8771.929825,500000,81967.21311,88000,82
Kings Park,h,526000,20,2520,4548.736462,315000,92647.05882,26300,93
Malvern,h,6600000,20,90,7142.857143,250000,81967.21311,330000,82
Malvern,h,2800000,20, ,7192.307692,280500,267142.8571,140000,267
Malvern East,h,2180000,20,4589,4751.77305,223333.3333,75280.89888,109000,75
Malvern East,h,1620000,20,2696,5912.408759,324000,186206.8966,81000,186
Maribyrnong,h,1190000,20, ,4733.333333,236666.6667,338095.2381,59500,338
Maribyrnong,h,1770000,20, , ,432000,154285.7143,88500,154
McKinnon,t,1312000,20,2227, ,245000,38281.25,65600,38
Middle Park,h,1515000,20, ,6012.048193,332666.6667,153538.4615,75750,154
Mitcham,h,890000,20,4932,5106.382979,240000,80898.8764,44500,81
Mitcham,h,2305000,20,2306,4172.510519,198333.3333,45769.23077,115250,46
Moonee Ponds,h,1400000,20, ,8695.652174,400000,103896.1039,70000,104
Mount Waverley,h,1100000,20,3598,9315.068493,340000,44155.84416,55000,44
Mount Waverley,h,1250000,20,3404,7488.888889,337000,71197.1831,62500,71
Murrumbeena,t,1601000,20,1316,1394.169835,220000,44354.83871,80050,44
Murrumbeena,h,1350000,20, ,6533.333333,392000,115294.1176,67500,115
Niddrie,h,1250000,20,1938,5641.515789,267972,95704.28571,62500,96
North Melbourne,h,850000,20, ,11061.9469,416666.6667,657894.7368,42500,658
Oak Park,u,625000,20,1938,5641.515789,267972,95704.28571,31250,96
Ormond,h,1650000,20,2605,3868.852459,196666.6667,80272.10884,82500,80
Ormond,h,1370000,20,5017,7242.677824,432750,168058.2524,68500,168
Pascoe Vale,h,1110000,20,1601,3909.090909,286666.6667,36595.74468,55500,37
Pascoe Vale,h,1000000,20,3000,5100,255000,54255.31915,50000,54
Port Melbourne,h,1200000,20,3728,4468.085106,210000,42857.14286,60000,43
Port Melbourne,h,2725000,20,3056,6067.164179,271000,52792.20779,136250,53
Prahran,h,1550000,20,1304,14130.43478,650000,1000000,77500,1000
Preston,h,1500000,20,798,9078.947368,460000,191666.6667,75000,192
Preston,h,1420000,20, ,8970.588235,610000,677777.7778,71000,678
Preston,h,1081000,20, ,9451.219512,775000,224637.6812,54050,225
Preston,h,780000,20,8541,10344.44444,465500,465500,39000,466
Preston,h,1002000,20,6638, ,256666.6667,102666.6667,50100,103
Reservoir,h,980000,20, ,4107.142857,191666.6667,31944.44444,49000,32
Richmond,h,2200000,20,2500,5613.207547,297500,276744.186,110000,277
Richmond,h,1360000,20, ,7550,402666.6667,105964.9123,68000,106
Ringwood,h,1230000,20,6829,4949.66443,295000,368750,61500,369
Ringwood East,h,1675000,20, , ,266666.6667,186046.5116,83750,186
Ringwood East,h,875000,20, ,7542.056075,403500,128095.2381,43750,128
Ringwood North,h,1080000,20, ,6000,262500,71428.57143,54000,71
Sandringham,h,1900000,20, ,7258.064516,300000,72580.64516,95000,73
Sandringham,h,2200000,20,4137,5836.363636,401250,184482.7586,110000,184
St Albans,h,660000,20,985,3555.555556,160000,35555.55556,33000,36
Sunshine,h,975000,19,3874,8014.705882,408750,71710.52632,51315.78947,72
Sunshine North,h,705000,19,4013,4819.587629,311666.6667,116875,37105.26316,117
Sunshine North,h,722000,19, ,4937.5,197500,94047.61905,38000,94
Taylors Lakes,h,836000,19,4417,5630.630631,416666.6667,181159.4203,44000,181
Taylors Lakes,h,725000,19,4019,7016.949153,276000,63692.30769,38157.89474,64
Taylors Lakes,h,681500,19,2308,6696.428571,375000,178571.4286,35868.42105,179
Templestowe,h,1950000,19,1283,3333.333333,257500,81746.03175,102631.5789,82
Thornbury,h,1250000,19, , ,430500,72966.10169,65789.47368,73
Tullamarine,h,700500,19,2514,4166.666667,150000,40178.57143,36868.42105,40
Vermont,h,1160000,19, ,6657.303371,296250,113942.3077,61052.63158,114
Vermont,h,903000,19, ,7469.879518,310000,326315.7895,47526.31579,326
Vermont,h,1595000,19, , ,217500,73728.81356,83947.36842,74
Wantirna,h,812000,19,7787,5630.769231,244000,174285.7143,42736.84211,174
Wantirna South,h,1050000,19,9741, ,376666.6667,594736.8421,55263.15789,595
West Footscray,h,857500,19, ,7888.888889,355000,443750,45131.57895,444
Williamstown,h,1630000,19,1936,5436,226500,53928.57143,85789.47368,54
Williamstown,h,1525000,19, ,5250,210000,100000,80263.15789,100
Williamstown,h,1285000,19, ,6850,342500,131730.7692,67631.57895,132
Williamstown,h,2065000,19, ,7077.922078,272500,93965.51724,108684.2105,94
Williamstown North,h,1615000,19, ,7792.207792,300000,82758.62069,85000,83
Yarraville,h,1160000,19, ,5434.782609,208333.3333,53418.80342,61052.63158,53
Airport West,h,970000,19,2578,4020.979021,230000,132183.908,51052.63158,132
Airport West,h,790000,19, , ,577500,156081.0811,41578.94737,156
Albert Park,h,1950000,19, ,11200,336000,420000,102631.5789,420
Altona,h,850000,19, ,8400,315000,273913.0435,44736.84211,274
Altona Meadows,h,718000,19, , ,455500,119868.4211,37789.47368,120
Avondale Heights,h,727500,19,1403,3541.666667,212500,78703.7037,38289.47368,79
Bayswater,h,910000,19,10938,7650.273224,466666.6667,229508.1967,47894.73684,230
Bayswater,h,862000,19,7593,273333.3333,273333.3333,96470.58824,45368.42105,96
Bayswater,h,822000,19,11713,7200.819672,292833.3333,114090.9091,43263.15789,114
Bayswater North,h,720000,19,3815,4235,282333.3333,97356.32184,37894.73684,97
Bentleigh,h,1740000,19, ,8134.328358,272500,194642.8571,91578.94737,195
Bentleigh East,t,1320500,19, ,9116.27907,392000,64262.29508,69500,64
Bentleigh East,h,1420000,19, ,5708.955224,255000,81382.97872,74736.84211,81
Bentleigh East,h,1182000,19,2655,7852.631579,373000,53669.06475,62210.52632,54
Blackburn,h,2250000,19,3041,5823.529412,445500,128201.4388,118421.0526,128
Blackburn North,h,1570000,19, ,9130.434783,420000,254545.4545,82631.57895,255
Boronia,h,629000,19,2304, ,215000,57589.28571,33105.26316,58
Brighton,h,1900000,19,214,8620.689655,500000,81967.21311,100000,82
Brighton East,h,1262000,19, ,7894.736842,375000,214285.7143,66421.05263,214
Brunswick,h,1011000,19, ,7956.20438,545000,419230.7692,53210.52632,419
Brunswick,h,1150000,19,2105,3134.796238,250000,92592.59259,60526.31579,93
Brunswick,h,970000,19,3310,4509.208278,316666.6667,135714.2857,51052.63158,136
Brunswick,h,970000,19, ,9245.283019,490000,63636.36364,51052.63158,64
Brunswick,h,1665000,19, ,7770.114943,338000,116551.7241,87631.57895,117
Carlton North,h,1391000,19,5531,8928.571429,416666.6667,284090.9091,73210.52632,284
Caulfield South,h,1300000,19, ,4924.81203,218333.3333,39221.55689,68421.05263,39
Caulfield South,t,1675000,19,2313,4000,255000,152238.806,88157.89474,152
Cheltenham,h,800000,19,4170,6369.863014,310000,124000,42105.26316,124
Cheltenham,t,955000,19,991,3419.689119,220000,36666.66667,50263.15789,37
Cheltenham,h,888000,19,3649, ,211666.6667,61057.69231,46736.84211,61
Clifton Hill,h,1300000,19,1698,5564.516129,431250,86683.41709,68421.05263,87
Coburg,h,1090000,19,3544,4087.591241,186666.6667,65116.27907,57368.42105,65
Coburg North,h,965000,19,3504,287333.3333,287333.3333,45851.06383,50789.47368,46
Coburg North,h,730000,19,967,3333.333333,145000,32222.22222,38421.05263,32
Coburg North,h,950000,19, ,7350.649351,283000,78611.11111,50000,79
Coburg North,h,800000,19,11120, ,463333.3333,302173.913,42105.26316,302
Collingwood,h,1079500,19, ,8942.307692,465000,93000,56815.78947,93
Cremorne,h,1245000,19, ,6752.136752,263333.3333,50967.74194,65526.31579,51
Croydon,h,720000,19, ,4594.827586,177666.6667,41317.82946,37894.73684,41
Croydon,h,997000,19, ,4472.57384,212000,168253.9683,52473.68421,168
Croydon,h,655200,19, , ,223333.3333,45270.27027,34484.21053,45
Delahey,h,600000,19, ,4328.358209,145000,32222.22222,31578.94737,32
Derrimut,h,561000,19, ,8675.213675,338333.3333,120833.3333,29526.31579,121
Derrimut,h,912000,19, , ,269166.6667,152358.4906,48000,152
Doncaster East,h,1198000,19,778,3756.684492,175625,66904.7619,63052.63158,67
Essendon,h,2200000,19,1132, ,132750,29500,115789.4737,30
Glenroy,t,530000,19, , ,697500,303260.8696,27894.73684,303
Gowanbrae,h,790000,19, ,4246.575342,310000,84353.7415,41578.94737,84
Gowanbrae,t,700000,19,1210,4364.640884,197500,61240.31008,36842.10526,61
Gowanbrae,h,1260000,19,1471,3813.559322,225000,38297.87234,66315.78947,38
Hadfield,h,772500,19,2791,4230.46875,180500,34935.48387,40657.89474,35
Hampton,t,2440000,19, ,5274.261603,312500,93283.58209,128421.0526,93
Hampton East,h,1330000,19, ,4367.063492,183416.6667,30569.44444,70000,31
Heathmont,h,1051000,19, ,11023.62205,700000,474576.2712,55315.78947,475
Highett,h,1430000,19,9836,9523.809524,600000,342857.1429,75263.15789,343
Hillside,h,666000,19, ,8162.393162,477500,53351.95531,35052.63158,53
Hillside,h,700000,19,1680,4405.594406,315000,97674.4186,36842.10526,98
Hillside,h,1405000,19, ,4770.992366,208333.3333,145348.8372,73947.36842,145
Keilor Downs,h,670000,19,3000, ,212000,25645.16129,35263.15789,26
Keilor Downs,h,685000,19,8173,5957.943925,212500,148255.814,36052.63158,148
Keilor East,h,975000,19,3760,6617.647059,450000,118421.0526,51315.78947,118
Keilor Park,h,550000,19,3090,4684.210526,222500,37083.33333,28947.36842,37
Kilsyth,h,830000,19,11058,9745.762712,383333.3333,479166.6667,43684.21053,479
Maidstone,h,825000,18,2341,3360.215054,208333.3333,55803.57143,45833.33333,56
Maribyrnong,h,1250000,18,3194,7666.666667,345000,56557.37705,69444.44444,57
Maribyrnong,t,625000,18, , ,625000,328947.3684,34722.22222,329
McKinnon,h,1820000,18,10336,11000,513333.3333,466666.6667,101111.1111,467
Mulgrave,h,825000,18,1818,6741.573034,450000,148760.3306,45833.33333,149
Murrumbeena,h,1590000,18, ,6309.52381,265000,441666.6667,88333.33333,442
Niddrie,h,1050000,18,2820, ,231250,34259.25926,58333.33333,34
Northcote,h,1585000,18,2745,3925.233645,210000,37500,88055.55556,38
Northcote,h,1650000,18, ,7061.403509,402500,178888.8889,91666.66667,179
Northcote,h,1315000,18, , ,507500,131818.1818,73055.55556,132
Northcote,h,1100000,18, ,7714.285714,270000,88524.59016,61111.11111,89
Northcote,h,2525000,18,669,5808.823529,263333.3333,188095.2381,140277.7778,188
Pascoe Vale,t,826000,18, ,8395.348837,361000,218787.8788,45888.88889,219
Pascoe Vale,h,1015000,18,1415,4383.458647,194333.3333,45546.875,56388.88889,46
Prahran,h,1312000,18, , ,517500,272368.4211,72888.88889,272
Preston,t,723000,18, , ,535000,281578.9474,40166.66667,282
Preston,h,1455000,18,1429, ,123333.3333,28461.53846,80833.33333,28
Reservoir,h,600000,18,4257,7974.683544,315000,90000,33333.33333,90
Reservoir,h,900000,18,15625,10593.22034,416666.6667,378787.8788,50000,379
Reservoir,h,845000,18,6129,5000,332500,166250,46944.44444,166
Reservoir,h,810000,18,5000,6944.444444,333333.3333,169491.5254,45000,169
Reservoir,h,920000,18, ,8244.444444,247333.3333,353333.3333,51111.11111,353
Reservoir,h,775000,18, ,7076.923077,368000,160000,43055.55556,160
Reservoir,t,669000,18,2512,3698.630137,180000,48214.28571,37166.66667,48
Reservoir,h,890000,18,4272, ,220000,67175.57252,49444.44444,67
Richmond,h,1700000,18,232,8355.263158,317500,244230.7692,94444.44444,244
Ringwood,h,1246000,18,3864,5755.244755,274333.3333,59208.63309,69222.22222,59
Ripponlea,h,1380000,18,2214,4441.176471,251666.6667,65652.17391,76666.66667,66
Rowville,h,956000,18,2421,4297.188755,356666.6667,120224.7191,53111.11111,120
Seaholme,h,1410000,18,3046,4128.037383,147233.3333,40898.14815,78333.33333,41
Spotswood,h,1060000,18, ,6133.309281,226666.6667,323809.5238,58888.88889,324
St Albans,t,505000,18, ,7220,300833.3333,214880.9524,28055.55556,215
St Kilda,h,1310000,18,2986,5500,220000,85714.28571,72777.77778,86
Sunshine,h,1155500,18,1410,5823.529412,247500,72794.11765,64194.44444,73
Sunshine West,h,753000,18, ,8873.239437,315000,67741.93548,41833.33333,68
Sunshine West,h,560000,18,2704,4559.22865,413750,119927.5362,31111.11111,120
Sydenham,u,395000,18,2365,6124.031008,263333.3333,127419.3548,21944.44444,127
Sydenham,h,601000,18, ,6830.985915,242500,129333.3333,33388.88889,129
Taylors Lakes,h,720000,18,396, ,534000,222500,40000,223
Templestowe Lower,h,900000,18,2004,3143.125,251450,42800,50000,43
Templestowe Lower,h,1330000,18,2599,5333.333333,170666.6667,45714.28571,73888.88889,46
Thornbury,t,950500,18,3170,4300,322500,75000,52805.55556,75
Tullamarine,h,780000,18,2877, ,164000,58571.42857,43333.33333,59
Wantirna,h,975000,18, , ,501500,218043.4783,54166.66667,218
Wantirna,h,1188888,18,44,9651.898734,381250,282407.4074,66049.33333,282
Wantirna South,h,1500000,18, ,4731.182796,220000,102325.5814,83333.33333,102
Wantirna South,h,1075000,18,1370,4241.573034,251666.6667,32127.65957,59722.22222,32
Wheelers Hill,h,1100000,18,6348,6647.058824,282500,#DIV/0!,61111.11111,#DIV/0!
Williamstown,h,1115000,18,2217,6650.326797,339166.6667,299264.7059,61944.44444,299
Williamstown,h,870000,18,1503,4050.847458,159333.3333,26555.55556,48333.33333,27
Williamstown,h,2400000,18, ,7484.076433,293750,82746.47887,133333.3333,83
Yarraville,h,870000,18, , ,409333.3333,240784.3137,48333.33333,241
Airport West,h,1025000,18,1308,5233.333333,157000,34888.88889,56944.44444,35
Kilsyth,h,650000,18, ,5666.666667,566666.6667,288135.5932,36111.11111,288
Knoxfield,h,935000,18, ,4006.289308,212333.3333,35388.88889,51944.44444,35
Wantirna,h,975000,18,695,4733.333333,236666.6667,83529.41176,54166.66667,84
Ardeer,h,630000,18, ,8427.419355,348333.3333,75724.63768,35000,76
Avondale Heights,h,730000,18, ,7169.230769,310666.6667,150322.5806,40555.55556,150
Blackburn South,h,1225000,18,3121,4644.067797,342500,167073.1707,68055.55556,167
Croydon,h,1060000,18, ,5377.906977,308333.3333,55389.22156,58888.88889,55
Croydon,h,845000,18, ,3133.802817,296666.6667,51744.18605,46944.44444,52
Forest Hill,h,1120000,18,1519, ,291666.6667,41079.81221,62222.22222,41
Glenroy,h,685000,18,2668,4596.385542,254333.3333,65213.67521,38055.55556,65
Glenroy,h,645000,18,19820,11224.4898,733333.3333,1157894.737,35833.33333,1158
Heathmont,h,1175000,18,3073,6079.136691,281666.6667,42462.31156,65277.77778,42
Highett,h,1410000,18,2768, ,322500,87755.10204,78333.33333,88
Newport,h,340000,18,3065,4962.686567,221666.6667,51550.3876,18888.88889,52
Altona Meadows,h,808000,17,7273,4869.565217,186666.6667,64367.81609,47529.41176,64
Altona Meadows,h,545000,17, , ,313333.3333,87850.46729,32058.82353,88
Beaumaris,h,1291000,17,2771,3619.402985,161666.6667,35661.76471,75941.17647,36
Bentleigh East,h,700000,17,2892, ,235000,108045.977,41176.47059,108
Bentleigh East,h,1751000,17, , ,750000,714285.7143,103000,714
Bentleigh East,h,1200000,17, ,7456.140351,425000,354166.6667,70588.23529,354
Blackburn South,h,1030000,17, , ,480000,228571.4286,60588.23529,229
Boronia,h,946500,17, ,4597.701149,200000,28571.42857,55676.47059,29
Boronia,h,780000,17,4015,5789.473684,275000,79136.69065,45882.35294,79
Brunswick,u,315000,17,9588,10941.17647,465000,357692.3077,18529.41176,358
Brunswick,h,1005000,17, ,8000,280000,215384.6154,59117.64706,215
Brunswick East,h,1190000,17, ,4034.090909,177500,40804.5977,70000,41
Brunswick East,h,765000,17,1308,2528.089888,150000,33333.33333,45000,33
Brunswick East,h,965000,17,2451,4901.574803,207500,64175.25773,56764.70588,64
Brunswick West,h,1250000,17,2344,3625.899281,168000,37058.82353,73529.41176,37
Burwood East,h,1020000,17, ,9138.686131,417333.3333,782500,60000,783
Carnegie,u,780000,17, ,13620,681000,261923.0769,45882.35294,262
Coburg North,h,940000,17,3478,5252.525253,346666.6667,123809.5238,55294.11765,124
Cremorne,h,1260000,17, ,7972.972973,295000,113461.5385,74117.64706,113
Doncaster,t,885000,17,6125,6743.119266,367500,124576.2712,52058.82353,125
Essendon,h,1715000,17,2940,6892,430750,71198.34711,100882.3529,71
Essendon,h,1067500,17,3397,5408.163265,265000,53535.35354,62794.11765,54
Hillside,h,680000,17, , ,577000,151842.1053,40000,152
Hillside,h,620000,17, ,4500,135000,103846.1538,36470.58824,104
Hillside,h,642000,17, ,8312.5,332500,237500,37764.70588,238
Kealba,h,610000,17,2278,6721.311475,205000,36607.14286,35882.35294,37
Keilor Downs,h,665000,17, ,7828.947368,297500,283333.3333,39117.64706,283
Kensington,h,1115000,17,5194,5750,402500,125781.25,65588.23529,126
Kensington,h,855000,17, ,7371.428571,258000,135789.4737,50294.11765,136
Kingsville,h,1020000,17,9346,11440,715000,550000,60000,550
Maribyrnong,t,765000,17, ,5662.650602,470000,67142.85714,45000,67
Moonee Ponds,h,1285000,17, ,8985.507246,310000,269565.2174,75588.23529,270
Mulgrave,h,880000,17,3662,6500,260000,111428.5714,51764.70588,111
Mulgrave,h,860000,17,2202,4363.636364,160000,38709.67742,50588.23529,39
Mulgrave,h,828000,17, ,6144.578313,510000,72857.14286,48705.88235,73
Mulgrave,h,842000,17,5297,6476.683938,416666.6667,127551.0204,49529.41176,128
Mulgrave,h,1020000,17, , ,420000,254545.4545,60000,255
North Melbourne,h,1285000,17, ,7102.941176,483000,172500,75588.23529,173
Northcote,t,960000,17,4734,5833.333333,196000,142028.9855,56470.58824,142
Nunawading,h,970000,17, ,7307.692308,285000,126666.6667,57058.82353,127
Port Melbourne,h,1950000,17,4364,9045.454545,497500,180909.0909,114705.8824,181
Reservoir,h,1305500,17, ,6609.756098,271000,78550.72464,76794.11765,79
Seaholme,h,1105000,17, ,8925.925926,241000,79016.39344,65000,79
Strathmore,t,917000,17,316,7123.287671,260000,46428.57143,53941.17647,46
Taylors Lakes,h,650000,17,3364,14666.66667,550000,523809.5238,38235.29412,524
Templestowe Lower,h,1150000,17,1048,3206.521739,184375,40972.22222,67647.05882,41
Thornbury,h,1850000,17,16,6500,292500,136046.5116,108823.5294,136
Wantirna South,h,1371000,17,3507,8222.222222,246666.6667,60162.60163,80647.05882,60
Wheelers Hill,h,1580000,17,9293,7370.689655,285000,285000,92941.17647,285
Abbotsford,h,955000,17,2247,3289.361702,193250,81368.42105,56176.47059,81
Abbotsford,h,1200000,17,539,6604.971431,386428.5714,168012.4224,70588.23529,168
Altona Meadows,h,783000,17,3416,5849.673203,298333.3333,139843.75,46058.82353,140
Ascot Vale,h,1550000,17,3527, ,305666.6667,53313.95349,91176.47059,53
Balaclava,h,1062000,17, ,10207.54717,270500,300555.5556,62470.58824,301
Beaumaris,h,2082000,17,2535,3510.48951,167333.3333,32387.09677,122470.5882,32
Beaumaris,h,1730000,17,4256,7063.829787,415000,109210.5263,101764.7059,109
Bentleigh,h,1360500,17,884,2521.551724,195000,32500,80029.41176,33
Bentleigh East,t,1100000,17, ,9255.319149,435000,76315.78947,64705.88235,76
Bentleigh East,h,1160000,17, ,6223.175966,290000,278846.1538,68235.29412,279
Bentleigh East,h,1430000,17, ,6162.790698,265000,41085.27132,84117.64706,41
Blackburn,h,1505000,17, ,3211.229947,200166.6667,33361.11111,88529.41176,33
Blackburn North,h,990000,17, , ,285000,198837.2093,58235.29412,199
Blackburn South,h,1050000,17, ,9679.104478,324250,185285.7143,61764.70588,185
Blackburn South,h,1250000,17,2083,6944.444444,312500,240384.6154,73529.41176,240
Boronia,h,765000,17, ,6705.882353,285000,91935.48387,45000,92
Brighton East,h,2745000,17, ,4814.814815,260000,41489.3617,161470.5882,41
Brighton East,t,1420000,17, ,6582.278481,260000,66666.66667,83529.41176,67
Brighton East,h,3300000,17,1141,8461.538462,293333.3333,131343.2836,194117.6471,131
Brunswick,h,1585000,17, ,4391.489362,258000,108631.5789,93235.29412,109
Bulleen,h,1198000,17,1121,2770.083102,200000,83333.33333,70470.58824,83
Burnley,h,1940000,17, ,9116.883117,351000,292500,114117.6471,293
Burwood,h,1320000,17, ,2852.852853,237500,90476.19048,77647.05882,90
Burwood East,h,1250000,17,3405, ,357500,111718.75,73529.41176,112
Carlton,u,650000,17, ,5500,366666.6667,101851.8519,38235.29412,102
Carlton North,h,1210000,17,2956,7645.833333,440400,131856.2874,71176.47059,132
Cheltenham,h,1150000,17,3353, ,281666.6667,196511.6279,67647.05882,197
Cheltenham,h,1185000,17,11105,7827.868852,318333.3333,318333.3333,69705.88235,318
Cheltenham,h,1360000,17,2700,5319.148936,312500,100806.4516,80000,101
Coburg,h,1030000,17,1285,3967.567568,183500,49594.59459,60588.23529,50
Coburg,h,1085000,17,5935,9270.072993,423333.3333,705555.5556,63823.52941,706
Delahey,h,615000,16,4754,5487.804878,225000,86538.46154,38437.5,87
Derrimut,h,805000,16,3592,9139.240506,361000,51942.44604,50312.5,52
Donvale,h,1950000,16,2468,2867.647059,130000,28676.47059,121875,29
Elwood,u,396000,16,7434,12688.82175,1050000,913043.4783,24750,913
Ferntree Gully,h,668000,16,5403,8064.516129,687500,245535.7143,41750,246
Ferntree Gully,h,723000,16, ,6700,335000,39880.95238,45187.5,40
Glen Waverley,h,1758000,16,2721,4318.181818,174166.6667,52777.77778,109875,53
Glen Waverley,h,1459000,16,54,7641.509434,405000,155769.2308,91187.5,156
Glen Waverley,h,1700000,16,4067,6024.691358,325333.3333,187692.3077,106250,188
Hadfield,h,730000,16,2985,4349.775785,323333.3333,85087.7193,45625,85
Hampton East,h,1710000,16, ,6333.333333,253333.3333,292307.6923,106875,292
Keilor Downs,h,650000,16, ,8133.333333,305000,54464.28571,40625,54
Keilor East,h,1750000,16, ,7428.571429,520000,136842.1053,109375,137
Keilor East,h,901500,16,2067, ,155000,38429.75207,56343.75,38
Keilor East,h,763000,16, ,8108.108108,300000,157894.7368,47687.5,158
Kingsbury,h,680000,16,4545, ,1100000,90909.09091,42500,91
Malvern,h,2360000,16,3183,5990.566038,317500,108547.0085,147500,109
Malvern East,h,1960000,16, ,6511.029412,442750,260441.1765,122500,260
Maribyrnong,h,1300000,16,3859,6208.695652,238000,81136.36364,81250,81
Maribyrnong,h,1010000,16,3133,3586.956522,165000,45833.33333,63125,46
McKinnon,h,1200000,16,7979,8886.255924,625000,243506.4935,75000,244
Mitcham,h,1050000,16,11439,6801.801802,377500,102027.027,65625,102
Mitcham,h,985000,16, ,9823.529412,501000,98235.29412,61562.5,98
Mitcham,h,1400000,16,4095,6564.885496,286666.6667,61870.5036,87500,62
Moonee Ponds,h,1550000,16,2148,5423.728814,320000,46043.16547,96875,46
Mount Waverley,h,940000,16,1022,2472.868217,159500,49076.92308,58750,49
Mount Waverley,h,1530000,16,4192,3779.91453,294833.3333,101666.6667,95625,102
Mulgrave,h,825000,16, ,5905.511811,250000,85227.27273,51562.5,85
Newport,h,868100,16, , ,225000,38135.59322,54256.25,38
Northcote,h,1250000,16, ,5923.076923,308000,44963.50365,78125,45
Northcote,h,2250000,16, ,8470.588235,432000,154285.7143,140625,154
Oakleigh,h,1320000,16, , ,400000,142857.1429,82500,143
Pascoe Vale,h,755000,16, ,383333.3333,383333.3333,79310.34483,47187.5,79
Port Melbourne,h,1200000,16,3570,28000,177333.3333,39117.64706,75000,39
Prahran,h,1500000,16,2727,5660.377358,300000,68181.81818,93750,68
Reservoir,h,880000,16,4309,6275.167785,311666.6667,102747.2527,55000,103
Reservoir,h,980000,16,3251,3680,306666.6667,80701.75439,61250,81
Ringwood East,t,860000,16,2154,4827.586207,350000,125000,53750,125
Sandringham,h,1720000,16,2007,4520.766773,283000,111417.3228,107500,111
Sandringham,h,2115000,16,2505,5681.818182,312500,106837.6068,132187.5,107
Sandringham,h,1800000,16,992,4394.117647,249000,88928.57143,112500,89
Seddon,h,885000,16, ,4477.61194,300000,34090.90909,55312.5,34
Seddon,h,1170000,16, ,7610.576923,263833.3333,304423.0769,73125,304
South Melbourne,h,2200000,16, ,5723.076923,372000,232500,137500,233
South Yarra,h,3030000,16,3193,7407.407407,560000,350000,189375,350
Spotswood,h,1222000,16,3486,6354.43038,251000,54565.21739,76375,55
St Albans,h,694000,16,3764, ,266000,90681.81818,43375,91
St Albans,h,615000,16,112,6693.548387,415000,259375,38437.5,259
Strathmore,h,1300000,16,2160,5567.010309,270000,61363.63636,81250,61
Strathmore,t,880000,16,5032,8715.083799,520000,195000,55000,195
Strathmore,t,917000,16,6308,7105.263158,450000,540000,57312.5,540
Templestowe,h,1506666,16,3783,1800,427500,65769.23077,94166.625,66
Templestowe,h,1390000,16,2865,5976.190476,313750,107264.9573,86875,107
Templestowe Lower,h,1600000,16, ,3039.772727,200625,59007.35294,100000,59
Thornbury,h,1400000,16,3667, ,278666.6667,63816.79389,87500,64
Thornbury,h,903000,16,4123, ,352500,151612.9032,56437.5,152
Thornbury,h,1475000,16,128,7647.058824,520000,185714.2857,92187.5,186
Williamstown,h,1160000,16,1845,5344.827586,232500,73809.52381,72500,74
Windsor,h,1825000,16, ,7035.294118,299000,260000,114062.5,260
Windsor,h,1177500,16,3909,6785.714286,237500,107954.5455,73593.75,108
Windsor,h,1750000,16, ,7700,385000,148076.9231,109375,148
Yarraville,h,970000,16,2452,5892.857143,412500,119565.2174,60625,120
Albion,h,655000,16,4880,8776.978417,610000,305000,40937.5,305
Albion,t,600000,16,2092,5690.298507,305000,110507.2464,37500,111
Altona Meadows,h,632500,16,3943, ,500000,233644.8598,39531.25,234
Altona North,h,860000,16, ,8192.592593,553000,245777.7778,53750,246
Armadale,h,4250000,16,1657, ,295000,131111.1111,265625,131
Ascot Vale,h,1320000,16, ,7264.150943,385000,63114.7541,82500,63
Ascot Vale,h,1080000,16,19403, ,433333.3333,565217.3913,67500,565
Ashwood,h,1554000,16,2740,5833.333333,256666.6667,55395.68345,97125,55
Ashwood,h,1850000,16,3437,5396.135266,279250,128390.8046,115625,128
Avondale Heights,h,810000,16,2754,8583.333333,257500,58522.72727,50625,59
Balaclava,h,1467500,16,13294,8597.826087,527333.3333,608461.5385,91718.75,608
Balaclava,h,1550000,16, ,8139.534884,466666.6667,424242.4242,96875,424
Balaclava,h,1160000,16,2869, ,500000,157480.315,72500,157
Beaumaris,h,1800000,16,380,9492.753623,327500,251923.0769,112500,252
Bentleigh,t,1300000,16,92,4800,152000,52413.7931,81250,52
Bentleigh,t,1002500,16,3539,272500,272500,66463.41463,62656.25,66
Bentleigh,h,1390000,16, ,6271.428571,219500,63623.18841,86875,64
Bentleigh,h,2050000,16, ,6756.756757,333333.3333,625000,128125,625
Bentleigh East,t,1150000,16,3084,5833.333333,233333.3333,87500,71875,88
Blackburn North,h,980000,16, ,9696.969697,320000,228571.4286,61250,229
Brighton,h,2710000,16,9694, ,475000,250000,169375,250
Brighton,h,3800000,16,9696, ,637500,227678.5714,237500,228
