Suburb,Type,Lattitude,Longtitude,Landpercentage
Coburg,h,-37.90779,145.15042,77.02888583
Footscray,h,-37.88809,145.19011,77.03081232
Croydon,u,-37.87019,144.7843,77.03862661
Ormond,h,-37.7168,144.9171,77.05128205
Williamstown,h,-37.91237,145.00882,77.05345502
Alphington,u,-37.8119,144.868,77.0609319
Wantirna,h,-37.72343,144.81411,77.06109726
Toorak,u,-37.73797,144.92455,77.0631068
Braybrook,h,-37.7365,145.0173,77.06422018
Taylors Lakes,h,-37.8351,144.964,77.06422018
Richmond,u,-37.76132,144.85619,77.06896552
Clifton Hill,h,-37.75107,144.95112,77.06919946
Airport West,h,-37.82091,145.09543,77.07006369
Armadale,h,-37.88919,145.2165,77.0718232
Wantirna,h,-37.7064,144.9983,77.07910751
Malvern East,u,-37.9256,145.0374,77.08333333
South Yarra,u,-37.77864,144.84572,77.08333333
Newport,h,-37.8166,145.1354,77.08628006
South Kingsville,u,-37.95357,145.02651,77.090301
Footscray,t,-37.8233,145.1267,77.09190672
Essendon,h,-37.735,144.9203,77.09251101
Essendon,t,-37.7934,145.1207,77.09424084
South Yarra,u,-37.8308,144.83765,77.09497207
Templestowe,t,-37.7593,144.871,77.09580838
South Melbourne,h,-37.7128,144.9496,77.10144928
Newport,h,-37.8939,145.14707,77.10674157
South Yarra,u,-37.70716,144.93744,77.11864407
Brunswick,t,-37.9027,145.0225,77.13414634
Sunshine,h,-37.8696,145.0866,77.14987715
Carnegie,u,-37.80827,145.18099,77.18120805
Templestowe Lower,h,-37.9792,145.035,77.18631179
Sunshine West,h,-37.8039,145.3203,77.18940937
Albion,u,-37.7546,144.9042,77.19008264
Flemington,h,-37.70295,145.00277,77.19101124
Forest Hill,h,-37.7952,145.1684,77.19298246
Carnegie,h,-37.91795,145.07162,77.19594595
Box Hill,h,-37.79221,144.89076,77.19730942
Ashwood,h,-37.8229,145.1217,77.2005772
Altona North,t,-37.7969,144.8086,77.2113943
Essendon,h,-37.79094,145.07899,77.21518987
Oakleigh East,u,-37.78496,145.14659,77.21712538
Windsor,h,-37.96402,145.06658,77.2260274
Bentleigh East,h,-37.7411,144.9262,77.23342939
St Kilda,h,-37.92647,145.04636,77.26495726
Brunswick,h,-37.8964,145.0977,77.26523888
Coburg,h,-37.93058,145.16308,77.27272727
Vermont,t,-37.88811,145.11153,77.27272727
Kensington,h,-37.97677,145.03506,77.28506787
Kealba,h,-37.7459,144.9773,77.29636049
Aberfeldie,h,-37.7305,144.824,77.29831144
Carnegie,h,-37.82583,145.20608,77.30263158
Hampton East,t,-37.709,144.8925,77.30263158
Kew,h,-37.7763,144.9967,77.30263158
Preston,t,-37.96928,145.05851,77.31788079
Preston,h,-37.97307,145.05446,77.31788079
Coburg North,t,-37.76823,145.08103,77.33142037
Sunshine West,h,-37.91153,145.07831,77.37556561
Doncaster,t,-37.789,145.0616,77.38095238
Airport West,h,-37.9286,145.069,77.38095238
Preston,u,-37.70994,144.90987,77.38287561
Brunswick East,h,-37.7197,144.99295,77.38589212
Caulfield,u,-37.7796,144.8372,77.38791423
Reservoir,t,-37.88638,145.16745,77.40112994
Preston,h,-37.9535,145.01299,77.40740741
St Albans,h,-37.7895,145.1116,77.40963855
Doncaster,h,-37.8783,145.0869,77.4153074
Nunawading,t,-37.7549,145.1185,77.41935484
Sandringham,h,-37.8413,144.8741,77.42363878
Knoxfield,h,-37.73522,144.82044,77.4368231
Preston,h,-37.7971,144.9008,77.44107744
Brunswick West,h,-37.768,145.1027,77.47252747
Essendon,u,-37.8487,145.0592,77.48344371
Toorak,h,-37.7969,144.8276,77.48917749
Reservoir,h,-37.79263,145.29207,77.49042146
Sandringham,h,-37.81846,145.20078,77.49244713
Williamstown,u,-37.6979,144.9335,77.5
Yarraville,h,-37.87768,145.25918,77.5
Reservoir,h,-37.79595,144.83206,77.51196172
Windsor,u,-37.7437,144.9995,77.5147929
Wantirna,h,-37.7966,144.7928,77.51552795
Yarraville,h,-37.82734,145.24487,77.52808989
Armadale,u,-37.74796,144.84966,77.52808989
Brighton,h,-37.7886,144.821,77.52808989
Brunswick,h,-37.69241,144.97873,77.52808989
Brunswick,h,-37.7871,144.8083,77.5297619
South Yarra,u,-37.7307,144.9704,77.56521739
Braybrook,h,-37.86578,145.06886,77.58865248
Caulfield North,u,-37.85785,145.17049,77.58887172
Preston,h,-37.789,144.8195,77.59259259
Bentleigh,t,-37.8465,145.0743,77.59433962
Doncaster,h,-37.8374,145.0486,77.61780105
Elwood,u,-37.8107,145.0219,77.62148338
Bentleigh East,u,-37.7712,144.8336,77.62478485
Alphington,h,-37.96388,145.07807,77.65363128
Preston,t,-37.7894,144.8027,77.66570605
Ormond,u,-37.8179,145.0694,77.66714767
Richmond,h,-37.7367,144.9895,77.67145136
Armadale,t,-37.9284,145.0668,77.67145136
Niddrie,h,-37.93173,145.19475,77.68052516
Malvern East,u,-37.94087,145.03366,77.68313458
Northcote,h,-37.73073,144.79734,77.70154374
Maidstone,h,-37.77404,145.11703,77.70398482
Braybrook,t,-37.7801,144.8121,77.70700637
Toorak,u,-37.8022,144.8235,77.70992366
Aberfeldie,u,-37.75965,145.09937,77.71173848
Ferntree Gully,h,-37.74306,144.76679,77.7385159
Mitcham,h,-37.716,144.76879,77.7385159
Camberwell,h,-37.8389,144.8666,77.73913043
Elsternwick,h,-37.79238,145.07841,77.74244833
West Footscray,h,-37.7638,145.0182,77.75628627
Carlton North,h,-37.90984,145.08001,77.75862069
Prahran,u,-37.7557,145.0957,77.7607362
Avondale Heights,h,-37.78352,144.88981,77.76183644
Mulgrave,h,-37.7808,144.8678,77.77777778
St Kilda,h,-37.8469,145.0377,77.79329609
Armadale,h,-37.81151,145.09528,77.81456954
Sunshine,h,-37.77112,145.02893,77.81512605
Bayswater,u,-37.8324,145.1018,77.81954887
Reservoir,h,-37.6917,144.9755,77.82608696
Glen Waverley,u,-37.84291,145.25545,77.83018868
North Melbourne,t,-37.9524,145.02052,77.83333333
Essendon,h,-37.7408,144.8553,77.8597786
Southbank,u,-37.7543,144.9318,77.86752827
Cheltenham,h,-37.7498,144.8585,77.87610619
West Footscray,h,-37.7906,144.8387,77.88649706
Glenroy,h,-37.75014,144.96583,77.88844622
Glenroy,u,-37.74143,144.78145,77.88944724
Thornbury,t,-37.7662,144.8383,77.89473684
Hughesdale,u,-37.75228,144.88429,77.89598109
Albion,t,-37.87738,145.18083,77.89757412
Tullamarine,h,-37.7278,144.9463,77.90893761
Travancore,u,-37.92727,145.04771,77.91327913
Yarraville,h,-37.72904,144.88259,77.91798107
Kensington,u,-37.7432,144.9481,77.92056075
Brunswick,h,-37.7933,144.876,77.92792793
Reservoir,u,-37.86131,145.09638,77.93696275
Toorak,h,-37.8262,145.1301,77.93904209
Glen Waverley,t,-37.74965,144.77009,77.94117647
Middle Park,h,-37.9149,145.0254,77.95138889
Sunshine,h,-37.81691,145.07615,77.95591182
Preston,h,-37.7348,144.9852,77.95698925
Kensington,u,-37.77172,144.89296,77.95918367
Bentleigh,u,-37.7219,144.85239,77.96610169
Moonee Ponds,h,-37.9178,145.05414,77.96901893
Glenroy,h,-37.7935,145.0865,77.98165138
Kew,h,-37.76883,144.83974,77.98561151
Doncaster East,h,-37.7231,144.9252,77.98833819
Preston,u,-37.89965,145.17135,77.99479167
Albion,t,-37.7436,144.9308,78
Coburg North,t,-37.7352,144.9852,78
Burnley,h,-37.7724,145.1033,78.00829876
South Yarra,u,-37.79757,145.04323,78.01120448
Richmond,u,-37.77493,145.12547,78.01578354
Bentleigh East,t,-37.86491,145.09752,78.01608579
Port Melbourne,u,-37.73184,145.0079,78.02197802
Bentleigh East,h,-37.8867,144.99141,78.04265997
Brunswick West,h,-37.80467,145.10322,78.046875
Sunshine,h,-37.8956,145.0026,78.04878049
Glenroy,h,-37.7809,144.8228,78.04878049
Keilor Downs,h,-37.8291,144.835,78.04878049
Brunswick East,t,-37.87393,145.28858,78.04878049
Port Melbourne,u,-37.8831,145.0879,78.05280528
Bentleigh East,t,-37.9064,145.0229,78.05695142
Sunshine North,h,-37.75947,144.92542,78.06122449
North Melbourne,h,-37.74967,144.8977,78.06324111
South Yarra,h,-37.7765,145.117,78.08041505
Albion,h,-37.77519,145.29741,78.10457516
Fairfield,h,-37.7419,145.0049,78.10559006
Oakleigh,h,-37.8051,145.1016,78.10823988
South Melbourne,h,-37.8149,144.8707,78.13163482
Coburg North,u,-37.8009,144.8653,78.13852814
Gowanbrae,h,-37.70855,144.90441,78.14569536
Brunswick West,u,-37.8012,145.09288,78.14776275
Essendon,h,-37.7807,144.83648,78.1496063
Windsor,h,-37.9027,145.0684,78.1512605
Reservoir,t,-37.7002,144.9408,78.15384615
Maidstone,t,-37.89806,145.00816,78.16091954
Reservoir,u,-37.7195,144.9456,78.18791946
South Yarra,u,-37.8126,144.8905,78.19843342
Croydon,u,-37.734,144.9145,78.19905213
Port Melbourne,h,-37.7149,144.9473,78.20945946
Burwood,t,-37.7698,145.1028,78.22277847
Essendon,u,-37.8608,145.1842,78.2278481
Chadstone,t,-37.79373,144.84678,78.23129252
Coburg,t,-37.83831,145.13985,78.23834197
Melbourne,u,-37.77875,145.17409,78.24074074
Coburg,t,-37.7779,144.9133,78.26086957
Middle Park,h,-37.7195,144.9982,78.26825127
Footscray,h,-37.7891,144.823,78.27529022
West Footscray,h,-37.741,144.8573,78.27763496
Elwood,u,-37.8734,145.0887,78.29232996
Armadale,h,-37.925,145.0612,78.30188679
Newport,h,-37.82703,145.12938,78.30342577
Yarraville,h,-37.7194,144.9307,78.30832196
Bentleigh,h,-37.72216,144.99381,78.30940989
Richmond,u,-37.7956,144.826,78.330373
South Yarra,u,-37.7902,145.1344,78.33333333
Oakleigh East,t,-37.778,145.1173,78.35195531
Reservoir,t,-37.8803,145.22177,78.35723598
Moonee Ponds,h,-37.74588,144.87044,78.36538462
Fitzroy,h,-37.69768,144.74959,78.36734694
Elwood,u,-37.7675,144.8414,78.37398374
Richmond,u,-37.9307,145.0531,78.40236686
McKinnon,h,-37.7822,145.0907,78.4144427
Sunshine,h,-37.7595,144.8993,78.41823056
Clifton Hill,u,-37.71611,144.91064,78.42105263
Box Hill,h,-37.7737,144.9822,78.43942505
South Yarra,h,-37.6883,144.74225,78.44228095
Vermont,t,-37.75501,144.80459,78.45188285
Clifton Hill,h,-37.89074,145.07638,78.45238095
Cheltenham,u,-37.91212,145.1793,78.45744681
Murrumbeena,u,-37.8636,144.9749,78.46153846
Moonee Ponds,h,-37.847,144.8734,78.46153846
Altona,h,-37.83748,144.84446,78.46441948
Strathmore,h,-37.734,144.8593,78.49162011
Armadale,t,-37.77425,145.18109,78.49872774
Richmond,h,-37.7585,144.9317,78.50877193
Bentleigh East,h,-37.97161,145.07036,78.51239669
Keilor East,h,-37.8294,144.8378,78.51851852
Glen Waverley,h,-37.9158,145.1811,78.53107345
Reservoir,h,-37.7017,144.9282,78.53658537
Coburg,h,-37.7338,144.9441,78.53881279
Taylors Lakes,h,-37.7654,145.0112,78.53982301
Bentleigh,t,-37.73789,144.78734,78.54785479
Bentleigh East,h,-37.78612,145.16596,78.5615491
Glen Huntly,h,-37.7911,144.8821,78.57142857
Fairfield,u,-37.82956,145.13868,78.57142857
Aberfeldie,h,-37.7156,144.9429,78.57142857
Murrumbeena,u,-37.90087,145.03959,78.581363
Avondale Heights,h,-37.73118,144.8027,78.59477124
Port Melbourne,u,-37.7765,145.0027,78.60169492
Brunswick West,h,-37.7942,144.8832,78.60262009
Northcote,u,-37.77388,144.84369,78.61842105
Reservoir,h,-37.9076,145.03393,78.62068966
Murrumbeena,h,-37.83315,145.2026,78.62165963
Elsternwick,h,-37.8305,144.8736,78.62481315
Caulfield South,u,-37.8226,145.1103,78.62513426
Bentleigh,t,-37.7576,144.85979,78.62714509
Glenroy,h,-37.9076,145.068,78.63554758
Thornbury,u,-37.7442,144.9249,78.6407767
Moonee Ponds,h,-37.87754,145.12076,78.66108787
Brighton,h,-37.88698,144.78551,78.67924528
Hampton,t,-37.8328,145.17944,78.68338558
Albert Park,h,-37.81631,145.10313,78.68561279
Glen Iris,u,-37.80898,144.88701,78.69379015
Bentleigh East,t,-37.8258,145.1905,78.69415808
Reservoir,h,-37.8323,145.0842,78.69458128
Williamstown,h,-37.7418,144.8949,78.70967742
Sunshine West,h,-37.9088,145.0471,78.71064468
Pascoe Vale,h,-37.78571,144.87346,78.71559633
Albert Park,h,-37.7816,145.1066,78.72340426
Bentleigh,u,-37.7836,144.7988,78.73563218
Carnegie,u,-37.87229,145.10489,78.74396135
Ormond,u,-37.9232,145.0563,78.75722543
Essendon,h,-37.7196,144.997,78.76106195
Glenroy,h,-37.7097,144.9256,78.7661406
South Melbourne,u,-37.76,145.1054,78.76712329
Essendon,h,-37.7439,144.9195,78.77013177
Brighton,t,-37.77848,145.17597,78.77013177
Elwood,u,-37.8427,145.0824,78.7835703
Toorak,u,-37.7906,145.1138,78.78440367
Brunswick East,h,-37.9066,145.088,78.78787879
Clayton,h,-37.8963,145.1559,78.80184332
Caulfield North,u,-37.89187,145.11049,78.81355932
Scoresby,h,-37.97404,145.07541,78.82703777
Armadale,u,-37.9011,145.112,78.83895131
Collingwood,h,-37.79262,144.84587,78.84972171
Nunawading,h,-37.781,145.1036,78.87667888
Sandringham,h,-37.88366,145.22212,78.88601036
Malvern,h,-37.80868,144.88483,78.89908257
Surrey Hills,h,-37.7424,144.9571,78.90772128
Surrey Hills,h,-37.7424,144.9571,78.90772128
Wantirna South,h,-37.7939,145.1392,78.90818859
South Melbourne,u,-37.7978,144.8743,78.91791045
Flemington,u,-37.9399,145.0204,78.92074199
Coburg,h,-37.8501,145.059,78.9261745
Murrumbeena,u,-37.7435,144.8798,78.93835616
Preston,h,-37.7392,145.0163,78.93961708
Coburg,h,-37.89561,145.07502,78.94736842
Templestowe Lower,h,-37.7591,144.8542,78.94736842
Carlton,h,-37.731,144.77387,78.94736842
Ringwood East,h,-37.7236,144.9576,78.95791583
Brighton East,h,-37.77967,144.81275,78.97350993
Aberfeldie,h,-37.73656,144.97799,78.97435897
Doncaster,h,-37.9685,145.07538,78.97435897
Maidstone,h,-37.92498,145.06907,78.97897898
Burwood,h,-37.88009,145.22736,78.98351648
Reservoir,u,-37.8417,144.8896,78.98423818
Flemington,h,-37.71757,144.88228,78.99022801
Oak Park,h,-37.7285,144.9964,78.99441341
Bentleigh East,t,-37.8411,144.889,78.99603699
Williamstown,h,-37.77224,144.77381,79.00355872
Glenroy,h,-37.7602,145.1166,79.00466563
Coburg North,h,-37.7995,145.0418,79.00943396
Boronia,h,-37.8951,145.101,79.01459854
Yarraville,h,-37.82438,145.12528,79.01572112
Clifton Hill,h,-37.78045,144.88521,79.02298851
Coburg,h,-37.7613,144.9177,79.02571042
Albert Park,h,-37.7827,145.1358,79.02735562
North Melbourne,u,-37.7258,145.0129,79.04085258
Brunswick East,t,-37.87377,145.28688,79.04109589
Bayswater,h,-37.85695,145.15144,79.04191617
Essendon,h,-37.78159,144.82373,79.04967603
Pascoe Vale,h,-37.77824,144.81604,79.05308465
Sunshine,h,-37.79367,145.10661,79.05405405
Templestowe Lower,h,-37.87734,144.75504,79.05660377
Northcote,h,-37.7715,144.9426,79.06137184
Niddrie,h,-37.83529,144.87893,79.06504065
Ascot Vale,h,-37.8339,144.8716,79.07407407
Brighton,u,-37.8571,145.0766,79.07692308
Brunswick,h,-37.76389,144.9185,79.08011869
Elsternwick,u,-37.8118,145.1065,79.0897909
Mitcham,h,-37.75486,144.8655,79.09090909
Essendon,u,-37.8158,144.8707,79.0960452
Reservoir,u,-37.718,144.9124,79.11392405
Keilor East,h,-37.8538,145.0842,79.12408759
Kingsbury,u,-37.7194,145.0015,79.12885662
Bentleigh,t,-37.79058,144.83958,79.13669065
Essendon,h,-37.79938,145.05662,79.14691943
Burwood,h,-37.7931,144.8938,79.15492958
Avondale Heights,t,-37.84836,144.87408,79.15567282
Abbotsford,u,-37.8006,145.0218,79.15742794
Carnegie,u,-37.76996,144.93466,79.15993538
Richmond,h,-37.7816,144.9217,79.16666667
Reservoir,h,-37.84089,144.86617,79.16666667
Bentleigh,h,-37.76598,145.16524,79.16666667
Sunshine West,h,-37.8101,145.21697,79.17355372
Burwood East,t,-37.8681,144.819,79.18637654
Surrey Hills,u,-37.77165,144.97187,79.18781726
Ormond,h,-37.8603,145.0979,79.19953596
Kensington,t,-37.7617,145.1065,79.22077922
Keilor East,t,-37.70768,144.92586,79.23076923
Essendon,u,-37.95056,145.01757,79.23211169
Windsor,u,-37.8017,144.8258,79.23211169
Brighton,u,-37.9303,145.0805,79.23875433
North Melbourne,h,-37.7668,145.0149,79.24217463
Reservoir,h,-37.7606,144.8909,79.26023778
Keilor Park,t,-37.8263,144.8775,79.28286853
Yarraville,h,-37.7933,144.8411,79.28571429
Kingsbury,h,-37.8196,144.87493,79.28730512
Armadale,t,-37.79162,145.08315,79.28994083
Doncaster East,h,-37.80053,144.80459,79.29125138
Fairfield,h,-37.86513,145.07919,79.30463576
Airport West,u,-37.86618,145.14757,79.30607187
Malvern,h,-37.79702,145.05352,79.3062201
Thornbury,h,-37.7571,144.9335,79.31034483
Fitzroy,h,-37.7627,144.9047,79.32752179
Bentleigh East,t,-37.837,144.8772,79.33094385
Essendon North,h,-37.87373,144.77972,79.33884298
Essendon,h,-37.76291,145.11352,79.34131737
Richmond,h,-37.8737,145.0695,79.34472934
Flemington,h,-37.71477,144.98235,79.35222672
Bentleigh,t,-37.8333,144.8868,79.3594306
Hawthorn,u,-37.79443,144.99944,79.36210131
Caulfield North,u,-37.7002,144.9232,79.36507937
Notting Hill,h,-37.7704,144.8384,79.36802974
Strathmore,h,-37.736,145.0033,79.37062937
Thornbury,t,-37.91289,145.08065,79.37219731
Brighton,h,-37.7038,145.0281,79.38596491
Mitcham,u,-37.7813,145.1318,79.3956044
Aberfeldie,t,-37.723,144.96,79.39609236
Doncaster,h,-37.80794,145.18282,79.42176871
Brunswick,h,-37.80755,145.1638,79.42283563
Sunshine,h,-37.7487,144.8526,79.43143813
Ascot Vale,h,-37.8016,144.9508,79.45205479
Chadstone,t,-37.79189,145.29661,79.4661191
Elwood,u,-37.7094,144.9377,79.46902655
Port Melbourne,u,-37.7666,145.0132,79.47019868
Ormond,t,-37.9269,145.0274,79.48350072
Bentleigh,h,-37.7941,144.8924,79.48717949
Windsor,u,-37.8882,145.1146,79.5
Preston,h,-37.8846,145.0861,79.51219512
Avondale Heights,u,-37.69983,145.02202,79.5221843
Carnegie,u,-37.8454,145.0707,79.52755906
Coburg,h,-37.83206,145.24175,79.52973721
Toorak,h,-37.7104,144.9088,79.5379538
Carnegie,t,-37.8616,144.8116,79.56810631
Footscray,u,-37.9262,144.9969,79.56834532
Box Hill,h,-37.86361,145.15233,79.56989247
St Kilda,h,-37.7938,145.0838,79.58333333
Newport,u,-37.85041,145.26265,79.5862069
Seddon,h,-37.7074,145.0276,79.59770115
Oakleigh,h,-37.775,145.0268,79.60444994
Doncaster,u,-37.8489,145.1093,79.6101949
Alphington,h,-37.78057,144.83543,79.61165049
Maidstone,h,-37.71254,144.80836,79.61595273
Albion,h,-37.8666,145.0676,79.61696306
Coburg North,h,-37.73883,144.95321,79.62184874
Essendon,u,-37.73883,144.95321,79.62184874
Brighton East,t,-37.8258,145.1246,79.62213225
Brunswick,h,-37.8652,145.05248,79.62413452
Essendon North,u,-37.71051,144.90925,79.62466488
Templestowe,h,-37.92024,145.18049,79.625
Ascot Vale,h,-37.7438,144.9971,79.63576159
Doncaster,h,-37.7283,144.969,79.6460177
Mitcham,u,-37.79189,145.29661,79.65412004
Doncaster,h,-37.77863,144.84554,79.67914439
South Yarra,h,-37.9265,145.19758,79.67914439
Brunswick,u,-37.81028,145.17456,79.69283276
West Footscray,h,-37.8427,145.0236,79.69283276
Brunswick East,h,-37.84266,145.02355,79.69283276
Kensington,u,-37.931,145.0163,79.7
Flemington,u,-37.7029,144.9053,79.70779221
Northcote,h,-37.7825,144.886,79.71223022
Mount Waverley,h,-37.7259,144.8579,79.71223022
Maidstone,u,-37.72332,144.92673,79.71274686
Brighton East,u,-37.8553,145.0711,79.71428571
Richmond,h,-37.97289,145.05079,79.73856209
Williamstown North,h,-37.9109,145.0995,79.73950796
Glenroy,h,-37.7425,144.8683,79.74276527
Templestowe Lower,h,-37.87044,145.08609,79.74882261
Ormond,h,-37.7077,144.9438,79.75352113
Yarraville,h,-37.883,145.0791,79.76190476
Strathmore,h,-37.8236,145.20898,79.76190476
Bentleigh East,h,-37.76316,144.89799,79.79197623
Abbotsford,h,-37.71979,144.92341,79.79214781
Balwyn North,h,-37.71907,144.93828,79.79452055
Camberwell,h,-37.6964,144.9314,79.79502196
Maribyrnong,u,-37.7521,145.0114,79.7979798
Camberwell,h,-37.73425,144.94819,79.7979798
Kealba,h,-37.8552,145.082,79.80922099
Thornbury,h,-37.7612,145.0968,79.83074753
Hadfield,h,-37.8649,145.0547,79.83569828
Croydon North,h,-37.77022,145.08623,79.84615385
Yarraville,h,-37.86198,145.139,79.84848485
Coburg North,h,-37.8013,145.0335,79.8488665
Pascoe Vale,h,-37.72285,144.87539,79.85074627
St Kilda,u,-37.8451,145.1805,79.85507246
Bulleen,h,-37.8959,145.0736,79.85611511
Flemington,h,-37.7642,144.8603,79.86348123
St Kilda,u,-37.8302,144.8885,79.87288136
Pascoe Vale,h,-37.71497,144.79838,79.87804878
Fitzroy,t,-37.7651,144.8241,79.87897126
Oakleigh,h,-37.7632,144.898,79.8816568
Malvern East,t,-37.7066,145.0203,79.89949749
Armadale,h,-37.78839,145.07076,79.90430622
Elwood,t,-37.739,145.0238,79.92047714
Doncaster East,h,-37.72483,144.8143,79.92073976
Brighton East,h,-37.8575,145.0554,79.92125984
Wantirna South,h,-37.89863,145.26708,79.94579946
Wantirna South,h,-37.77655,145.15387,79.94987469
Ormond,t,-37.8405,145.0903,79.95079951
Mount Waverley,h,-37.75177,144.80173,79.96254682
Chadstone,t,-37.84207,145.17795,79.96557659
Bentleigh,u,-37.848,145.14165,79.96661102
Mulgrave,h,-37.79003,144.79651,79.96987952
Doncaster,h,-37.7958,144.9001,79.97496871
Elsternwick,t,-37.7679,145.0958,79.98220641
Northcote,h,-37.75402,144.95991,80
South Yarra,u,-37.7242,145.0154,80
Hampton,h,-37.8275,145.1298,80
Sunshine,h,-37.8241,144.8419,80
Bentleigh East,t,-37.9256,145.0757,80
Kingsville,h,-37.76092,144.85603,80
Bentleigh East,t,-37.77278,144.85418,80
Richmond,h,-37.8561,145.0934,80
Reservoir,h,-37.88859,145.13335,80
Port Melbourne,h,-37.7007,144.9815,80
Balwyn,h,-37.7378,144.8705,80
Preston,h,-37.8958,145.11969,80.01749664
Brunswick,h,-37.8865,144.9874,80.03194888
Melbourne,u,-37.84613,145.25606,80.04032258
Heathmont,h,-37.92632,145.17978,80.06134969
Coburg,h,-37.74538,144.79216,80.06872852
Avondale Heights,h,-37.834,144.8668,80.07181329
Carnegie,u,-37.7156,144.943,80.07181329
Maidstone,t,-37.84061,144.84692,80.07181329
Kingsville,h,-37.7798,145.1368,80.09259259
Malvern East,h,-37.7677,144.8674,80.10118044
Richmond,h,-37.9057,145.0166,80.10540184
Port Melbourne,h,-37.83161,145.17555,80.11363636
Hampton,h,-37.77473,145.26256,80.12139605
Port Melbourne,u,-37.8993,145.0528,80.13245033
Port Melbourne,u,-37.8509,145.0856,80.13468013
Heathmont,h,-37.83691,145.21269,80.13468013
Toorak,h,-37.9199,145.0477,80.1369863
Port Melbourne,u,-37.77279,144.94069,80.14842301
St Kilda,u,-37.85993,144.8176,80.14981273
Brunswick East,u,-37.86118,145.11506,80.16415869
Northcote,h,-37.7905,144.8073,80.16528926
Mount Waverley,h,-37.91713,145.24706,80.16643551
Richmond,u,-37.7217,145.0163,80.17621145
Thornbury,h,-37.8431,145.0962,80.18018018
Thornbury,u,-37.80815,145.15441,80.18494055
South Yarra,h,-37.7939,145.0789,80.20565553
Blackburn,h,-37.80554,145.15549,80.22988506
Richmond,u,-37.73039,144.98014,80.23715415
Prahran,u,-37.73664,145.02375,80.23952096
Croydon,h,-37.7906,144.7929,80.24054983
Malvern East,u,-37.8012,145.0361,80.24691358
Croydon,h,-37.84477,145.15582,80.24691358
Altona North,t,-37.92811,145.14971,80.2538787
West Footscray,h,-37.6981,144.9989,80.25974026
Ashwood,u,-37.71734,144.94268,80.26070764
Thornbury,u,-37.7728,145.0214,80.28933092
Brunswick,u,-37.8835,145.0886,80.29801325
Toorak,t,-37.7345,144.9977,80.29978587
Niddrie,u,-37.85971,145.31036,80.30888031
Ferntree Gully,h,-37.72765,144.78107,80.31307551
Preston,h,-37.731,144.9486,80.32069971
St Kilda,u,-37.832,145.11,80.32178218
Pascoe Vale,h,-37.7525,144.9321,80.33472803
Balwyn,u,-37.7841,145.28877,80.33707865
Avondale Heights,u,-37.7184,144.9962,80.34188034
St Kilda,u,-37.721,144.9885,80.35714286
Brunswick,h,-37.7465,144.876,80.35714286
Prahran,h,-37.7445,144.9471,80.36697248
Thornbury,h,-37.79436,145.13869,80.37094281
Airport West,u,-37.7956,144.8292,80.37383178
Preston,t,-37.82273,145.27323,80.37542662
Coburg,h,-37.90168,145.11081,80.38585209
Caulfield South,h,-37.94163,145.03537,80.40540541
Essendon,u,-37.812,145.1095,80.41775457
Bentleigh East,h,-37.849,145.11839,80.41775457
Armadale,u,-37.76753,144.83462,80.41825095
Richmond,u,-37.8653,145.0897,80.42253521
Fitzroy North,t,-37.84954,145.0924,80.42763158
Sunshine West,h,-37.8002,145.0999,80.43728423
Malvern East,t,-37.70947,144.94664,80.44596913
Kealba,h,-37.71562,145.02175,80.45602606
Flemington,h,-37.7178,144.9422,80.45774648
Brunswick,h,-37.875,145.0861,80.46511628
Abbotsford,h,-37.86045,144.89185,80.46875
Caulfield North,u,-37.87148,145.12866,80.47337278
Strathmore,h,-37.77252,145.02546,80.4835924
Malvern East,h,-37.7226,144.8733,80.4835924
Armadale,h,-37.84136,145.09452,80.48552754
Moonee Ponds,h,-37.7327,144.92966,80.50089445
Elwood,u,-37.84579,145.10838,80.50420168
Brunswick,h,-37.92083,145.07083,80.50420168
St Kilda,u,-37.7926,145.0842,80.50974513
Elsternwick,h,-37.71425,144.95013,80.51118211
Bentleigh East,h,-37.8599,145.0815,80.51282051
Williamstown,u,-37.86715,144.80612,80.52173913
Fitzroy,h,-37.7323,144.9833,80.52208835
Brunswick West,h,-37.83945,145.16684,80.52373159
Abbotsford,h,-37.7505,144.9725,80.52516411
Brunswick East,t,-37.72544,144.85259,80.52550232
North Melbourne,h,-37.84764,145.09273,80.52805281
Doncaster,t,-37.9262,145.0808,80.53097345
Thornbury,u,-37.7344,145.0208,80.53375196
Essendon,u,-37.7714,145.1141,80.54187192
Malvern,h,-37.70202,144.94064,80.54545455
Port Melbourne,u,-37.736,144.8839,80.55987558
Northcote,u,-37.69805,144.92765,80.56801196
Oakleigh,h,-37.711,144.9478,80.56951424
Southbank,u,-37.7959,145.0787,80.56994819
Thornbury,u,-37.7875,144.8456,80.57142857
Coburg North,h,-37.9153,145.0142,80.58551618
Middle Park,h,-37.7368,144.8856,80.58659218
Avondale Heights,h,-37.7526,144.8911,80.59440559
Brighton East,h,-37.9233,144.9944,80.59796438
St Kilda,u,-37.9059,145.0733,80.61041293
Malvern East,h,-37.77396,144.77229,80.6312769
Yarraville,h,-37.82218,144.89165,80.64516129
Preston,h,-37.83511,144.84905,80.66378066
Mount Waverley,h,-37.7441,144.8503,80.66914498
Camberwell,h,-37.73009,144.93068,80.67754078
South Yarra,u,-37.84308,145.168,80.6779661
Port Melbourne,u,-37.7479,144.8931,80.69216758
Coburg North,h,-37.6962,144.9376,80.69241012
