Suburb,CouncilArea,Lattitude,Longtitude,Buildingage,Pricepermeterland,Pricepermeterbuilding
Bulleen,Manningham City Council,-37.77306,145.09138, ,1744.186047, 
Bulleen,Manningham City Council,-37.77163,145.09695, , , 
Bulleen,Manningham City Council,-37.77505,145.10332,61, ,7021.89781
Burwood,Monash City Council,-37.84669,145.10305, ,2295.552367, 
Burwood East,Whitehorse City Council,-37.84776,145.14014, , , 
Burwood East,Whitehorse City Council,-37.84859,145.15697, ,1852.159468, 
Cairnlea,Brimbank City Council,-37.76264,144.78245, , , 
Carlton North,Melbourne City Council,-37.78707,144.96954,121,12577.98165,11921.73913
Carlton North,Melbourne City Council,-37.78731,144.97551,141,11030.30303,9009.90099
Caulfield North,Glen Eira City Council,-37.86924,145.0281,106,7019.230769,11698.71795
Caulfield South,Glen Eira City Council,-37.90116,145.02845,86,3186.372745,8412.698413
Cheltenham,Bayside City Council,-37.95564,145.05805, , , 
Cheltenham,Bayside City Council,-37.96191,145.04939,61, ,7714.285714
Cheltenham,Bayside City Council,-37.97349,145.07647,31, ,7569.444444
Cheltenham,Bayside City Council,-37.97223,145.07895,51,1793.680297,5710.059172
Clifton Hill,Yarra City Council,-37.78932,144.99984, ,9322.033898, 
Clifton Hill,Yarra City Council,-37.79379,144.98809,141,5846.153846,9500
Clifton Hill,Yarra City Council,-37.79364,144.98853,131,3980.099502, 
Coburg,Darebin City Council,-37.73596,144.97179,21, ,5232.55814
Coburg,Darebin City Council,-37.74687,144.95761, ,2278.325123, 
Coburg,Darebin City Council,-37.73369,144.95599,71,2695.41779,9345.794393
Coburg North,Darebin City Council,-37.72927,144.97248, , , 
Coburg North,Darebin City Council,-37.73435,144.97844,71, ,7100.775194
Croydon,Maroondah City Council,-37.78703,145.29502,51,903.5294118,5189.189189
Croydon,Maroondah City Council,-37.80224,145.27584, , , 
Croydon North,Maroondah City Council,-37.76519,145.27824,28, ,3711.538462
Doncaster,Manningham City Council,-37.78299,145.10504, ,2042.87902, 
Doncaster East,Manningham City Council,-37.75869,145.17728,41,1704.834606,6700
Doncaster East,Manningham City Council,-37.78674,145.15106,7,3559.782609,6453.20197
Doncaster East,Manningham City Council,-37.78104,145.14902, ,2130.898021, 
Doncaster East,Manningham City Council,-37.77584,145.17677, ,1676.980198, 
Doncaster East,Manningham City Council,-37.78336,145.15081,41,2438.538206,8896.969697
Donvale,Manningham City Council,-37.78856,145.18852,51,665.1662916,9568.345324
Elsternwick,Glen Eira City Council,-37.89137,145.0105, , , 
Elsternwick,Glen Eira City Council,-37.88321,145.01155,106,6151.603499,12339.18129
Elwood,Port Phillip City Council,-37.8784,144.98019,111,7549.668874,11067.96117
Elwood,Port Phillip City Council,-37.88261,144.98467,96,4044.117647,13664.59627
Essendon,Moonee Valley City Council,-37.74228,144.90228,15,3014.354067,6478.1491
Essendon,Moonee Valley City Council,-37.75035,144.91197, ,2599.009901, 
Essendon,Moonee Valley City Council,-37.76031,144.91605, , , 
Essendon North,Moonee Valley City Council,-37.73645,144.89993,101, ,5777.777778
Essendon West,Moonee Valley City Council,-37.75087,144.8853,71,2141.680395,5990.78341
Essendon West,Moonee Valley City Council,-37.74871,144.88746, , , 
Fitzroy,Yarra City Council,-37.79651,144.97807,131,10833.33333,10156.25
Fitzroy,Yarra City Council,-37.79612,144.98164,111,10098.68421,16157.89474
Fitzroy North,Moreland City Council,-37.7873,144.9911,141,9090.909091,15384.61538
Fitzroy North,Moreland City Council,-37.77705,144.9846,91,4632.596685, 
Flemington,Melbourne City Council,-37.78161,144.92649,101,3724.340176,9202.898551
Flemington,Melbourne City Council,-37.78568,144.92402, ,6000, 
Footscray,Maribyrnong City Council,-37.80093,144.88955, ,5288.461538, 
Footscray,Maribyrnong City Council,-37.79063,144.89733, , , 
Forest Hill,Whitehorse City Council,-37.8328,145.17944,61,1816.61442,8522.058824
Forest Hill,Whitehorse City Council,-37.82942,145.16915, ,1859.344894, 
Forest Hill,Whitehorse City Council,-37.84121,145.16068,51,1886.855241,10309.09091
Gardenvale,Glen Eira City Council,-37.89806,145.00816,101,2658.045977,12171.05263
Glen Waverley,Monash City Council,-37.87215,145.17259,51,2170.437406,9107.594937
Glen Waverley,Monash City Council,-37.89097,145.15154,66, ,10043.10345
Glenroy,Moreland City Council,-37.70189,144.90894,4,713.9689175,5792.46087
Glenroy,Moreland City Council,-37.70918,144.90722, , , 
Hampton,Bayside City Council,-37.94008,145.00809,10,4761.904762,6250
Hampton East,Bayside City Council,-37.93668,145.03372,18, ,8427.419355
Hampton East,Bayside City Council,-37.93394,145.03241,71,1365.517241,2981.927711
Hampton East,Bayside City Council,-37.93858,145.0323,7, ,8557.692308
Heathmont,Maroondah City Council,-37.82575,145.24403,71,1057.971014,10000
Highett,Bayside City Council,-37.94493,145.03118, , , 
Highett,Bayside City Council,-37.95438,145.04475,15, ,6587.301587
Kealba,Brimbank City Council,-37.73642,144.82851,41,1006.861063,5435.185185
Keilor,Brimbank City Council,-37.71402,144.82165,31,1252.045827, 
Keilor,Brimbank City Council,-37.71575,144.82248,51, ,3956.31068
Keilor East,Brimbank City Council,-37.7493,144.85216,41, , 
Kensington,Melbourne City Council,-37.79695,144.9297, ,9025.270758, 
Kensington,Melbourne City Council,-37.78857,144.92534, , , 
Malvern,Stonnington City Council,-37.86411,145.032,121,5565.529623,16145.83333
Malvern East,Stonnington City Council,-37.8742,145.04598, , , 
Malvern East,Stonnington City Council,-37.87652,145.05678, , , 
Malvern East,Stonnington City Council,-37.88272,145.06197,95, ,8264.840183
Malvern East,Stonnington City Council,-37.87773,145.08706, , , 
Maribyrnong,Maribyrnong City Council,-37.77172,144.89296,71,2244.897959,10185.18519
Maribyrnong,Maribyrnong City Council,-37.78441,144.89605,15, ,5502.392344
Maribyrnong,Maribyrnong City Council,-37.76849,144.90025,121,1984.949833,11637.2549
Maribyrnong,Maribyrnong City Council,-37.76575,144.89715, , , 
Maribyrnong,Maribyrnong City Council,-37.78461,144.88474,61,1883.495146,6466.666667
McKinnon,Glen Eira City Council,-37.90959,145.04991, , , 
McKinnon,Glen Eira City Council,-37.9076,145.03393,91,2965.517241,13870.96774
Mitcham,Whitehorse City Council,-37.81131,145.19739, ,1369.84, 
Moonee Ponds,Moonee Valley City Council,-37.76581,144.90729, ,1938.77551, 
Moonee Ponds,Moonee Valley City Council,-37.75801,144.91762,111,3920.265781,10442.47788
Moonee Ponds,Moonee Valley City Council,-37.7717,144.92302, , , 
Moonee Ponds,Moonee Valley City Council,-37.76778,144.92786,111, ,7252.747253
Moonee Ponds,Moonee Valley City Council,-37.769,144.91861,131,5322.033898,11418.18182
Moonee Ponds,Moonee Valley City Council,-37.77197,144.93026, ,2447.552448, 
Mount Waverley,Monash City Council,-37.85686,145.11906, , , 
Mount Waverley,Monash City Council,-37.87761,145.12996, , , 
Mount Waverley,Monash City Council,-37.86467,145.11823, , , 
Mount Waverley,Monash City Council,-37.87226,145.12082,46, ,6123.595506
Mulgrave,Monash City Council,-37.92181,145.17104,46, ,4568.527919
Newport,Hobsons Bay City Council,-37.84776,144.89223,106,3196.236559,7573.248408
Northcote,Darebin City Council,-37.7662,145.00682, , ,60000
Northcote,Darebin City Council,-37.77892,145.01235, ,4350, 
Notting Hill,Monash City Council,-37.90521,145.14866,51,1506.849315,1492.537313
Nunawading,Manningham City Council,-37.81223,145.17926,51,1725.352113,5610.687023
Oakleigh,Monash City Council,-37.90561,145.08982, ,2266.791045, 
Oakleigh,Monash City Council,-37.90537,145.09365,81,2339.857651,9962.121212
Ormond,Glen Eira City Council,-37.9078,145.04119,51,3256.704981,11724.13793
Pascoe Vale,Moreland City Council,-37.73009,144.93068,8,978.6700125,5064.935065
Pascoe Vale,Moreland City Council,-37.72088,144.9457, ,1449.251248, 
Pascoe Vale,Moreland City Council,-37.72201,144.94249, , , 
Pascoe Vale,Moreland City Council,-37.71545,144.94232, , , 
Pascoe Vale,Moreland City Council,-37.72332,144.92673,71,1599.640934,7884.955752
Port Melbourne,Melbourne City Council,-37.83679,144.93949, ,10370.37037, 
Port Melbourne,Melbourne City Council,-37.83281,144.94156,5, ,12432.43243
Prahran,Stonnington City Council,-37.858,145.00733,121, ,11904.7619
Prahran,Stonnington City Council,-37.84691,144.98828,19, , 
Prahran,Stonnington City Council,-37.85256,145.00143,141, ,16250
Prahran,Stonnington City Council,-37.85104,145.00556,101,9394.736842,11516.12903
Preston,Darebin City Council,-37.73664,145.02375,66,1666.666667,8434.343434
Preston,Darebin City Council,-37.74975,145.01896, , , 
Preston,Darebin City Council,-37.73543,145.0162,51,623.2294618,6769.230769
Preston,Darebin City Council,-37.74712,144.98784, , , 
Preston,Darebin City Council,-37.73433,144.99807, , , 
Preston,Darebin City Council,-37.7483,145.00176, ,3279.245283, 
Preston,Darebin City Council,-37.73115,145.01608, ,2203.669725, 
Reservoir,Darebin City Council,-37.70558,145.01506, , , 
Reservoir,Darebin City Council,-37.70058,144.98905, ,1013.333333, 
Reservoir,Darebin City Council,-37.69868,145.03418, ,1651.705566, 
Reservoir,Darebin City Council,-37.71445,144.98225,71,1323.828921, 
Reservoir,Darebin City Council,-37.73113,145.02405, ,1154.891304, 
Reservoir,Darebin City Council,-37.7074,145.01316, , , 
Reservoir,Darebin City Council,-37.72653,145.01855,71,1547.987616,5952.380952
Reservoir,Darebin City Council,-37.71734,144.99603, , , 
Richmond,Yarra City Council,-37.82171,145.00618, , , 
Richmond,Yarra City Council,-37.81349,145.0049,99,4639.902676,12713.33333
Richmond,Yarra City Council,-37.81673,144.99549,11, ,10080.64516
Richmond,Yarra City Council,-37.81209,144.99329, , , 
Ringwood,Maroondah City Council,-37.81542,145.21839,57, ,7000
Sandringham,Bayside City Council,-37.95313,145.01732,86, ,10486.72566
Sandringham,Bayside City Council,-37.9487,145.02145,14,2481.481481,5756.013746
Sandringham,Bayside City Council,-37.94783,145.01593, , , 
Sandringham,Bayside City Council,-37.9524,145.02052,71,2166.666667,9774.43609
Seddon,Maribyrnong City Council,-37.80868,144.88483,111,2316.513761,10978.26087
South Melbourne,Port Phillip City Council,-37.8349,144.95758, ,14015.15152, 
South Melbourne,Port Phillip City Council,-37.83661,144.96378,141,12250,17253.52113
South Melbourne,Port Phillip City Council,-37.83551,144.95272,151, ,12820.51282
South Melbourne,Port Phillip City Council,-37.83871,144.96102, ,9268.656716, 
South Yarra,Melbourne City Council,-37.84349,145.0035,16, ,11111.11111
South Yarra,Melbourne City Council,-37.84188,144.99979,22,9775.784753,9276.595745
South Yarra,Melbourne City Council,-37.83361,144.98819,56, ,7763.157895
South Yarra,Melbourne City Council,-37.83998,144.98877,25,11437.9085,10802.46914
South Yarra,Melbourne City Council,-37.84073,144.98622,26,5462.184874, 
Spotswood,Hobsons Bay City Council,-37.8294,144.8841,111,3393.351801, 
St Albans,Brimbank City Council,-37.73041,144.79471, ,1341.269841, 
Strathmore,Moonee Valley City Council,-37.73907,144.92099, , , 
Strathmore,Moonee Valley City Council,-37.73144,144.9179,10, ,4669.2607
Strathmore,Moonee Valley City Council,-37.74313,144.93247, , , 
Sunshine,Brimbank City Council,-37.78802,144.84149,5, ,6288.659794
Sunshine,Brimbank City Council,-37.78246,144.83807, , , 
Sunshine North,Brimbank City Council,-37.77337,144.83653,51,1375.711575, 
Sunshine West,Brimbank City Council,-37.79482,144.79027,6,2235.294118,5277.777778
Sunshine West,Brimbank City Council,-37.78929,144.81414,71, ,6307.692308
Sunshine West,Brimbank City Council,-37.78965,144.81297, , , 
Templestowe,Manningham City Council,-37.76573,145.13911, ,551.8234165, 
Templestowe,Manningham City Council,-37.77466,145.16404, ,1840.063762, 
Templestowe,Manningham City Council,-37.75521,145.12176,71,4492.753623,12400
Templestowe,Manningham City Council,-37.76598,145.16524,36,1343.75,6450
Templestowe Lower,Manningham City Council,-37.76948,145.105,22,1960.507757,4860.13986
Templestowe Lower,Manningham City Council,-37.75743,145.11669, ,1376.720901, 
Templestowe Lower,Manningham City Council,-37.77154,145.10361,61,1944.444444,12587.7193
Thornbury,Darebin City Council,-37.75625,145.02194,71, ,11141.30435
Thornbury,Darebin City Council,-37.75696,145.01253, , , 
Thornbury,Darebin City Council,-37.75714,145.01981, ,2898.661568,10455.17241
Toorak,Stonnington City Council,-37.8365,145.00654,31, ,14549.18033
Tullamarine,Brimbank City Council,-37.69211,144.87562,41,1142.322097,4066.666667
Tullamarine,Brimbank City Council,-37.6899,144.87418,61,1003.740648,7453.703704
Wantirna,Knox City Council,-37.85854,145.22399,19, ,4246.575342
Wantirna,Knox City Council,-37.85466,145.22367,41,1263.297872,5080.213904
Wantirna South,Knox City Council,-37.88366,145.22212,41,1341.968912,6355.828221
West Footscray,Maribyrnong City Council,-37.79256,144.86715,81,2230.769231,9062.5
West Footscray,Maribyrnong City Council,-37.80782,144.86586,11,5037.313433, 
Wheelers Hill,Monash City Council,-37.9158,145.1811,48,1483.050847,6907.894737
Wheelers Hill,Monash City Council,-37.91024,145.17601, ,1421.554711, 
Williamstown,Hobsons Bay City Council,-37.85749,144.89151,121, ,10112.06897
Wonga Park,Manningham City Council,-37.73287,145.2757,111, ,5931.372549
Yarraville,Maribyrnong City Council,-37.81306,144.88085,101,4444.444444,9292.929293
Yarraville,Maribyrnong City Council,-37.82055,144.88617, ,1965.317919, 
Yarraville,Maribyrnong City Council,-37.82001,144.87849, ,1763.485477, 
Airport West,Moonee Valley City Council,-37.7204,144.87419,71,1321.917808,7720
Airport West,Moonee Valley City Council,-37.72394,144.87348,41,891.3934426,4677.419355
Airport West,Moonee Valley City Council,-37.72483,144.87087,51,1380.718954,28166.66667
Airport West,Moonee Valley City Council,-37.72564,144.86843, ,3373.188406, 
Airport West,Moonee Valley City Council,-37.71734,144.88022, ,1492.635025, 
Albert Park,Port Phillip City Council,-37.84476,144.95164, ,10501.9305, 
Albert Park,Port Phillip City Council,-37.84785,144.95614,101, ,13161.29032
Albert Park,Port Phillip City Council,-37.84442,144.94465,121, ,10815.38462
Albion,Brimbank City Council,-37.7796,144.81718, , , 
Altona,Hobsons Bay City Council,-37.86284,144.83638, ,2114.337568, 
Altona Meadows,Hobsons Bay City Council,-37.87631,144.7709,29,1244.813278,4580.152672
Altona North,Hobsons Bay City Council,-37.8441,144.85163,61, ,4319.248826
Altona North,Hobsons Bay City Council,-37.83856,144.8601, ,1629.502573, 
Ardeer,Brimbank City Council,-37.78281,144.80403, ,1200,4800
Ardeer,Brimbank City Council,-37.78127,144.79761,75,1076.15894,6018.518519
Armadale,Stonnington City Council,-37.85334,145.02048, , , 
Armadale,Stonnington City Council,-37.85469,145.01826,111,10778.44311,15384.61538
Ascot Vale,Moonee Valley City Council,-37.78138,144.90885, , , 
Ascot Vale,Moonee Valley City Council,-37.77609,144.92733, ,2965.174129, 
Ashwood,Monash City Council,-37.86486,145.1113, ,2896.551724, 
Ashwood,Monash City Council,-37.86824,145.10136, ,1491.060026, 
Ashwood,Monash City Council,-37.87027,145.10231, ,3246.376812, 
Avondale Heights,Moonee Valley City Council,-37.76092,144.85603,61,1466.101695,7330.508475
Avondale Heights,Moonee Valley City Council,-37.7588,144.85474,61,1326.530612,9750
Avondale Heights,Moonee Valley City Council,-37.76132,144.85619,71,1381.034483,6022.556391
Avondale Heights,Moonee Valley City Council,-37.75728,144.85825,16,3495.024876,5665.322581
Avondale Heights,Moonee Valley City Council,-37.7526,144.85488,51,1470.588235,7692.307692
Avondale Heights,Moonee Valley City Council,-37.76133,144.85882, , , 
Avondale Heights,Moonee Valley City Council,-37.75659,144.8564, , , 
Balaclava,Port Phillip City Council,-37.86744,144.99707,101, ,13088.23529
Beaumaris,Bayside City Council,-37.9867,145.03895, ,2423.312883, 
Beaumaris,Bayside City Council,-37.98099,145.03119, ,2002.670227, 
Bentleigh,Glen Eira City Council,-37.92058,145.0372,96, ,9870.12987
Bentleigh,Glen Eira City Council,-37.92047,145.04422, ,2465.753425, 
Bentleigh,Glen Eira City Council,-37.92429,145.02952, , , 
Bentleigh,Glen Eira City Council,-37.93087,145.04172,5,3555.236729,3555.236729
Bentleigh,Glen Eira City Council,-37.9128,145.02574,26, ,7897.435897
Bentleigh,Glen Eira City Council,-37.92935,145.04323,12, ,5653.846154
Bentleigh,Glen Eira City Council,-37.9262,145.03919, , , 
Bentleigh,Glen Eira City Council,-37.91635,145.02837, ,1250.76266, 
Bentleigh East,Glen Eira City Council,-37.91191,145.07084,4, ,4803.571429
Bentleigh East,Glen Eira City Council,-37.93167,145.06541, ,2309.734513, 
Bentleigh East,Glen Eira City Council,-37.91725,145.0559, ,2619.414484, 
Bentleigh East,Glen Eira City Council,-37.90967,145.05948,61,2285.714286,8000
Bentleigh East,Glen Eira City Council,-37.90995,145.07821, ,2927.689594, 
Bentleigh East,Glen Eira City Council,-37.92547,145.05957, , , 
Bentleigh East,Glen Eira City Council,-37.90672,145.05512,16, ,6877.022654
Bentleigh East,Glen Eira City Council,-37.91684,145.06535, , , 
Bentleigh East,Glen Eira City Council,-37.92589,145.06138, , , 
Black Rock,Bayside City Council,-37.96563,145.0141, , , 
Blackburn,Whitehorse City Council,-37.81275,145.16566, ,1573.676681, 
Blackburn,Whitehorse City Council,-37.82825,145.15816,15,2095.032397,6643.835616
Blackburn South,Whitehorse City Council,-37.84489,145.1454,9,3330.494037,5585.714286
Boronia,Knox City Council,-37.84496,145.2925, , , 
Boronia,Knox City Council,-37.86821,145.29094, ,706.9384215, 
Braybrook,Maribyrnong City Council,-37.78201,144.85302,61, ,8661.458333
Brighton,Bayside City Council,-37.92304,145.00039, ,5097.826087, 
Brighton,Bayside City Council,-37.9213,145.00454, ,4573.991031, 
Brighton,Bayside City Council,-37.89335,144.98643, ,8000, 
Brighton,Bayside City Council,-37.89238,144.98907,11,9095.238095,10883.19088
Brighton,Bayside City Council,-37.90946,144.98919,84,4678.00729,10547.94521
Brighton,Bayside City Council,-37.92928,144.99364,21, ,9466.019417
Brighton,Bayside City Council,-37.90148,144.99392,161,3720.770289, 
Brighton,Bayside City Council,-37.89946,145.00537,91,2677.279305,11077.84431
Brighton,Bayside City Council,-37.92798,144.9948,86,4000,8015.267176
Brighton,Bayside City Council,-37.92265,144.9972,66, , 
Brighton East,Bayside City Council,-37.92056,145.01657, , , 
Brighton East,Bayside City Council,-37.90253,145.02135, , , 
Brighton East,Bayside City Council,-37.91556,145.01946, , , 
Brighton East,Bayside City Council,-37.92824,145.00922,86,3311.258278,8368.200837
Brighton East,Bayside City Council,-37.91062,145.01027,121,5318.471338, 
Brighton East,Bayside City Council,-37.90915,145.02238, , , 
Brighton East,Bayside City Council,-37.92311,145.01063,21,4124.809741, 
Brighton East,Bayside City Council,-37.92851,145.00533,86,2710.622711,9910.714286
Brunswick,Moreland City Council,-37.76904,144.9646,131, ,10360.36036
Brunswick,Moreland City Council,-37.75996,144.96994,121,5287.958115,10520.83333
Brunswick,Moreland City Council,-37.7668,144.96644,121,6625.766871,7105.263158
Brunswick,Moreland City Council,-37.76177,144.9572,121, ,9829.059829
Brunswick,Moreland City Council,-37.7626,144.96392,121,5151.515152, 
Brunswick,Moreland City Council,-37.77456,144.96871, , , 
Brunswick,Moreland City Council,-37.77473,144.97026,7, ,27272.72727
Brunswick,Moreland City Council,-37.77033,144.97069,121, ,12246.57534
Brunswick,Moreland City Council,-37.7647,144.96404, , , 
Brunswick,Moreland City Council,-37.75655,144.95859, ,3511.705686, 
Brunswick,Moreland City Council,-37.75897,144.95219, , , 
Brunswick East,Moreland City Council,-37.77563,144.97592,111, ,12343.75
Brunswick West,Moreland City Council,-37.75641,144.94691, ,2489.719626, 
Brunswick West,Moreland City Council,-37.76007,144.94888,101,3210.784314,8451.612903
Brunswick West,Moreland City Council,-37.77432,144.94191,9, ,6310.679612
Brunswick West,Moreland City Council,-37.75815,144.93439,101, ,7195.876289
Bulleen,Manningham City Council,-37.76472,145.08315,17, ,5500
Bulleen,Manningham City Council,-37.77782,145.09196, ,1492.307692, 
Bulleen,Manningham City Council,-37.76125,145.09478,23,2614.285714,5228.571429
Burwood,Monash City Council,-37.84461,145.10968,6,3782.679739,4967.811159
Burwood,Monash City Council,-37.85689,145.10633, ,1805.054152, 
Burwood,Monash City Council,-37.85167,145.10878, , , 
Burwood,Monash City Council,-37.85451,145.12122, ,1618.357488, 
Burwood,Monash City Council,-37.84443,145.10435, ,2406.294707, 
Burwood,Monash City Council,-37.85305,145.09742, ,1959.68645, 
Burwood East,Whitehorse City Council,-37.85144,145.14736,51,2164.948454,8456.375839
Burwood East,Whitehorse City Council,-37.84997,145.14307, ,1877.133106, 
Burwood East,Whitehorse City Council,-37.85717,145.14273, ,1854.990584, 
Cairnlea,Brimbank City Council,-37.76065,144.79152,16, ,3568.965517
Cairnlea,Brimbank City Council,-37.75009,144.77869, , ,4634.482759
Carlton North,Melbourne City Council,-37.79108,144.96913, , , 
Carlton North,Melbourne City Council,-37.78188,144.97227,201, ,11250
Carnegie,Glen Eira City Council,-37.8957,145.05317,6, ,7085.106383
Carnegie,Glen Eira City Council,-37.89086,145.06327,91,3663.793103,9714.285714
Carnegie,Glen Eira City Council,-37.89771,145.05472, , , 
Caulfield South,Glen Eira City Council,-37.89755,145.02709, ,2507.836991, 
Caulfield South,Glen Eira City Council,-37.88789,145.01753,71, ,14537.81513
Chadstone,Monash City Council,-37.88293,145.10489, , , 
Chadstone,Monash City Council,-37.87442,145.09528, ,1737.288136,12058.82353
Cheltenham,Bayside City Council,-37.96928,145.05851,66,2442.05298,10766.42336
Cheltenham,Bayside City Council,-37.97307,145.05446,66,2069.536424,9124.087591
Cheltenham,Bayside City Council,-37.97138,145.05849,24, , 
Cheltenham,Bayside City Council,-37.96504,145.07194, ,2339.544513, 
Cheltenham,Bayside City Council,-37.96338,145.06909, , , 
Cheltenham,Bayside City Council,-37.95671,145.0686,7,4093.567251,5737.704918
Cheltenham,Bayside City Council,-37.96386,145.06962,61, ,5820.10582
Clayton,Monash City Council,-37.91737,145.11569,21,3112.840467,5479.452055
Clayton,Monash City Council,-37.91883,145.11209,71,1178.403756,8581.196581
Clifton Hill,Yarra City Council,-37.79421,145.00035,101, ,15130.43478
Clifton Hill,Yarra City Council,-37.79165,144.98677,146, ,13876.14679
Clifton Hill,Yarra City Council,-37.78978,144.99221, , , 
Clifton Hill,Yarra City Council,-37.78576,145.0026, , , 
Clifton Hill,Yarra City Council,-37.7907,145.00008,101,10580.20478,12601.62602
Coburg,Darebin City Council,-37.73327,144.95124, ,1371.84466, 
Coburg,Darebin City Council,-37.73827,144.95933, ,2455.08982, 
Coburg,Darebin City Council,-37.7401,144.96505,101,3341.584158,7848.837209
Coburg,Darebin City Council,-37.7543,144.97134,101,3007.109005,8460
Coburg,Darebin City Council,-37.74587,144.95445,91,2505.446623,9126.984127
Coburg North,Darebin City Council,-37.73108,144.98351,8,2586.956522,4703.557312
Coburg North,Darebin City Council,-37.73449,144.97903, , , 
Croydon,Maroondah City Council,-37.81139,145.27414,61,1289.0625,7415.730337
Croydon,Maroondah City Council,-37.79097,145.28695, ,884, 
Croydon,Maroondah City Council,-37.79136,145.27375,51,901.3742926,5186.046512
Croydon,Maroondah City Council,-37.81127,145.2871,21,1226.851852,4491.525424
Croydon Hills,Maroondah City Council,-37.77481,145.2741, ,1336.292614, 
Croydon South,Maroondah City Council,-37.81695,145.28343, ,891.8617614, 
Deer Park,Brimbank City Council,-37.77382,144.77038,61,1107.091172,7574.257426
Delahey,Brimbank City Council,-37.71711,144.76845, , , 
Derrimut,Brimbank City Council,-37.79017,144.75801,12, ,3782.38342
Doncaster,Manningham City Council,-37.78477,145.10407,51, ,9596.428571
Doncaster,Manningham City Council,-37.78375,145.12028,38, ,7500
Doncaster,Manningham City Council,-37.77945,145.10869,41, ,12956.52174
Doncaster,Manningham City Council,-37.79012,145.11583, ,1736.204576, 
Doncaster,Manningham City Council,-37.79268,145.1357, , , 
Doncaster East,Manningham City Council,-37.7805,145.16319,53,1760.670732,10694.44444
Doncaster East,Manningham City Council,-37.79845,145.14881,51,1687.022901,6993.670886
Doncaster East,Manningham City Council,-37.77524,145.16846,37,1662.844037,5620.155039
Doncaster East,Manningham City Council,-37.76692,145.17795,36, ,3472.222222
Doncaster East,Manningham City Council,-37.78037,145.15698, , , 
Doncaster East,Manningham City Council,-37.78035,145.15423,51,1977.077364, 
East Melbourne,Melbourne City Council,-37.81507,144.98566, , , 
Elwood,Port Phillip City Council,-37.87505,144.98085,91, ,13333.33333
Elwood,Port Phillip City Council,-37.88183,144.98046,71, , 
Elwood,Port Phillip City Council,-37.87396,144.98331, , , 
Elwood,Port Phillip City Council,-37.8728,144.98942, , , 
Essendon,Moonee Valley City Council,-37.74476,144.92504,96,2700.716846,10251.70068
Essendon,Moonee Valley City Council,-37.75184,144.90898, , , 
Essendon,Moonee Valley City Council,-37.7494,144.8971,31, ,8712.871287
Essendon,Moonee Valley City Council,-37.74381,144.89378, , , 
Essendon,Moonee Valley City Council,-37.75164,144.91367, ,1994.809689, 
Essendon North,Moonee Valley City Council,-37.73977,144.90675,71,2467.105263,7731.958763
Fairfield,Darebin City Council,-37.77226,145.02019,101,4008.438819,8260.869565
Fairfield,Darebin City Council,-37.76732,145.02028, , , 
Ferntree Gully,Knox City Council,-37.87514,145.27433, , , 
Ferntree Gully,Knox City Council,-37.87451,145.28956, ,995.8391123, 
Fitzroy,Yarra City Council,-37.79796,144.98371,121,343.8864629, 
Fitzroy,Yarra City Council,-37.80003,144.97657, ,13109.2437, 
Fitzroy,Yarra City Council,-37.80146,144.98121,51, , 
Fitzroy,Yarra City Council,-37.80134,144.97676,121,16967.21311,13986.48649
Fitzroy North,Moreland City Council,-37.78503,144.98711, , , 
Fitzroy North,Moreland City Council,-37.78286,144.9812,131, ,10000
Fitzroy North,Moreland City Council,-37.78309,144.98526, ,25737.70492, 
Flemington,Melbourne City Council,-37.78459,144.92963,111,6926.406926,7881.773399
Flemington,Melbourne City Council,-37.78643,144.92482,111,5206.278027,7740
Flemington,Melbourne City Council,-37.78629,144.92952, ,7226.890756, 
Footscray,Maribyrnong City Council,-37.79208,144.89534, ,3159.722222, 
Footscray,Maribyrnong City Council,-37.79597,144.8987, ,2447.817837, 
Forest Hill,Whitehorse City Council,-37.83828,145.1788, , , 
Glen Waverley,Monash City Council,-37.88708,145.18653, , , 
Glen Waverley,Monash City Council,-37.8662,145.18517, , , 
Glen Waverley,Monash City Council,-37.8939,145.14707,61,1825.842697,7975.460123
Glen Waverley,Monash City Council,-37.88638,145.16745,66,2118.644068,9375
Glen Waverley,Monash City Council,-37.89374,145.17118, ,1717.277487, 
Glen Waverley,Monash City Council,-37.86873,145.16136, , , 
Glenroy,Moreland City Council,-37.71193,144.91794, ,1420.454545, 
Glenroy,Moreland City Council,-37.70412,144.93304, ,1253.623188, 
Glenroy,Moreland City Council,-37.70106,144.93721,71,1122.302158,7800
Gowanbrae,Moreland City Council,-37.70201,144.90146,4,1288.888889,1870.967742
Gowanbrae,Moreland City Council,-37.7031,144.89443,19,1209.800919,4364.640884
Gowanbrae,Moreland City Council,-37.70314,144.89561, , , 
Hadfield,Moreland City Council,-37.70618,144.94787,71,1783.940397,4397.959184
Hadfield,Moreland City Council,-37.71173,144.94035,9,2325.174825,5732.758621
Hampton,Bayside City Council,-37.938,145.01357,101,3058.912387,11250
Hampton,Bayside City Council,-37.94147,145.01204, , , 
Hampton,Bayside City Council,-37.93184,145.02037, , , 
Hampton,Bayside City Council,-37.93641,144.99827, ,4767.857143, 
Hampton,Bayside City Council,-37.93182,145.00095, , , 
Hampton East,Bayside City Council,-37.93575,145.02931, , , 
Heathmont,Maroondah City Council,-37.81925,145.24178, , , 
Heathmont,Maroondah City Council,-37.83465,145.24245,71,1231.19015,4838.709677
